file,id,label,accepted,score,begin_time_s,end_time_s,call_length_s,principal_freq_hz,low_freq_hz,high_freq_hz,bandwidth_hz,freq_std_dev_hz,slope,sinuosity,mean_power_db,tonality,peak_freq_khz,source_file,wav_stem,det_start_s,det_end_s,det_duration_ms,det_index,det_prob_max,det_prob_mean,det_user_action,det_json_path,match_quality,match_distance_ms,peak_freq_hz,syllable_type,classification_confidence
2024-10-06_15-39-52_0000326,1.0,Cluster_8,1.0,1.0,1.9919866666666664,2.06944,0.0774533333333336,27.848101265822784,25.949367088607595,35.44303797468355,9.493670886075954,4.178010960963557,-33.05659582581289,1.1240661312021836,-55.58450130821979,0.4426880739557161,25.949367088607595,classified_Stats.xlsx,2024-10-06_15-39-52_0000326,1.9720533333333332,2.070186666666667,98.1333333333334,0.0,0.913568377494812,0.6327680299679438,,results/batch_9252/detections/2024-10-06_15-39-52_0000326.json,fuzzy,19.933,,Flat,high
2024-10-06_15-53-03_0000369,1.0,Cluster_8,1.0,1.0,1.04646,1.09244,0.0459800000000001,27.608695652173918,26.30434782608696,44.56521739130434,18.260869565217387,3.7555459023894544,-9.341071465427875,2.2037059014579894,-53.39591025758812,0.5072913236681904,27.608695652173918,classified_Stats.xlsx,2024-10-06_15-53-03_0000369,1.04192,1.09312,51.20000000000013,0.0,0.9533695578575134,0.802362682727667,,results/batch_9252/detections/2024-10-06_15-53-03_0000369.json,fuzzy,4.54,,Flat,medium
2024-10-06_15-54-05_0000377,1.0,Cluster_8,1.0,1.0,0.97485,1.01134,0.0364900000000001,31.048387096774192,26.20967741935484,67.33870967741936,41.12903225806452,9.375227746496115,-288.8623854155729,4.555400342645399,-66.2745043395268,0.3199777952769989,26.20967741935484,classified_Stats.xlsx,2024-10-06_15-54-05_0000377,0.95232,1.0120533333333332,59.73333333333319,0.0,0.987571120262146,0.8573070486386617,,results/batch_9252/detections/2024-10-06_15-54-05_0000377.json,fuzzy,22.53,,Complex,medium
2024-10-06_16-01-56_0000400,1.0,Cluster_8,1.0,1.0,1.0042,1.0627,0.0584999999999999,26.102941176470587,26.102941176470587,27.205882352941178,1.1029411764705903,0.544245215417398,-27.732501702208136,1.0011466142608323,-63.92631564056227,0.3606706020966244,27.205882352941178,classified_Stats.xlsx,2024-10-06_16-01-56_0000400,0.99072,1.0632533333333334,72.53333333333333,0.0,0.99247145652771,0.862028236190478,,results/batch_9252/detections/2024-10-06_16-01-56_0000400.json,fuzzy,13.48,,Flat,high
2024-10-06_16-06-16_0000416,1.0,Cluster_8,1.0,1.0,1.0234266666666667,1.0413933333333334,0.0179666666666666,37.121212121212125,26.51515151515152,43.18181818181818,16.666666666666664,4.602731739984793,-196.08601534194744,2.712164684353211,-66.05080595145108,0.3614226345036869,26.51515151515152,classified_Stats.xlsx,2024-10-06_16-06-16_0000416,1.00352,1.04192,38.39999999999999,0.0,0.8832260370254517,0.7660537004470825,,results/batch_9252/detections/2024-10-06_16-06-16_0000416.json,fuzzy,19.907,,Flat,low
2024-10-06_16-36-23_0000444,1.0,Cluster_8,1.0,1.0,1.0263533333333332,1.0551266666666663,0.0287733333333333,29.285714285714285,26.428571428571427,66.42857142857143,40.0,10.133408237554027,-190.0853019613779,4.981021732133234,-69.77235073561386,0.278006013438992,26.428571428571427,classified_Stats.xlsx,2024-10-06_16-36-23_0000444,1.01632,1.0589866666666667,42.666666666666856,0.0,0.926625907421112,0.8529225262728605,,results/batch_9252/detections/2024-10-06_16-36-23_0000444.json,fuzzy,10.033,,Complex,high
2024-10-06_16-39-10_0000459,1.0,Cluster_8,1.0,1.0,1.0218466666666668,1.0456933333333334,0.0238466666666665,28.03030303030303,26.51515151515152,47.72727272727273,21.21212121212121,4.017080276164907,-190.26829202954477,2.129802690560009,-69.6501625951599,0.2728572990748527,26.51515151515152,classified_Stats.xlsx,2024-10-06_16-39-10_0000459,1.0077866666666666,1.0461866666666666,38.39999999999999,0.0,0.8931484222412109,0.7735258370637894,,results/batch_9252/detections/2024-10-06_16-39-10_0000459.json,fuzzy,14.06,,Flat,low
2024-10-06_16-40-12_0000463,1.0,Cluster_8,1.0,1.0,1.022166666666667,1.0336,0.0114333333333334,28.03030303030303,26.51515151515152,62.87878787878788,36.36363636363636,6.470055457196129,-647.0822797353406,2.6472240123998945,-66.2126630283526,0.354985226889867,28.03030303030303,classified_Stats.xlsx,2024-10-06_16-40-12_0000463,0.9992533333333332,1.037653333333333,38.39999999999999,0.0,0.9094743728637696,0.8499309659004212,,results/batch_9252/detections/2024-10-06_16-40-12_0000463.json,fuzzy,22.913,,Short,medium
2024-10-06_16-46-19_0000472,1.0,Cluster_8,1.0,1.0,1.02655,1.039993333333333,0.0134433333333332,27.727272727272727,26.363636363636363,57.72727272727273,31.363636363636363,7.670996036751347,-1045.159181325283,3.446935801355244,-70.82542116482502,0.2725606793143093,27.727272727272727,classified_Stats.xlsx,2024-10-06_16-46-19_0000472,0.9992533333333332,1.0461866666666666,46.93333333333327,0.0,0.9608238339424132,0.8811217769980431,,results/batch_9252/detections/2024-10-06_16-46-19_0000472.json,fuzzy,27.297,,Short,medium
2024-10-06_16-49-36_0000483,1.0,Cluster_8,1.0,1.0,1.0005466666666667,1.0457733333333332,0.0452266666666665,27.34375,26.171875,64.84375,38.671875,9.630092109879127,-291.7224316974519,5.708552670317824,-68.76273590059526,0.291676151248166,27.34375,classified_Stats.xlsx,2024-10-06_16-49-36_0000483,0.9821866666666668,1.0461866666666666,63.99999999999994,0.0,0.9344003200531006,0.7639515399932861,,results/batch_9252/detections/2024-10-06_16-49-36_0000483.json,fuzzy,18.36,,Complex,high
2024-10-06_16-59-40_0000518,1.0,Cluster_8,1.0,1.0,1.9916433333333332,2.035606666666667,0.0439633333333333,29.09090909090909,26.363636363636363,42.72727272727273,16.363636363636363,4.9082298206957455,88.44355102556972,2.299803898900145,-69.62106078745208,0.2945742596616065,26.363636363636363,classified_Stats.xlsx,2024-10-06_16-59-40_0000518,1.98912,2.0360533333333333,46.93333333333327,0.0,0.9482690691947936,0.853502040108045,,results/batch_9252/detections/2024-10-06_16-59-40_0000518.json,fuzzy,2.523,,Flat,medium
2024-10-06_17-00-53_0000523,1.0,Cluster_8,1.0,1.0,1.95756,1.9885933333333332,0.0310333333333332,26.51515151515152,26.51515151515152,37.121212121212125,10.606060606060607,1.6808508620743283,70.64717453405969,1.3824410983730906,-57.67490952653001,0.465963897234848,26.51515151515152,classified_Stats.xlsx,2024-10-06_17-00-53_0000523,1.95072,1.98912,38.39999999999999,0.0,0.9584999084472656,0.9339848160743712,,results/batch_9252/detections/2024-10-06_17-00-53_0000523.json,fuzzy,6.84,,Flat,medium
2024-10-06_17-02-47_0000530,1.0,Cluster_8,1.0,1.0,1.3841466666666666,1.4212066666666667,0.03706,26.363636363636363,26.363636363636363,53.63636363636363,27.27272727272727,4.208964088396923,-9.398070270232427,2.13880925102579,-63.1347123005768,0.3702892309412942,26.363636363636363,classified_Stats.xlsx,2024-10-06_17-02-47_0000530,1.37472,1.4216533333333334,46.93333333333349,0.0,0.9794849753379822,0.9228270004192988,,results/batch_9252/detections/2024-10-06_17-02-47_0000530.json,fuzzy,9.427,,Chevron,low
2024-10-06_17-02-47_0000530,2.0,Cluster_8,1.0,1.0,2.095193333333333,2.138066666666667,0.0428733333333335,27.521008403361343,26.26050420168067,61.55462184873949,35.294117647058826,5.503026002602244,-48.18240478232979,2.6772449267204323,-64.46539603616804,0.3518081959155397,27.521008403361343,classified_Stats.xlsx,2024-10-06_17-02-47_0000530,2.0829866666666668,2.138453333333333,55.466666666666775,1.0,0.968798816204071,0.8339272567204067,,results/batch_9252/detections/2024-10-06_17-02-47_0000530.json,fuzzy,12.207,,Chevron,high
2024-10-06_17-02-51_0000531,1.0,Cluster_8,1.0,1.0,1.0123666666666666,1.03262,0.0202533333333332,53.78787878787879,26.51515151515152,78.03030303030303,51.51515151515152,15.859083251058289,-813.8571439998207,4.313290335686048,-73.32140508947428,0.2233591980895879,26.51515151515152,classified_Stats.xlsx,2024-10-06_17-02-51_0000531,0.9992533333333332,1.037653333333333,38.39999999999999,0.0,0.9012832045555116,0.830094039440155,,results/batch_9252/detections/2024-10-06_17-02-51_0000531.json,fuzzy,13.113,,Complex,medium
2024-10-06_17-05-08_0000540,1.0,Cluster_30,1.0,1.0,1.02409,1.0586066666666667,0.0345166666666667,27.727272727272727,26.363636363636363,64.54545454545453,38.18181818181817,11.268344704244685,-150.8396380887769,3.678751564053124,-70.24590988836931,0.2539527663114144,26.363636363636363,classified_Stats.xlsx,2024-10-06_17-05-08_0000540,1.0120533333333332,1.0589866666666667,46.93333333333349,0.0,0.9818275570869446,0.8763826514283816,,results/batch_9252/detections/2024-10-06_17-05-08_0000540.json,fuzzy,12.037,,Complex,low
2024-10-06_17-05-24_0000542,1.0,Cluster_8,1.0,1.0,1.0333766666666666,1.0617166666666666,0.02834,37.27272727272727,26.363636363636363,60.45454545454545,34.09090909090909,8.968313403537088,-163.08015524134456,5.366025332372846,-70.6778841872042,0.2862385878696044,26.363636363636363,classified_Stats.xlsx,2024-10-06_17-05-24_0000542,1.01632,1.0632533333333334,46.93333333333349,0.0,0.9209414720535278,0.8058489561080933,,results/batch_9252/detections/2024-10-06_17-05-24_0000542.json,fuzzy,17.057,,Complex,high
2024-10-06_17-09-53_0000568,1.0,Cluster_8,1.0,1.0,2.134406666666667,2.1721933333333334,0.0377866666666664,27.857142857142858,26.428571428571427,36.42857142857143,10.000000000000004,1.1538586129750203,-12.84566070232513,1.3092240021298194,-60.66179767980144,0.4273898371803739,27.857142857142858,classified_Stats.xlsx,2024-10-06_17-09-53_0000568,2.12992,2.1725866666666667,42.666666666666856,0.0,0.9025816917419434,0.7835617173801769,,results/batch_9252/detections/2024-10-06_17-09-53_0000568.json,fuzzy,4.487,,Flat,medium
2024-10-06_17-12-10_0000589,1.0,Cluster_5,1.0,1.0,1.00464,1.15986,0.1552199999999999,32.51109089568209,25.638297872340427,55.0,29.361702127659573,7.0409072161563575,40.219357479816345,2.724659473900624,-61.24906726906514,0.369349020865237,36.48936170212766,classified_Stats.xlsx,2024-10-06_17-12-10_0000589,0.9437866666666668,1.1613866666666666,217.5999999999999,0.0,0.9355745315551758,0.6381404984455842,,results/batch_9252/detections/2024-10-06_17-12-10_0000589.json,fuzzy,60.853,,Chevron,medium
2024-10-06_19-10-11_0000960,1.0,Cluster_3,1.0,1.0,1.0243966666666666,1.06684,0.0424433333333333,27.521008403361343,26.26050420168067,67.85714285714286,41.596638655462186,11.469555185111496,-245.0657724745914,2.8286495541800907,-60.88883139518133,0.4251009168879227,26.26050420168067,classified_Stats.xlsx,2024-10-06_19-10-11_0000960,1.0120533333333332,1.06752,55.466666666666775,0.0,0.9986396431922911,0.9204052473817552,,results/batch_9252/detections/2024-10-06_19-10-11_0000960.json,fuzzy,12.343,,Chevron,high
2024-10-06_19-11-02_0000968,1.0,Cluster_8,1.0,1.0,1.8700266666666665,1.9218366666666664,0.0518100000000001,37.34177215189874,25.949367088607595,47.78481012658228,21.835443037974684,4.580912956388238,-13.236831221620868,4.134275050242227,-72.05012244449567,0.243471789781961,37.34177215189874,classified_Stats.xlsx,2024-10-06_19-11-02_0000968,1.8312533333333332,1.9293866666666664,98.13333333333318,0.0,0.9915326237678528,0.8904426917433739,,results/batch_9252/detections/2024-10-06_19-11-02_0000968.json,fuzzy,38.773,,Complex,medium
2024-10-06_19-11-02_0000968,2.0,Cluster_8,1.0,1.0,1.9425633333333328,1.9658166666666663,0.0232533333333333,37.27272727272727,26.363636363636363,64.54545454545453,38.18181818181817,7.732942337499445,0.2698493034501734,4.679852918105537,-76.5238731240321,0.1937403171085483,37.27272727272727,classified_Stats.xlsx,2024-10-06_19-11-02_0000968,1.9421866666666667,1.98912,46.93333333333327,1.0,0.8469977378845215,0.7151462063193321,,results/batch_9252/detections/2024-10-06_19-11-02_0000968.json,fuzzy,0.377,,Complex,medium
2024-10-06_19-14-14_0000988,1.0,Cluster_8,1.0,1.0,0.98672,1.015793333333333,0.0290733333333332,28.03030303030303,26.51515151515152,68.93939393939394,42.42424242424242,8.63205994824267,-42.09681968160282,3.390845075195692,-71.23877446135991,0.2619394636554418,26.51515151515152,classified_Stats.xlsx,2024-10-06_19-14-14_0000988,0.97792,1.01632,38.39999999999988,0.0,0.9630559086799622,0.9243403255939484,,results/batch_9252/detections/2024-10-06_19-14-14_0000988.json,fuzzy,8.8,,Chevron,high
2024-10-06_19-18-00_0001000,1.0,Cluster_8,1.0,1.0,1.0012,1.0157,0.0145000000000001,25.99337748344371,25.99337748344371,27.980132450331126,1.9867549668874176,0.5920166555646729,-71.16074519885954,1.142378972568688,-70.24083309567298,0.2271287355837304,25.99337748344371,classified_Stats.xlsx,2024-10-06_19-18-00_0001000,0.9821866666666668,1.0717866666666669,89.60000000000001,0.0,0.9645110368728638,0.7967089942910455,,results/batch_9252/detections/2024-10-06_19-18-00_0001000.json,fuzzy,19.013,,Short,low
2024-10-06_19-18-00_0001000,2.0,Cluster_8,1.0,1.0,2.018146666666667,2.056973333333333,0.0388266666666665,27.34375,26.171875,84.765625,58.59375,8.727094658651652,-124.0117506655946,3.544731490035575,-73.28065488186972,0.237864013958971,26.171875,classified_Stats.xlsx,2024-10-06_19-18-00_0001000,2.006186666666667,2.070186666666667,64.00000000000006,1.0,0.9888307452201844,0.8348451610654593,,results/batch_9252/detections/2024-10-06_19-18-00_0001000.json,fuzzy,11.96,,Complex,low
2024-10-06_20-09-30_0001152,1.0,Cluster_8,1.0,1.0,1.13808,1.15442,0.01634,34.130434782608695,26.30434782608696,39.34782608695652,13.043478260869566,2.507995264163647,-150.70077067841956,1.339486370375165,-64.00555027757657,0.3860018950187853,34.130434782608695,classified_Stats.xlsx,2024-10-06_20-09-30_0001152,1.11872,1.16992,51.20000000000013,0.0,0.995693027973175,0.9147336230828212,,results/batch_9252/detections/2024-10-06_20-09-30_0001152.json,fuzzy,19.36,,Flat,medium
2024-10-06_20-16-44_0001185,1.0,Cluster_8,1.0,1.0,0.9806333333333334,1.0156466666666666,0.0350133333333332,27.857142857142858,26.428571428571427,75.0,48.57142857142857,7.14826320091028,-25.81797143320686,3.356737571488792,-67.93039110417864,0.2961863620824154,27.857142857142858,classified_Stats.xlsx,2024-10-06_20-16-44_0001185,0.9736533333333334,1.01632,42.66666666666652,0.0,0.9438066482543944,0.8724897883155129,,results/batch_9252/detections/2024-10-06_20-16-44_0001185.json,fuzzy,6.98,,Chevron,high
2024-10-06_20-29-20_0001234,1.0,Cluster_8,1.0,1.0,1.0252466666666666,1.0668466666666665,0.0415999999999998,29.28571428571429,25.60811228184224,51.52302574707508,25.91491346523284,6.283793031602413,-397.1942222085704,1.2931145400117272,-61.57945888452614,0.4124193363330619,27.857142857142858,classified_Stats.xlsx,2024-10-06_20-29-20_0001234,1.0248533333333334,1.06752,42.66666666666663,0.0,0.9605458378791808,0.8901007825678046,,results/batch_9252/detections/2024-10-06_20-29-20_0001234.json,fuzzy,0.393,,Down,high
2024-10-06_20-29-20_0001234,2.0,Cluster_8,1.0,1.0,1.9680666666666664,1.98146,0.0133933333333333,37.121212121212125,26.51515151515152,65.9090909090909,39.39393939393939,8.429101956017478,-263.2028393152528,3.374860959805814,-78.12354422053099,0.1945462172074046,28.03030303030303,classified_Stats.xlsx,2024-10-06_20-29-20_0001234,1.9549866666666669,1.9933866666666664,38.39999999999999,1.0,0.8949283361434937,0.8651836276054382,,results/batch_9252/detections/2024-10-06_20-29-20_0001234.json,fuzzy,13.08,,Short,medium
2024-10-06_20-29-22_0001235,1.0,Cluster_10,1.0,1.0,0.4454666666666667,0.4653933333333333,0.0199266666666666,37.121212121212125,26.51515151515152,65.9090909090909,39.39393939393939,12.424066447210423,484.9290781169624,2.0109467226267186,-77.51772973687451,0.1846469371035022,35.60606060606061,classified_Stats.xlsx,2024-10-06_20-29-22_0001235,0.42752,0.46592,38.39999999999999,0.0,0.8948400020599365,0.8352279901504517,,results/batch_9252/detections/2024-10-06_20-29-22_0001235.json,fuzzy,17.947,,Chevron,medium
2024-10-06_20-29-22_0001235,2.0,Cluster_8,1.0,1.0,1.001793333333333,1.0329933333333334,0.0312000000000001,33.57142857142857,26.428571428571427,56.42857142857143,30.000000000000004,6.2826927707648,-215.59305481904627,3.447382178231124,-70.74445382810816,0.2653649167275759,26.428571428571427,classified_Stats.xlsx,2024-10-06_20-29-22_0001235,0.99072,1.033386666666667,42.66666666666663,1.0,0.9412375092506408,0.8663250533017245,,results/batch_9252/detections/2024-10-06_20-29-22_0001235.json,fuzzy,11.073,,Chevron,medium
2024-10-06_20-36-33_0001281,1.0,Cluster_8,1.0,1.0,1.0023266666666666,1.0372066666666666,0.03488,31.818181818181817,26.363636363636363,55.0,28.63636363636364,6.854672090576943,-317.4557081610329,3.750965543686721,-69.5228929066751,0.3027023001861644,26.363636363636363,classified_Stats.xlsx,2024-10-06_20-36-33_0001281,0.99072,1.037653333333333,46.93333333333327,0.0,0.992527723312378,0.9205663154522578,,results/batch_9252/detections/2024-10-06_20-36-33_0001281.json,fuzzy,11.607,,Complex,low
2024-10-06_20-36-35_0001282,1.0,Cluster_8,1.0,1.0,1.0014566666666669,1.0287066666666669,0.0272499999999999,27.727272727272727,26.363636363636363,75.45454545454545,49.09090909090909,12.04817780165974,-892.9055021334269,4.506214132478968,-64.71603556121035,0.3684391479704959,26.363636363636363,classified_Stats.xlsx,2024-10-06_20-36-35_0001282,0.9821866666666668,1.02912,46.93333333333338,0.0,0.9976581335067748,0.9414445161819458,,results/batch_9252/detections/2024-10-06_20-36-35_0001282.json,fuzzy,19.27,,Complex,medium
2024-10-06_20-36-35_0001282,2.0,Cluster_16,1.0,1.0,2.88102,2.91864,0.0376199999999999,27.608695652173918,26.30434782608696,66.73913043478261,40.434782608695656,8.930225413296732,-105.14781455262236,2.019005883892588,-63.18366890782643,0.3716288716554189,26.30434782608696,classified_Stats.xlsx,2024-10-06_20-36-35_0001282,2.868053333333333,2.9192533333333333,51.20000000000013,1.0,0.9975646734237672,0.927233317723641,,results/batch_9252/detections/2024-10-06_20-36-35_0001282.json,fuzzy,12.967,,Chevron,medium
2024-10-06_20-57-56_0001356,1.0,Cluster_8,1.0,1.0,1.00644,1.0372933333333334,0.0308533333333334,35.714285714285715,26.428571428571427,62.142857142857146,35.71428571428572,6.988508852545952,-31.4318770463155,2.382575898709704,-67.19447096940304,0.3151054819071266,26.428571428571427,classified_Stats.xlsx,2024-10-06_20-57-56_0001356,0.9949866666666668,1.037653333333333,42.66666666666663,0.0,0.966510534286499,0.8990799242799933,,results/batch_9252/detections/2024-10-06_20-57-56_0001356.json,fuzzy,11.453,,Chevron,medium
2024-10-06_21-00-54_0001364,1.0,Cluster_8,1.0,1.0,0.9981266666666668,1.02247,0.0243433333333332,35.90909090909091,26.363636363636363,41.36363636363636,14.999999999999996,5.276537523263737,-94.86176409850805,2.424005594211603,-72.79722603654545,0.2355060799884034,26.363636363636363,classified_Stats.xlsx,2024-10-06_21-00-54_0001364,0.9864533333333332,1.033386666666667,46.93333333333338,0.0,0.9571377635002136,0.8616253857811292,,results/batch_9252/detections/2024-10-06_21-00-54_0001364.json,fuzzy,11.673,,Flat,medium
2024-10-06_21-19-52_0001403,1.0,Cluster_8,1.0,1.0,0.5299266666666667,0.54414,0.0142133333333333,27.857142857142858,26.428571428571427,42.14285714285714,15.714285714285712,5.899729493691518,388.4674170164245,2.150115454893272,-74.00109272032815,0.2273560251542705,29.285714285714285,classified_Stats.xlsx,2024-10-06_21-19-52_0001403,0.51712,0.5597866666666667,42.66666666666663,0.0,0.9608350396156312,0.9101426330479708,,results/batch_9252/detections/2024-10-06_21-19-52_0001403.json,fuzzy,12.807,,Short,low
2024-10-06_21-46-08_0001443,1.0,Cluster_8,1.0,1.0,1.0313266666666667,1.0391666666666666,0.0078399999999998,26.51515151515152,26.51515151515152,26.51515151515152,0.0,2.266233259184197e-16,7.462752170664331e-14,1.0,-68.21422813530985,0.2487424411805364,26.51515151515152,classified_Stats.xlsx,2024-10-06_21-46-08_0001443,1.01632,1.05472,38.40000000000021,0.0,0.9657188057899476,0.9411576628684998,,results/batch_9252/detections/2024-10-06_21-46-08_0001443.json,fuzzy,15.007,,Short,high
2024-10-06_22-06-53_0001484,1.0,Cluster_8,1.0,1.0,1.0257633333333334,1.07234,0.0465766666666667,36.392405063291136,25.949367088607595,43.98734177215189,18.0379746835443,3.343066492720065,-32.61262452813605,2.772643081009167,-70.28018388305898,0.2580548125699727,36.392405063291136,classified_Stats.xlsx,2024-10-06_22-06-53_0001484,0.99072,1.0888533333333332,98.13333333333318,0.0,0.9931415915489196,0.864153116941452,,results/batch_9252/detections/2024-10-06_22-06-53_0001484.json,fuzzy,35.043,,Flat,medium
2024-10-06_22-07-12_0001488,1.0,Cluster_8,1.0,1.0,0.9959933333333332,1.0329666666666666,0.0369733333333333,26.26050420168067,26.26050420168067,42.64705882352941,16.38655462184874,6.947943386374923,14.264916018222769,3.159067571719953,-67.54870087578539,0.3076957521439589,26.26050420168067,classified_Stats.xlsx,2024-10-06_22-07-12_0001488,0.97792,1.033386666666667,55.46666666666666,0.0,0.9573880434036256,0.8208009834800448,,results/batch_9252/detections/2024-10-06_22-07-12_0001488.json,fuzzy,18.073,,Flat,medium
2024-10-06_22-07-12_0001488,2.0,Cluster_8,1.0,1.0,1.63108,1.65502,0.0239399999999998,36.08695652173913,26.30434782608696,47.173913043478265,20.869565217391308,7.097521581066389,132.05484586830875,3.32470585199504,-75.3661578562324,0.2216694221597416,26.30434782608696,classified_Stats.xlsx,2024-10-06_22-07-12_0001488,1.63072,1.68192,51.20000000000013,1.0,0.8546075224876404,0.7521215906509986,,results/batch_9252/detections/2024-10-06_22-07-12_0001488.json,fuzzy,0.36,,Flat,medium
