wav_file,start_time_s,end_time_s
2024-09-30_11-22-42_0000061,1.1357866666666667,1.2296533333333333
2024-09-30_11-22-42_0000061,1.2637866666666666,1.3576533333333334
2024-09-30_11-22-42_0000061,1.38752,1.4344533333333334
2024-09-30_11-22-42_0000061,1.48992,1.57952
2024-09-30_11-22-42_0000061,1.6264533333333333,1.8141866666666666
2024-09-30_11-22-42_0000061,1.8909866666666666,2.09152
2024-09-30_11-22-42_0000061,2.778453333333333,2.8168533333333334
2024-09-30_11-22-49_0000062,0.82432,0.86272
2024-09-30_11-22-49_0000062,0.99072,1.05472
2024-09-30_11-22-49_0000062,1.10592,1.2125866666666667
2024-09-30_11-22-49_0000062,1.23392,1.3405866666666666
2024-09-30_11-22-49_0000062,1.92512,1.9805866666666667
2024-09-30_11-22-49_0000062,2.0445866666666666,2.1000533333333333
2024-09-30_11-22-49_0000062,2.1512533333333335,2.24512
2024-09-30_11-22-49_0000062,2.28352,2.3773866666666668
2024-09-30_11-22-49_0000062,2.4157866666666665,2.5224533333333334
2024-09-30_11-22-49_0000062,2.56512,2.61632
2024-09-30_11-22-49_0000062,2.6760533333333334,2.7400533333333335
2024-09-30_11-22-49_0000062,2.78272,2.82112
2024-09-30_11-22-49_0000062,3.0685866666666666,3.14112
2024-09-30_11-22-49_0000062,3.1837866666666668,3.2221866666666665
2024-09-30_11-22-49_0000062,3.49952,3.53792
2024-09-30_11-22-55_0000064,0.49152,0.5512533333333334
2024-09-30_11-23-01_0000066,0.7688533333333334,0.79872
2024-09-30_11-23-01_0000066,0.97792,1.08032
2024-09-30_11-23-01_0000066,1.11872,1.2253866666666666
2024-09-30_11-23-01_0000066,1.3832533333333332,1.45152
2024-09-30_11-23-01_0000066,1.6392533333333332,1.6776533333333334
2024-09-30_11-23-03_0000067,0.61952,0.6621866666666667
2024-09-30_11-23-03_0000067,0.86272,0.90112
2024-09-30_11-23-04_0000068,1.3021866666666666,1.37472
2024-09-30_11-23-04_0000068,1.4045866666666667,1.4728533333333333
2024-09-30_11-23-04_0000068,1.5069866666666667,1.6008533333333332
2024-09-30_11-23-04_0000068,1.63072,1.6989866666666666
2024-09-30_11-23-04_0000068,1.7373866666666666,1.8013866666666667
2024-09-30_11-23-04_0000068,1.83552,1.9037866666666667
2024-09-30_11-23-04_0000068,1.9592533333333333,2.00192
2024-09-30_11-23-04_0000068,2.0445866666666666,2.0872533333333334
2024-09-30_11-23-04_0000068,2.1512533333333335,2.210986666666667
2024-09-30_11-23-04_0000068,2.2493866666666666,2.300586666666667
2024-09-30_11-23-04_0000068,2.3261866666666666,2.38592
2024-09-30_11-23-04_0000068,2.5437866666666666,2.6504533333333335
2024-09-30_11-23-04_0000068,2.73152,2.7869866666666665
2024-09-30_11-23-04_0000068,2.9064533333333333,2.9789866666666667
2024-09-30_11-23-04_0000068,3.017386666666667,3.06432
2024-09-30_11-23-04_0000068,3.1368533333333333,3.1880533333333334
2024-09-30_11-23-04_0000068,3.2392533333333335,3.2861866666666666
2024-09-30_11-23-04_0000068,3.324586666666667,3.367253333333333
2024-09-30_11-23-04_0000068,3.53792,3.5933866666666665
2024-09-30_11-23-04_0000068,3.64032,3.7085866666666667
2024-09-30_11-23-04_0000068,3.7512533333333336,3.815253333333333
2024-09-30_11-23-04_0000068,3.968853333333333,4.015786666666667
2024-09-30_11-23-08_0000069,1.00352,1.08032
2024-09-30_11-23-08_0000069,1.1485866666666666,1.3320533333333333
2024-09-30_11-23-08_0000069,1.3832533333333332,1.4856533333333333
2024-09-30_11-23-08_0000069,2.01472,2.0573866666666665
2024-09-30_11-23-08_0000069,2.1213866666666665,2.1853866666666666
2024-09-30_11-23-08_0000069,2.7400533333333335,2.812586666666667
2024-09-30_11-23-08_0000069,3.0429866666666667,3.094186666666667
2024-09-30_11-23-11_0000070,0.76032,0.82432
2024-09-30_11-23-11_0000070,0.9736533333333334,1.0632533333333334
2024-09-30_11-23-11_0000070,1.1101866666666667,1.1528533333333333
2024-09-30_11-23-11_0000070,1.2381866666666668,1.2808533333333334
2024-09-30_11-23-11_0000070,1.8909866666666666,1.9293866666666666
2024-09-30_11-23-11_0000070,2.0232533333333333,2.0872533333333334
2024-09-30_11-23-11_0000070,2.266453333333333,2.34752
2024-09-30_11-23-11_0000070,2.4328533333333335,2.4925866666666665
2024-09-30_11-23-11_0000070,3.1965866666666667,3.33312
2024-09-30_11-23-11_0000070,3.674453333333333,3.7085866666666667
2024-09-30_11-23-21_0000072,0.6408533333333334,0.72192
2024-09-30_11-23-21_0000072,0.7688533333333334,0.9736533333333334
2024-09-30_11-23-21_0000072,0.9821866666666667,1.05472
2024-09-30_11-23-21_0000072,1.0888533333333332,1.1613866666666666
2024-09-30_11-23-21_0000072,1.19552,1.2893866666666667
2024-09-30_11-23-21_0000072,1.4301866666666667,1.54112
2024-09-30_11-23-21_0000072,2.1896533333333332,2.3816533333333334
2024-09-30_11-23-21_0000072,2.3901866666666667,2.518186666666667
2024-09-30_11-23-21_0000072,2.6504533333333335,2.78272
2024-09-30_11-23-21_0000072,2.94912,3.0216533333333335
2024-09-30_11-23-21_0000072,3.23072,3.3416533333333334
2024-09-30_11-23-21_0000072,3.4141866666666667,3.49952
2024-09-30_11-23-31_0000074,0.022186666666666667,0.060586666666666664
2024-09-30_11-23-31_0000074,0.5128533333333334,0.5512533333333334
2024-09-30_11-23-31_0000074,0.7176533333333334,0.76032
2024-09-30_11-23-31_0000074,0.9736533333333334,1.0504533333333332
2024-09-30_11-23-31_0000074,1.31072,1.3576533333333334
2024-09-30_11-23-31_0000074,1.5112533333333333,1.64352
2024-09-30_11-23-31_0000074,1.6989866666666666,1.7544533333333334
2024-09-30_11-23-31_0000074,2.3773866666666668,2.4285866666666664
2024-09-30_11-23-31_0000074,2.799786666666667,2.8509866666666666
2024-09-30_11-23-31_0000074,3.00032,3.05152
2024-09-30_11-23-33_0000075,0.23552,0.28245333333333333
2024-09-30_11-23-33_0000075,0.43605333333333335,0.4829866666666667
2024-09-30_11-23-33_0000075,1.7885866666666668,1.8312533333333334
2024-09-30_11-23-33_0000075,1.9421866666666667,1.9976533333333333
2024-09-30_11-23-33_0000075,2.11712,2.18112
2024-09-30_11-23-37_0000076,0.034986666666666666,0.06485333333333333
2024-09-30_11-23-37_0000076,0.13738666666666666,0.16298666666666667
2024-09-30_11-23-37_0000076,0.4829866666666667,0.5213866666666667
2024-09-30_11-23-37_0000076,0.5896533333333334,0.6237866666666667
2024-09-30_11-23-37_0000076,0.6920533333333333,0.7389866666666667
2024-09-30_11-23-37_0000076,0.8029866666666666,0.83712
2024-09-30_11-23-41_0000077,0.34645333333333334,0.38912
2024-09-30_11-23-41_0000077,0.43178666666666665,0.50432
2024-09-30_11-23-41_0000077,0.54272,0.5981866666666666
2024-09-30_11-23-41_0000077,0.91392,0.9693866666666666
2024-09-30_11-23-41_0000077,1.02912,1.0717866666666667
2024-09-30_11-23-41_0000077,1.1229866666666666,1.18272
2024-09-30_11-23-41_0000077,1.4984533333333334,1.5453866666666667
2024-09-30_11-23-41_0000077,1.83552,1.8909866666666666
2024-09-30_11-23-41_0000077,2.05312,2.1000533333333333
2024-09-30_11-23-41_0000077,2.1512533333333335,2.210986666666667
2024-09-30_11-23-51_0000079,1.3320533333333333,1.37472
2024-09-30_11-23-51_0000079,1.4173866666666666,1.4685866666666667
2024-09-30_11-23-51_0000079,1.6349866666666666,1.69472
2024-09-30_11-23-51_0000079,1.89952,1.9549866666666667
2024-09-30_11-23-51_0000079,2.006186666666667,2.070186666666667
2024-09-30_11-23-51_0000079,2.11712,2.1640533333333334
2024-09-30_11-23-53_0000080,0.99072,1.0760533333333333
2024-09-30_11-23-53_0000080,1.1272533333333334,1.2296533333333333
2024-09-30_11-23-53_0000080,1.6733866666666666,1.7416533333333333
2024-09-30_11-23-55_0000081,0.30805333333333335,0.36352
2024-09-30_11-23-55_0000081,1.0077866666666666,1.0632533333333334
2024-09-30_11-23-55_0000081,1.40032,1.48992
2024-09-30_11-23-55_0000081,1.6349866666666666,1.6861866666666667
2024-09-30_11-23-55_0000081,1.7757866666666666,1.8269866666666668
2024-09-30_11-23-57_0000082,0.99072,1.02912
2024-09-30_11-23-57_0000082,1.0845866666666666,1.1357866666666667
2024-09-30_11-23-57_0000082,1.9080533333333334,1.9549866666666667
2024-09-30_11-23-58_0000083,0.54272,0.5896533333333334
2024-09-30_11-23-58_0000083,0.9608533333333333,1.04192
2024-09-30_11-23-58_0000083,1.4856533333333333,1.5581866666666666
2024-09-30_11-23-58_0000083,1.6392533333333332,1.6904533333333334
2024-09-30_11-23-58_0000083,1.74592,1.8141866666666666
2024-09-30_11-23-58_0000083,1.8696533333333334,1.9080533333333334
2024-09-30_11-24-05_0000085,0.36352,0.40192
2024-09-30_11-24-05_0000085,1.0632533333333334,1.11872
2024-09-30_11-24-05_0000085,1.19552,1.24672
2024-09-30_11-24-05_0000085,1.32352,1.37472
2024-09-30_11-24-05_0000085,1.4557866666666666,1.4813866666666666
2024-09-30_11-24-10_0000086,2.7869866666666665,2.8424533333333333
2024-09-30_11-24-10_0000086,2.89792,3.0045866666666665
2024-09-30_11-24-10_0000086,3.05152,3.12832
2024-09-30_11-24-10_0000086,3.1880533333333334,3.2392533333333335
2024-09-30_11-24-10_0000086,3.40992,3.4397866666666665
2024-09-30_11-24-10_0000086,3.4952533333333333,3.56352
2024-09-30_11-24-15_0000087,0.23125333333333334,0.27392
2024-09-30_11-24-15_0000087,0.78592,0.8200533333333333
2024-09-30_11-24-15_0000087,0.97792,1.0760533333333333
2024-09-30_11-24-15_0000087,1.3917866666666667,1.4344533333333334
2024-09-30_11-24-15_0000087,1.5880533333333333,1.6349866666666666
2024-09-30_11-24-15_0000087,3.0813866666666665,3.14112
2024-09-30_11-24-15_0000087,3.28192,3.3373866666666667
2024-09-30_11-24-15_0000087,3.388586666666667,3.47392
2024-09-30_11-24-15_0000087,3.51232,3.58912
2024-09-30_11-24-19_0000088,1.0077866666666666,1.0632533333333334
2024-09-30_11-24-19_0000088,1.3405866666666666,1.38752
2024-09-30_11-24-19_0000088,1.4472533333333333,1.5069866666666667
2024-09-30_11-24-19_0000088,2.4541866666666667,2.51392
2024-09-30_11-24-29_0000089,0.5981866666666666,0.6408533333333334
2024-09-30_11-24-31_0000090,1.1101866666666667,1.2424533333333334
2024-09-30_11-24-31_0000090,1.2552533333333333,1.40032
2024-09-30_11-24-31_0000090,1.66912,1.73312
2024-09-30_11-24-31_0000090,1.7885866666666668,1.8440533333333333
2024-09-30_11-24-31_0000090,2.0189866666666667,2.1128533333333333
2024-09-30_11-24-31_0000090,2.4456533333333335,2.5309866666666667
2024-09-30_11-24-34_0000091,1.0077866666666666,1.0632533333333334
2024-09-30_11-24-45_0000092,1.14432,1.18272
2024-09-30_11-24-45_0000092,1.27232,1.31072
2024-09-30_11-24-45_0000092,1.40032,1.43872
2024-09-30_11-24-45_0000092,1.52832,1.56672
2024-09-30_11-24-45_0000092,1.65632,1.69472
2024-09-30_11-24-55_0000095,0.60672,0.6621866666666667
2024-09-30_11-24-55_0000095,0.7816533333333333,0.88832
2024-09-30_11-24-55_0000095,1.1272533333333334,1.19552
2024-09-30_11-24-55_0000095,1.2509866666666667,1.3320533333333333
2024-09-30_11-24-55_0000095,1.3917866666666667,1.47712
2024-09-30_11-24-55_0000095,1.5112533333333333,1.5709866666666668
2024-09-30_11-24-57_0000096,0.84992,0.8925866666666666
2024-09-30_11-24-57_0000096,0.9736533333333334,1.04192
2024-09-30_11-24-57_0000096,1.40032,1.4813866666666666
2024-09-30_11-24-57_0000096,1.6349866666666666,1.69472
2024-09-30_11-24-57_0000096,1.75872,1.82272
2024-09-30_11-24-57_0000096,1.87392,1.9336533333333332
2024-09-30_11-24-57_0000096,4.412586666666667,4.463786666666667
2024-09-30_11-24-57_0000096,5.095253333333333,5.15072
2024-09-30_11-24-57_0000096,5.20192,5.274453333333334
2024-09-30_11-24-57_0000096,5.321386666666666,5.385386666666666
2024-09-30_11-24-57_0000096,6.247253333333333,6.388053333333334
2024-09-30_11-24-57_0000096,6.41792,6.6952533333333335
2024-09-30_11-24-57_0000096,7.16032,7.220053333333333
2024-09-30_11-25-05_0000097,0.03072,0.07338666666666667
2024-09-30_11-25-05_0000097,3.11552,3.149653333333333
2024-09-30_11-25-05_0000097,3.92192,3.98592
2024-09-30_11-25-12_0000098,0.9992533333333333,1.1101866666666667
2024-09-30_11-25-12_0000098,1.1528533333333333,1.24672
2024-09-30_11-25-12_0000098,1.2637866666666666,1.3405866666666666
2024-09-30_11-25-12_0000098,1.3661866666666667,1.50272
2024-09-30_11-25-12_0000098,1.5368533333333334,1.6861866666666667
2024-09-30_11-25-12_0000098,1.7416533333333333,1.82272
2024-09-30_11-25-12_0000098,1.8653866666666667,1.93792
2024-09-30_11-25-12_0000098,2.4840533333333332,2.55232
2024-09-30_11-25-16_0000099,0.5384533333333333,0.5768533333333333
2024-09-30_11-25-16_0000099,0.99072,1.0717866666666667
2024-09-30_11-25-16_0000099,1.1229866666666666,1.1784533333333334
2024-09-30_11-25-16_0000099,1.6008533333333332,1.6349866666666666
2024-09-30_11-25-16_0000099,1.9805866666666667,2.0189866666666667
2024-09-30_11-25-16_0000099,2.0829866666666668,2.12992
2024-09-30_11-25-16_0000099,2.1981866666666665,2.2365866666666667
2024-09-30_11-25-16_0000099,2.3048533333333334,2.3688533333333335
2024-09-30_11-25-25_0000101,1.1272533333333334,1.2168533333333333
2024-09-30_11-25-25_0000101,1.2552533333333333,1.4344533333333334
2024-09-30_11-25-25_0000101,1.4600533333333334,1.5880533333333333
2024-09-30_11-25-25_0000101,1.61792,1.7373866666666666
2024-09-30_11-25-25_0000101,1.7672533333333333,1.8312533333333334
2024-09-30_11-25-25_0000101,1.84832,1.9293866666666666
2024-09-30_11-25-31_0000103,0.16725333333333334,0.20565333333333333
2024-09-30_11-25-31_0000103,0.29098666666666667,0.37632
2024-09-30_11-25-31_0000103,0.4189866666666667,0.46165333333333336
2024-09-30_11-25-31_0000103,0.51712,0.58112
2024-09-30_11-25-31_0000103,0.6365866666666666,0.6749866666666666
2024-09-30_11-25-31_0000103,1.5581866666666666,1.6264533333333333
2024-09-30_11-25-31_0000103,1.68192,1.72032
2024-09-30_11-25-35_0000104,0.95232,1.16992
2024-09-30_11-25-35_0000104,1.2040533333333334,1.38752
2024-09-30_11-25-35_0000104,1.41312,1.5368533333333334
2024-09-30_11-25-35_0000104,1.59232,1.64352
2024-09-30_11-25-37_0000105,1.2296533333333333,1.29792
2024-09-30_11-25-37_0000105,1.3277866666666667,1.3917866666666667
2024-09-30_11-25-39_0000106,1.00352,1.0461866666666666
2024-09-30_11-25-40_0000107,1.0973866666666667,1.2424533333333334
2024-09-30_11-25-40_0000107,1.2680533333333333,1.3448533333333332
2024-09-30_11-25-43_0000108,1.6776533333333334,1.72032
2024-09-30_11-25-56_0000111,1.6477866666666667,1.6861866666666667
2024-09-30_11-26-11_0000112,1.0333866666666667,1.19552
2024-09-30_11-26-11_0000112,1.22112,1.3277866666666667
2024-09-30_11-26-11_0000112,1.3533866666666667,1.43872
2024-09-30_11-26-11_0000112,1.5624533333333332,1.6861866666666667
2024-09-30_11-26-18_0000114,1.09312,1.1485866666666666
2024-09-30_11-26-18_0000114,1.19552,1.2765866666666668
2024-09-30_11-26-18_0000114,1.32352,1.4088533333333333
2024-09-30_11-26-18_0000114,1.4472533333333333,1.50272
2024-09-30_11-26-18_0000114,1.5581866666666666,1.60512
2024-09-30_11-26-18_0000114,1.6605866666666667,1.7032533333333333
2024-09-30_11-26-25_0000115,0.9821866666666667,1.1016533333333334
2024-09-30_11-26-25_0000115,1.13152,1.2253866666666666
2024-09-30_11-26-25_0000115,1.25952,1.3533866666666667
2024-09-30_11-26-25_0000115,1.4301866666666667,1.57952
2024-09-30_11-26-25_0000115,1.6136533333333334,1.6776533333333334
2024-09-30_11-26-25_0000115,1.72032,1.77152
2024-09-30_11-26-25_0000115,1.83552,1.9080533333333334
2024-09-30_11-26-29_0000116,0.9736533333333334,1.06752
2024-09-30_11-26-29_0000116,1.0973866666666667,1.1912533333333333
2024-09-30_11-26-29_0000116,1.2253866666666666,1.3192533333333334
2024-09-30_11-26-29_0000116,1.3533866666666667,1.45152
2024-09-30_11-26-29_0000116,1.46432,1.55392
2024-09-30_11-26-29_0000116,1.5880533333333333,1.69472
2024-09-30_11-26-29_0000116,1.7032533333333333,1.79712
2024-09-30_11-26-29_0000116,1.8696533333333334,1.9165866666666667
2024-09-30_11-26-29_0000116,2.18112,2.23232
2024-09-30_11-26-29_0000116,2.3389866666666665,2.420053333333333
2024-09-30_11-26-29_0000116,2.4669866666666667,2.5437866666666666
2024-09-30_11-26-29_0000116,3.106986666666667,3.1325866666666666
2024-09-30_11-26-29_0000116,3.1837866666666668,3.2221866666666665
2024-09-30_11-26-29_0000116,3.4056533333333334,3.444053333333333
2024-09-30_11-26-51_0000121,0.87552,0.96512
2024-09-30_11-26-51_0000121,1.3704533333333333,1.47712
2024-09-30_11-26-51_0000121,1.48992,1.6349866666666666
2024-09-30_11-26-51_0000121,2.33472,2.4925866666666665
2024-09-30_11-26-51_0000121,2.53952,2.582186666666667
2024-09-30_11-26-54_0000122,0.6664533333333333,0.7304533333333333
2024-09-30_11-26-54_0000122,0.86272,0.9096533333333333
2024-09-30_11-26-54_0000122,0.9608533333333333,1.09312
2024-09-30_11-26-54_0000122,2.20672,2.3517866666666665
2024-09-30_11-26-54_0000122,2.4285866666666664,2.5437866666666666
2024-09-30_11-26-54_0000122,2.6333866666666665,2.7741866666666666
2024-09-30_11-26-54_0000122,2.87232,2.9832533333333333
2024-09-30_11-26-54_0000122,4.194986666666667,4.271786666666666
2024-09-30_11-27-00_0000124,2.37312,2.5224533333333334
2024-09-30_11-27-00_0000124,2.65472,2.8637866666666665
2024-09-30_11-27-13_0000125,1.0632533333333334,1.1016533333333334
2024-09-30_11-27-35_0000128,0.3549866666666667,0.39765333333333336
2024-09-30_11-27-35_0000128,0.6749866666666666,0.7304533333333333
2024-09-30_11-27-35_0000128,0.7901866666666667,0.84992
2024-09-30_11-27-35_0000128,0.96512,1.0376533333333333
2024-09-30_11-27-35_0000128,1.79712,1.87392
2024-09-30_11-27-39_0000129,2.0957866666666667,2.146986666666667
2024-09-30_11-27-49_0000130,0.022186666666666667,0.08192
2024-09-30_11-27-49_0000130,0.9864533333333333,1.1613866666666666
2024-09-30_11-27-49_0000130,1.1997866666666666,1.2893866666666667
2024-09-30_11-27-49_0000130,1.3277866666666667,1.3661866666666667
2024-09-30_11-27-49_0000130,1.5752533333333334,1.65632
2024-09-30_11-27-49_0000130,1.8269866666666668,1.89952
2024-09-30_11-27-49_0000130,1.9976533333333333,2.1000533333333333
2024-09-30_11-27-49_0000130,2.7272533333333335,2.80832
2024-09-30_11-27-51_0000131,0.022186666666666667,0.07765333333333334
2024-09-30_11-27-51_0000131,0.9480533333333333,1.0888533333333332
2024-09-30_11-27-51_0000131,1.2552533333333333,1.4173866666666666
2024-09-30_11-27-56_0000132,0.5853866666666667,0.69632
2024-09-30_11-27-56_0000132,1.16992,1.2765866666666668
2024-09-30_11-27-56_0000132,1.4344533333333334,1.54112
2024-09-30_11-27-56_0000132,1.72032,1.82272
2024-09-30_11-27-56_0000132,2.125653333333333,2.2365866666666667
2024-09-30_11-27-56_0000132,2.39872,2.5096533333333335
2024-09-30_11-28-03_0000133,0.05632,0.10325333333333334
2024-09-30_11-28-03_0000133,0.2952533333333333,0.36352
2024-09-30_11-28-03_0000133,0.6536533333333333,0.7048533333333333
2024-09-30_11-28-03_0000133,0.9821866666666667,1.0632533333333334
2024-09-30_11-28-03_0000133,1.1869866666666666,1.2253866666666666
2024-09-30_11-28-03_0000133,1.3149866666666667,1.3533866666666667
2024-09-30_11-28-03_0000133,1.4429866666666666,1.4813866666666666
2024-09-30_11-28-03_0000133,1.60512,1.7288533333333334
2024-09-30_11-28-03_0000133,1.9592533333333333,2.0189866666666667
2024-09-30_11-28-03_0000133,2.3389866666666665,2.4029866666666666
2024-09-30_11-28-45_0000138,2.0317866666666666,2.0829866666666668
2024-09-30_11-28-56_0000140,0.26965333333333336,0.31232
2024-09-30_11-28-56_0000140,0.3592533333333333,0.39765333333333336
2024-09-30_11-28-56_0000140,0.9309866666666666,0.99072
2024-09-30_11-29-03_0000142,0.8200533333333333,0.9309866666666666
2024-09-30_11-29-03_0000142,0.96512,1.11872
2024-09-30_11-29-03_0000142,1.1528533333333333,1.24672
2024-09-30_11-29-03_0000142,1.37472,1.5240533333333333
2024-09-30_11-29-03_0000142,1.5709866666666668,1.66912
2024-09-30_11-29-03_0000142,1.70752,1.8013866666666667
2024-09-30_11-29-03_0000142,1.8525866666666666,1.9464533333333334
2024-09-30_11-29-03_0000142,1.98912,2.0957866666666667
2024-09-30_11-29-03_0000142,2.1213866666666665,2.2621866666666666
2024-09-30_11-29-03_0000142,2.3176533333333333,2.38592
2024-09-30_11-29-03_0000142,2.812586666666667,2.855253333333333
2024-09-30_11-29-03_0000142,3.0429866666666667,3.094186666666667
2024-09-30_11-29-06_0000143,0.30805333333333335,0.36778666666666665
2024-09-30_11-29-06_0000143,0.5341866666666667,0.5768533333333333
2024-09-30_11-29-06_0000143,0.63232,0.6792533333333334
2024-09-30_11-29-06_0000143,0.8584533333333333,0.8968533333333333
2024-09-30_11-29-06_0000143,0.9949866666666667,1.0376533333333333
2024-09-30_11-29-06_0000143,1.54112,1.57952
2024-09-30_11-29-06_0000143,1.8056533333333333,1.8525866666666666
2024-09-30_11-29-06_0000143,1.95072,2.00192
2024-09-30_11-29-06_0000143,2.33472,2.39872
2024-09-30_11-29-06_0000143,2.47552,2.5309866666666667
2024-09-30_11-29-14_0000146,0.9864533333333333,1.0376533333333333
2024-09-30_11-29-16_0000147,0.8797866666666667,0.93952
2024-09-30_11-29-16_0000147,1.0205866666666668,1.08032
2024-09-30_11-29-16_0000147,1.1485866666666666,1.2168533333333333
2024-09-30_11-29-43_0000150,1.59232,1.63072
2024-09-30_11-29-47_0000151,1.48992,1.5496533333333333
2024-09-30_11-29-47_0000151,1.7800533333333333,1.82272
2024-09-30_11-29-47_0000151,1.91232,1.9805866666666667
2024-09-30_11-29-47_0000151,2.0189866666666667,2.16832
2024-09-30_11-29-47_0000151,2.20672,2.3304533333333333
2024-09-30_11-29-47_0000151,2.4072533333333332,2.47552
2024-09-30_11-29-47_0000151,2.560853333333333,2.637653333333333
2024-09-30_11-29-47_0000151,2.7400533333333335,2.7869866666666665
2024-09-30_11-30-17_0000157,0.8840533333333334,0.9437866666666667
2024-09-30_11-30-17_0000157,0.99072,1.0888533333333332
2024-09-30_11-30-17_0000157,1.13152,1.3661866666666667
2024-09-30_11-30-17_0000157,1.4344533333333334,1.4813866666666666
2024-09-30_11-30-17_0000157,1.5453866666666667,1.6093866666666667
2024-09-30_11-30-21_0000158,0.8669866666666667,0.93952
2024-09-30_11-30-21_0000158,0.9864533333333333,1.09312
2024-09-30_11-30-21_0000158,1.1400533333333334,1.2253866666666666
2024-09-30_11-30-21_0000158,1.2680533333333333,1.3533866666666667
2024-09-30_11-30-21_0000158,1.42592,1.65632
2024-09-30_11-31-01_0000165,0.9864533333333333,1.09312
2024-09-30_11-31-01_0000165,1.1357866666666667,1.20832
2024-09-30_11-31-01_0000165,1.2936533333333333,1.3960533333333334
2024-09-30_11-31-14_0000166,0.9864533333333333,1.0205866666666668
2024-09-30_11-31-42_0000171,2.0317866666666666,2.1213866666666665
2024-09-30_11-31-42_0000171,2.146986666666667,2.4797866666666666
2024-09-30_11-31-42_0000171,2.5096533333333335,2.7101866666666665
2024-09-30_11-31-42_0000171,2.7485866666666667,2.94912
2024-09-30_11-31-42_0000171,2.9576533333333335,3.3373866666666667
2024-09-30_11-31-42_0000171,3.3501866666666666,3.67872
2024-09-30_11-31-42_0000171,3.7085866666666667,3.89632
2024-09-30_11-31-42_0000171,3.93472,4.084053333333333
2024-09-30_11-31-42_0000171,4.105386666666667,4.314453333333334
2024-09-30_11-31-42_0000171,5.760853333333333,5.85472
2024-09-30_11-31-42_0000171,5.901653333333333,6.08512
