stem,detection_idx,start_time_s,end_time_s,duration_s,max_probability,mean_probability,window_count,start_window,end_window
2024-09-30_17-32-28_0001847,2,1.5581866666666666,1.5752533333333334,0.0170666666666667,0.6097803711891174,0.5394958794116974,5,360,364
2024-09-30_17-42-51_0001930,0,1.0589866666666667,1.0888533333333332,0.0298666666666664,0.7768941521644592,0.6059113889932632,8,243,250
2024-09-30_17-42-51_0001930,1,1.1912533333333333,1.1997866666666666,0.0085333333333332,0.6212515830993652,0.542078028122584,3,274,276
2024-09-30_17-42-51_0001930,2,1.3192533333333334,1.327786666666667,0.0085333333333332,0.6206938624382019,0.5423810283342997,3,304,306
2024-09-30_17-45-49_0001960,0,1.0504533333333332,1.0717866666666669,0.0213333333333334,0.7765337824821472,0.6571578085422516,6,241,246
2024-09-30_17-45-49_0001960,1,1.19552,1.2168533333333331,0.0213333333333334,0.6501216888427734,0.5665656179189682,6,275,280
2024-09-30_18-03-47_0002096,0,0.0477866666666666,0.10752,0.0597333333333333,0.6849867105484009,0.6523840069770813,15,6,20
2024-09-30_18-03-47_0002096,1,0.1416533333333333,0.17152,0.0298666666666666,0.6402937173843384,0.576008353382349,8,28,35
2024-09-30_18-03-47_0002096,2,0.1885866666666666,0.2525866666666667,0.064,0.693532407283783,0.6653077714145184,16,39,54
2024-09-30_18-03-47_0002096,3,0.28672,0.3421866666666666,0.0554666666666666,0.6556612849235535,0.589244910648891,14,62,75
2024-09-30_18-03-47_0002096,4,0.3592533333333333,0.3805866666666667,0.0213333333333333,0.62068772315979,0.5746694852908453,6,79,84
2024-09-30_18-03-47_0002096,5,0.4573866666666666,0.4957866666666666,0.0383999999999999,0.6470097899436951,0.6113018333911896,10,102,111
2024-09-30_18-03-47_0002096,6,0.6493866666666667,0.6920533333333333,0.0426666666666666,0.6465635299682617,0.5705630887638439,11,147,157
2024-09-30_18-03-47_0002096,7,0.7005866666666667,0.7133866666666666,0.0127999999999999,0.6148844361305237,0.5435049831867218,4,159,162
2024-09-30_18-03-47_0002096,8,0.9864533333333332,1.0205866666666668,0.0341333333333334,0.7781302332878113,0.6881780756844414,9,226,234
2024-09-30_18-03-47_0002096,9,1.13152,1.1869866666666666,0.0554666666666665,0.8711509704589844,0.7289939991065434,14,260,273
2024-09-30_18-03-47_0002096,10,1.24672,1.3917866666666667,0.1450666666666666,0.9143075346946716,0.6827309106077467,35,287,321
2024-09-30_18-03-47_0002096,11,1.4557866666666666,1.4685866666666667,0.0128000000000001,0.629533588886261,0.5279084518551826,4,336,339
2024-09-30_18-03-47_0002096,12,1.5069866666666667,1.5240533333333333,0.0170666666666665,0.6731212139129639,0.6006677150726318,5,348,352
2024-09-30_18-03-47_0002096,13,1.5325866666666668,1.5965866666666666,0.0639999999999998,0.6905707120895386,0.6056952998042107,16,354,369
2024-09-30_18-03-47_0002096,14,1.61792,1.6477866666666667,0.0298666666666667,0.6714280843734741,0.5921340584754944,8,374,381
2024-09-30_18-03-47_0002096,15,1.6605866666666669,1.6989866666666666,0.0383999999999999,0.659772515296936,0.5843623638153076,10,384,393
2024-09-30_18-03-47_0002096,16,1.7416533333333333,1.80992,0.0682666666666667,0.6584900617599487,0.5672381502740523,17,403,419
2024-09-30_18-03-47_0002096,17,1.8653866666666667,1.9293866666666664,0.0639999999999998,0.6737805008888245,0.5616666749119759,16,432,447
2024-09-30_18-03-47_0002096,18,1.9549866666666669,2.061653333333333,0.1066666666666664,0.7167766094207764,0.6223321419495803,26,453,478
2024-09-30_18-03-47_0002096,19,2.15552,2.1853866666666666,0.0298666666666664,0.6248647570610046,0.5636857897043228,8,500,507
2024-09-30_18-03-47_0002096,20,2.21952,2.30912,0.0895999999999999,0.6653665900230408,0.5717683962800286,22,515,536
2024-09-30_18-03-47_0002096,21,2.43712,2.4797866666666666,0.0426666666666664,0.6620992422103882,0.5929751098155975,11,566,576
2024-09-30_18-03-47_0002096,22,2.68032,2.71872,0.0383999999999997,0.6650984287261963,0.6217996120452881,10,623,632
2024-09-30_18-03-47_0002096,23,2.7613866666666667,2.76992,0.0085333333333332,0.6221621036529541,0.568397323290507,3,642,644
2024-09-30_18-03-47_0002096,24,2.804053333333333,2.855253333333333,0.0511999999999996,0.6549310684204102,0.6169912356596726,13,652,664
2024-09-30_18-22-31_0002217,0,0.9949866666666668,1.0461866666666666,0.0511999999999999,0.8957326412200928,0.8016442748216482,13,228,240
2024-09-30_18-22-33_0002218,0,1.1272533333333334,1.16992,0.0426666666666666,0.8543223142623901,0.7829929915341464,11,259,269
2024-09-30_18-25-51_0002238,0,0.9565866666666668,0.9949866666666668,0.0383999999999999,0.7770370244979858,0.6689050674438477,10,219,228
2024-09-30_18-25-51_0002238,1,1.0461866666666666,1.0845866666666666,0.0383999999999999,0.8395342826843262,0.7527647078037262,10,240,249
2024-09-30_18-30-47_0002273,0,0.9608533333333332,1.01632,0.0554666666666665,0.8925392031669617,0.7317522466182709,14,220,233
2024-09-30_18-48-47_0002361,0,0.0605866666666666,0.0776533333333333,0.0170666666666666,0.7570031881332397,0.6155832171440124,5,9,13
2024-09-30_18-48-47_0002361,1,0.0861866666666666,0.09472,0.0085333333333333,0.6275187730789185,0.5883251825968424,3,15,17
2024-09-30_19-00-57_0002431,0,1.0120533333333332,1.04192,0.0298666666666667,0.787000298500061,0.7216096594929695,8,232,239
2024-09-30_19-00-57_0002431,1,1.1357866666666667,1.1741866666666667,0.0383999999999999,0.7790546417236328,0.6867277145385742,10,261,270
2024-09-30_19-20-03_0002522,0,1.0120533333333332,1.0504533333333332,0.0383999999999999,0.8521555066108704,0.7908259034156799,10,232,241
2024-09-30_20-12-41_0002765,0,0.8328533333333333,0.86272,0.0298666666666667,0.8046985864639282,0.6986597701907158,8,190,197
2024-09-30_20-59-51_0002985,0,1.4216533333333334,1.4557866666666666,0.0341333333333331,0.8531506657600403,0.8149408631854587,9,328,336
2024-09-30_21-34-29_0003189,0,1.37472,1.40032,0.0256,0.7127171754837036,0.6747813480240958,7,317,323
2024-09-30_21-34-29_0003189,1,2.4925866666666665,2.52672,0.0341333333333335,0.638896644115448,0.5672657589117686,9,579,587
2024-09-30_21-34-29_0003189,2,2.573653333333333,2.64192,0.0682666666666667,0.7615184187889099,0.6287553450640511,17,598,614
2024-09-30_21-34-29_0003189,3,2.663253333333333,2.70592,0.0426666666666664,0.836211621761322,0.7460874264890497,11,619,629
2024-09-30_21-34-29_0003189,4,2.722986666666667,2.75712,0.0341333333333331,0.7350071668624878,0.6109628280003866,9,633,641
2024-09-30_21-38-50_0003226,0,0.27392,0.31232,0.0383999999999999,0.8593707084655762,0.8378872573375702,10,59,68
2024-09-30_22-11-14_0003355,0,1.0248533333333334,1.06752,0.0426666666666666,0.8875324726104736,0.827578295360912,11,235,245
2024-09-30_22-35-36_0003493,0,2.94912,2.9832533333333333,0.0341333333333331,0.7600677013397217,0.6802020933892992,9,686,694
2024-09-30_22-35-36_0003493,1,3.11552,3.15392,0.0383999999999997,0.8332947492599487,0.7679872989654541,10,725,734
2024-09-30_22-35-36_0003493,2,3.94752,3.9816533333333335,0.0341333333333335,0.7982581257820129,0.7320443325572543,9,920,928
2024-09-30_22-35-36_0003493,3,4.096853333333334,4.118186666666666,0.0213333333333327,0.6797691583633423,0.6235551039377848,6,955,960
2024-09-30_22-36-23_0003502,0,1.037653333333333,1.1016533333333334,0.064,0.7916553616523743,0.6538773588836193,16,238,253
2024-09-30_22-36-23_0003502,1,1.19552,1.2296533333333333,0.0341333333333333,0.791130781173706,0.6927347911728753,9,275,283
2024-09-30_22-36-23_0003502,2,1.32352,1.3576533333333334,0.0341333333333333,0.7838010787963867,0.7144251532024808,9,305,313
2024-09-30_22-36-23_0003502,3,1.9421866666666667,2.0232533333333333,0.0810666666666666,0.8640776872634888,0.7739125162363052,20,450,469
2024-09-30_22-36-23_0003502,4,2.69312,2.71872,0.0255999999999998,0.6262879967689514,0.5640487628323692,7,626,632
2024-09-30_22-36-23_0003502,5,2.7741866666666666,2.812586666666667,0.0384000000000002,0.835379421710968,0.7537025213241577,10,645,654
2024-09-30_22-36-23_0003502,6,3.37152,3.4312533333333333,0.0597333333333334,0.8403122425079346,0.6969059367974599,15,785,799
2024-09-30_22-36-23_0003502,7,3.4397866666666665,3.4781866666666668,0.0384000000000002,0.8098625540733337,0.7400675594806672,10,801,810
2024-09-30_22-36-29_0003503,0,1.0632533333333334,1.0760533333333333,0.0127999999999999,0.7782853841781616,0.7340364158153534,4,244,247
2024-09-30_22-36-29_0003503,1,1.7032533333333333,1.7160533333333334,0.0128000000000001,0.634979248046875,0.5557002425193787,4,394,397
2024-09-30_23-11-29_0003655,0,0.9736533333333334,1.0120533333333332,0.0383999999999998,0.8640946745872498,0.8254309117794036,10,223,232
2024-09-30_23-37-29_0003781,0,1.0205866666666668,1.06752,0.0469333333333332,0.8592032194137573,0.7454225271940231,12,234,245
2024-09-30_23-39-35_0003794,0,1.02912,1.0589866666666667,0.0298666666666667,0.7667697072029114,0.5577535517513752,8,236,243
2024-10-01_00-07-17_0003946,0,1.4344533333333334,1.4728533333333331,0.0383999999999999,0.8695880174636841,0.7935989737510681,10,331,340
2024-10-01_00-29-33_0004041,0,1.72032,1.7544533333333334,0.0341333333333333,0.8946291208267212,0.8601895173390707,9,398,406
2024-10-01_00-29-35_0004042,0,0.3549866666666667,0.38912,0.0341333333333333,0.8992550373077393,0.8693848384751214,9,78,86
2024-10-01_01-03-15_0004134,0,1.0205866666666668,1.0632533333333334,0.0426666666666666,0.7684783339500427,0.7082905823534186,11,234,244
2024-10-01_01-03-15_0004134,1,1.1613866666666666,1.2040533333333334,0.0426666666666668,0.7555009126663208,0.6610349606383931,11,267,277
2024-10-01_01-03-15_0004134,2,1.8696533333333332,1.882453333333333,0.0127999999999999,0.6072835326194763,0.5308500304818153,4,433,436
2024-10-01_01-03-15_0004134,3,2.06592,2.10432,0.0383999999999997,0.8319496512413025,0.7675495564937591,10,479,488
2024-10-01_01-39-33_0004243,0,1.293653333333333,1.327786666666667,0.0341333333333333,0.8956868648529053,0.8424078226089478,9,298,306
2024-10-01_03-02-21_0004494,0,0.90112,0.92672,0.0255999999999999,0.7479494214057922,0.6523056626319885,7,206,212
2024-10-01_03-02-21_0004494,1,1.9805866666666667,2.05312,0.0725333333333331,0.8877068758010864,0.810232013463974,18,459,476
2024-10-01_03-04-01_0004511,0,1.037653333333333,1.0717866666666669,0.0341333333333333,0.8521536588668823,0.7886440952618917,9,238,246
2024-10-01_03-04-01_0004511,1,1.36192,1.3832533333333332,0.0213333333333332,0.7400513887405396,0.6622350911299387,6,314,319
2024-10-01_03-04-42_0004521,0,1.0248533333333334,1.04192,0.0170666666666665,0.7299563884735107,0.6485242724418641,5,235,239
2024-10-01_03-04-42_0004521,1,1.588053333333333,1.60512,0.0170666666666667,0.7503596544265747,0.6489756107330322,5,367,371
2024-10-01_03-04-42_0004521,2,1.6861866666666667,1.7245866666666667,0.0383999999999999,0.8340417146682739,0.7394651710987091,10,390,399
2024-10-01_03-07-28_0004535,0,0.9864533333333332,1.037653333333333,0.0512,0.800449788570404,0.7188691588548514,13,226,238
2024-10-01_03-07-28_0004535,1,1.255253333333333,1.293653333333333,0.0383999999999999,0.8474190831184387,0.8237300157546997,10,289,298
2024-10-01_03-07-28_0004535,2,1.31072,1.327786666666667,0.0170666666666665,0.6603976488113403,0.549352353811264,5,302,306
2024-10-01_03-07-28_0004535,3,1.7501866666666666,1.7928533333333334,0.0426666666666668,0.896610677242279,0.8353777094320818,11,405,415
2024-10-01_03-07-28_0004535,4,1.839786666666667,1.8568533333333328,0.0170666666666665,0.6112502813339233,0.5651042461395264,5,426,430
2024-10-01_05-57-44_0004783,0,0.1800533333333333,0.2141866666666666,0.0341333333333333,0.7979308366775513,0.7455644342634413,9,37,45
2024-10-01_05-57-44_0004783,1,1.00352,1.037653333333333,0.0341333333333333,0.6441646218299866,0.5872465603881412,9,230,238
2024-10-01_05-57-44_0004783,2,1.11872,1.15712,0.0383999999999999,0.8465607762336731,0.7891593694686889,10,257,266
2024-10-01_05-57-44_0004783,3,1.24672,1.28512,0.0383999999999999,0.8465607762336731,0.7891593694686889,10,287,296
2024-10-01_05-57-44_0004783,4,1.64352,1.6776533333333334,0.0341333333333333,0.839123010635376,0.7923983666631911,9,380,388
2024-10-01_08-58-52_0004954,0,0.0221866666666666,0.0733866666666666,0.0512,0.7155774235725403,0.6231444821907923,13,0,12
2024-10-01_08-58-52_0004954,1,0.2440533333333333,0.27392,0.0298666666666666,0.6647780537605286,0.6055357716977596,8,52,59
2024-10-01_08-58-52_0004954,2,0.32512,0.3421866666666666,0.0170666666666666,0.6224820613861084,0.5678418934345245,5,71,75
2024-10-01_08-58-52_0004954,3,0.55552,0.56832,0.0128,0.7495786547660828,0.7206201702356339,4,125,128
2024-10-01_08-58-52_0004954,4,0.5896533333333334,0.5981866666666666,0.0085333333333332,0.70775306224823,0.6165838241577148,3,133,135
2024-10-01_08-58-52_0004954,5,0.7261866666666666,0.7389866666666667,0.0128,0.6117951273918152,0.5599691644310951,4,165,168
2024-10-01_08-58-52_0004954,6,0.8456533333333334,0.90112,0.0554666666666666,0.718068540096283,0.6654234783990043,14,193,206
2024-10-01_08-58-52_0004954,7,0.99072,1.0632533333333334,0.0725333333333333,0.7123742699623108,0.6627671122550964,18,227,244
2024-10-01_08-58-52_0004954,8,1.2765866666666668,1.3149866666666667,0.0383999999999999,0.7222153544425964,0.7019745945930481,10,294,303
2024-10-01_08-58-52_0004954,9,1.3917866666666667,1.4301866666666667,0.0383999999999999,0.6346505880355835,0.5523298799991607,10,321,330
2024-10-01_08-58-52_0004954,10,1.7501866666666666,1.83552,0.0853333333333334,0.8235623836517334,0.7252403980209714,21,405,425
2024-10-01_08-58-52_0004954,11,1.93792,1.9464533333333331,0.0085333333333332,0.6031109690666199,0.5708329478899637,3,449,451
2024-10-01_08-58-52_0004954,12,1.96352,1.9805866666666667,0.0170666666666667,0.6229885220527649,0.561384129524231,5,455,459
2024-10-01_08-58-52_0004954,13,2.23232,2.25792,0.0255999999999998,0.6331713199615479,0.5851568749972752,7,518,524
2024-10-01_08-58-52_0004954,14,2.3901866666666667,2.586453333333333,0.1962666666666668,0.8105029463768005,0.6952401298157712,47,555,601
2024-10-01_08-58-52_0004954,15,2.9021866666666667,2.91072,0.0085333333333332,0.6424932479858398,0.6087015867233276,3,675,677
2024-10-01_08-58-52_0004954,16,2.9192533333333333,2.94912,0.0298666666666669,0.6739028096199036,0.606075506657362,8,679,686
2024-10-01_08-58-52_0004954,17,3.1880533333333334,3.226453333333333,0.0383999999999997,0.6008824110031128,0.5867407262325287,10,742,751
2024-10-01_08-58-52_0004954,18,3.29472,3.328853333333333,0.0341333333333335,0.6528092622756958,0.5691717863082886,9,767,775
2024-10-01_08-58-52_0004954,19,3.3373866666666667,3.37152,0.0341333333333331,0.6819860935211182,0.5848577817281088,9,777,785
2024-10-01_08-58-52_0004954,20,3.426986666666666,3.44832,0.0213333333333332,0.6614265441894531,0.6235353946685791,6,798,803
2024-10-01_08-58-52_0004954,21,3.49952,3.55072,0.0512000000000001,0.632552981376648,0.6157617110472459,13,815,827
2024-10-01_08-58-52_0004954,22,3.5720533333333333,3.584853333333333,0.0127999999999999,0.6154866218566895,0.5564051270484924,4,832,835
2024-10-01_12-19-50_0005106,0,1.0120533333333332,1.0461866666666666,0.0341333333333333,0.8243083953857422,0.7320591741138034,9,232,240
2024-10-01_12-19-50_0005106,1,1.06752,1.10592,0.0383999999999999,0.8650439381599426,0.7944881796836853,10,245,254
2024-10-01_12-20-03_0005107,0,0.99072,0.9992533333333332,0.0085333333333332,0.6723858714103699,0.5878878633181254,3,227,229
2024-10-01_12-20-03_0005107,1,1.0717866666666669,1.08032,0.0085333333333332,0.6031718850135803,0.540632555882136,3,246,248
2024-10-01_14-12-30_0005201,0,0.4232533333333333,0.4317866666666666,0.0085333333333333,0.6566329598426819,0.6519028147061666,3,94,96
2024-10-01_14-12-30_0005201,1,1.01632,1.0504533333333332,0.0341333333333333,0.6661777496337891,0.5784649550914764,9,233,241
2024-10-01_14-12-30_0005201,2,1.19552,1.20832,0.0128000000000001,0.6973333358764648,0.5967463254928589,4,275,278
2024-10-01_14-12-30_0005201,3,1.3917866666666667,1.43872,0.0469333333333332,0.8949974775314331,0.7653994957605997,12,321,332
2024-10-01_15-24-16_0005269,0,2.573653333333333,2.6120533333333333,0.0384000000000002,0.8985874056816101,0.8678533017635346,10,598,607
2024-10-01_15-24-16_0005269,1,2.838186666666666,2.876586666666667,0.0384000000000002,0.8669098615646362,0.8433219850063324,10,660,669
2024-10-01_15-25-42_0005284,0,2.146986666666667,2.1853866666666666,0.0383999999999997,0.8604429364204407,0.7524626702070236,10,498,507
2024-10-01_17-18-59_0005656,0,1.033386666666667,1.1101866666666669,0.0767999999999999,0.8493929505348206,0.7458724505022952,19,237,255
2024-10-01_17-18-59_0005656,1,1.2253866666666666,1.2381866666666668,0.0128000000000001,0.8210905194282532,0.6705954670906067,4,282,285
2024-10-01_17-18-59_0005656,2,1.3533866666666667,1.3661866666666669,0.0127999999999999,0.8205096125602722,0.6693181619048119,4,312,315
2024-10-01_17-18-59_0005656,3,1.4813866666666666,1.4941866666666668,0.0128000000000001,0.8209689259529114,0.6709635704755783,4,342,345
2024-10-01_17-18-59_0005656,4,1.6093866666666667,1.6221866666666669,0.0127999999999999,0.8210685849189758,0.6709350049495697,4,372,375
2024-10-01_17-18-59_0005656,5,1.7373866666666666,1.7501866666666666,0.0127999999999999,0.8208702206611633,0.6704302132129669,4,402,405
2024-10-01_17-18-59_0005656,6,1.8653866666666667,1.878186666666667,0.0127999999999999,0.8205917477607727,0.6702083349227905,4,432,435
2024-10-01_17-18-59_0005656,7,1.9933866666666664,2.006186666666667,0.0128000000000001,0.8205813765525818,0.6704046577215195,4,462,465
2024-10-01_17-18-59_0005656,8,2.1213866666666665,2.1341866666666665,0.0127999999999999,0.8207029700279236,0.6615332812070847,4,492,495
2024-10-01_17-18-59_0005656,9,2.407253333333333,2.441386666666667,0.0341333333333335,0.7442449927330017,0.6981970932748582,9,559,567
2024-10-01_17-18-59_0005656,10,2.9832533333333333,3.021653333333333,0.0384000000000002,0.7650511264801025,0.6688107252120972,10,694,703
2024-10-01_17-18-59_0005656,11,3.70432,3.7341866666666665,0.0298666666666664,0.6598426103591919,0.5499474816024303,8,863,870
2024-10-01_17-18-59_0005656,12,5.3597866666666665,5.39392,0.0341333333333331,0.7635429501533508,0.6659151713053385,9,1251,1259
2024-10-01_17-31-35_0005733,0,2.09152,2.1341866666666665,0.0426666666666664,0.8988626599311829,0.8402476364916022,11,485,495
2024-10-01_17-46-45_0005839,0,0.2269866666666666,0.2568533333333333,0.0298666666666666,0.6888719201087952,0.6166945099830627,8,48,55
2024-10-01_17-46-45_0005839,1,0.6792533333333334,0.7773866666666667,0.0981333333333333,0.8684012293815613,0.7333117922147115,24,154,177
2024-10-01_17-46-45_0005839,2,0.86272,0.8712533333333333,0.0085333333333332,0.6725620627403259,0.6342816750208536,3,197,199
2024-10-01_17-46-45_0005839,3,0.8797866666666667,0.8968533333333333,0.0170666666666665,0.7250333428382874,0.6381622910499573,5,201,205
2024-10-01_17-47-11_0005843,0,1.0248533333333334,1.0589866666666667,0.0341333333333333,0.8208888173103333,0.7240466740396287,9,235,243
2024-10-01_17-52-29_0005882,0,0.0520533333333333,0.0605866666666666,0.0085333333333333,0.6140908002853394,0.5782991449038187,3,7,9
2024-10-01_17-52-29_0005882,1,0.4445866666666667,0.49152,0.0469333333333333,0.6005941033363342,0.5238449250658354,12,99,110
2024-10-01_17-52-29_0005882,2,0.95232,0.99072,0.0383999999999999,0.7684311866760254,0.7054633259773254,10,218,227
2024-10-01_17-52-29_0005882,3,1.04192,1.08032,0.0383999999999999,0.8320810794830322,0.7558507740497589,10,239,248
2024-10-01_17-52-29_0005882,4,1.9720533333333332,1.9805866666666667,0.0085333333333332,0.6069489121437073,0.5721733967463175,3,457,459
