candidate_id,source_file,label,spectrogram_path,original_detection_idx,jitter_idx
2024-10-01_05-57-44_0004783_000420_jit01,2024-10-01_05-57-44_0004783.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_05-57-44_0004783_000420_jit01.png,0,1
2024-10-01_05-57-44_0004783_000420_jit02,2024-10-01_05-57-44_0004783.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_05-57-44_0004783_000420_jit02.png,0,2
2024-10-01_05-57-44_0004783_000420_jit03,2024-10-01_05-57-44_0004783.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_05-57-44_0004783_000420_jit03.png,0,3
2024-10-01_05-57-44_0004783_002350,2024-10-01_05-57-44_0004783.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_05-57-44_0004783_002350.png,1,0
2024-10-01_05-57-44_0004783_002350_jit01,2024-10-01_05-57-44_0004783.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_05-57-44_0004783_002350_jit01.png,1,1
2024-10-01_05-57-44_0004783_002350_jit02,2024-10-01_05-57-44_0004783.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_05-57-44_0004783_002350_jit02.png,1,2
2024-10-01_05-57-44_0004783_002350_jit03,2024-10-01_05-57-44_0004783.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_05-57-44_0004783_002350_jit03.png,1,3
2024-10-01_05-57-44_0004783_002620,2024-10-01_05-57-44_0004783.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_05-57-44_0004783_002620.png,2,0
2024-10-01_05-57-44_0004783_002620_jit01,2024-10-01_05-57-44_0004783.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_05-57-44_0004783_002620_jit01.png,2,1
2024-10-01_05-57-44_0004783_002620_jit02,2024-10-01_05-57-44_0004783.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_05-57-44_0004783_002620_jit02.png,2,2
2024-10-01_05-57-44_0004783_002620_jit03,2024-10-01_05-57-44_0004783.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_05-57-44_0004783_002620_jit03.png,2,3
2024-10-01_05-57-44_0004783_002920,2024-10-01_05-57-44_0004783.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_05-57-44_0004783_002920.png,3,0
2024-10-01_05-57-44_0004783_002920_jit01,2024-10-01_05-57-44_0004783.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_05-57-44_0004783_002920_jit01.png,3,1
2024-10-01_05-57-44_0004783_002920_jit02,2024-10-01_05-57-44_0004783.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_05-57-44_0004783_002920_jit02.png,3,2
2024-10-01_05-57-44_0004783_002920_jit03,2024-10-01_05-57-44_0004783.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_05-57-44_0004783_002920_jit03.png,3,3
2024-10-01_05-57-44_0004783_003850,2024-10-01_05-57-44_0004783.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_05-57-44_0004783_003850.png,4,0
2024-10-01_05-57-44_0004783_003850_jit01,2024-10-01_05-57-44_0004783.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_05-57-44_0004783_003850_jit01.png,4,1
2024-10-01_05-57-44_0004783_003850_jit02,2024-10-01_05-57-44_0004783.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_05-57-44_0004783_003850_jit02.png,4,2
2024-10-01_05-57-44_0004783_003850_jit03,2024-10-01_05-57-44_0004783.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_05-57-44_0004783_003850_jit03.png,4,3
2024-10-01_08-58-52_0004954_001300,2024-10-01_08-58-52_0004954.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_08-58-52_0004954_001300.png,3,0
2024-10-01_08-58-52_0004954_001300_jit01,2024-10-01_08-58-52_0004954.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_08-58-52_0004954_001300_jit01.png,3,1
2024-10-01_08-58-52_0004954_001300_jit02,2024-10-01_08-58-52_0004954.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_08-58-52_0004954_001300_jit02.png,3,2
2024-10-01_08-58-52_0004954_001300_jit03,2024-10-01_08-58-52_0004954.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_08-58-52_0004954_001300_jit03.png,3,3
2024-10-01_08-58-52_0004954_002990,2024-10-01_08-58-52_0004954.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_08-58-52_0004954_002990.png,8,0
2024-10-01_08-58-52_0004954_002990_jit01,2024-10-01_08-58-52_0004954.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_08-58-52_0004954_002990_jit01.png,8,1
2024-10-01_08-58-52_0004954_002990_jit02,2024-10-01_08-58-52_0004954.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_08-58-52_0004954_002990_jit02.png,8,2
2024-10-01_08-58-52_0004954_002990_jit03,2024-10-01_08-58-52_0004954.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_08-58-52_0004954_002990_jit03.png,8,3
2024-10-01_08-58-52_0004954_004540,2024-10-01_08-58-52_0004954.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_08-58-52_0004954_004540.png,11,0
2024-10-01_08-58-52_0004954_004540_jit01,2024-10-01_08-58-52_0004954.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_08-58-52_0004954_004540_jit01.png,11,1
2024-10-01_08-58-52_0004954_004540_jit02,2024-10-01_08-58-52_0004954.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_08-58-52_0004954_004540_jit02.png,11,2
2024-10-01_08-58-52_0004954_004540_jit03,2024-10-01_08-58-52_0004954.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_08-58-52_0004954_004540_jit03.png,11,3
2024-10-01_08-58-52_0004954_006800,2024-10-01_08-58-52_0004954.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_08-58-52_0004954_006800.png,15,0
2024-10-01_08-58-52_0004954_006800_jit01,2024-10-01_08-58-52_0004954.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_08-58-52_0004954_006800_jit01.png,15,1
2024-10-01_08-58-52_0004954_006800_jit02,2024-10-01_08-58-52_0004954.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_08-58-52_0004954_006800_jit02.png,15,2
2024-10-01_08-58-52_0004954_006800_jit03,2024-10-01_08-58-52_0004954.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_08-58-52_0004954_006800_jit03.png,15,3
2024-10-01_17-52-29_0005882_002440,2024-10-01_17-52-29_0005882.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_17-52-29_0005882_002440.png,3,0
2024-10-01_17-52-29_0005882_002440_jit01,2024-10-01_17-52-29_0005882.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_17-52-29_0005882_002440_jit01.png,3,1
2024-10-01_17-52-29_0005882_002440_jit02,2024-10-01_17-52-29_0005882.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_17-52-29_0005882_002440_jit02.png,3,2
2024-10-01_17-52-29_0005882_002440_jit03,2024-10-01_17-52-29_0005882.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_17-52-29_0005882_002440_jit03.png,3,3
2024-10-01_17-52-29_0005882_004620,2024-10-01_17-52-29_0005882.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_17-52-29_0005882_004620.png,4,0
2024-10-01_17-52-29_0005882_004620_jit01,2024-10-01_17-52-29_0005882.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_17-52-29_0005882_004620_jit01.png,4,1
2024-10-01_17-52-29_0005882_004620_jit02,2024-10-01_17-52-29_0005882.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_17-52-29_0005882_004620_jit02.png,4,2
2024-10-01_17-52-29_0005882_004620_jit03,2024-10-01_17-52-29_0005882.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_17-52-29_0005882_004620_jit03.png,4,3
2024-10-01_18-36-10_0006113_004850,2024-10-01_18-36-10_0006113.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_18-36-10_0006113_004850.png,1,0
2024-10-01_18-36-10_0006113_004850_jit01,2024-10-01_18-36-10_0006113.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_18-36-10_0006113_004850_jit01.png,1,1
2024-10-01_18-36-10_0006113_004850_jit02,2024-10-01_18-36-10_0006113.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_18-36-10_0006113_004850_jit02.png,1,2
2024-10-01_18-36-10_0006113_004850_jit03,2024-10-01_18-36-10_0006113.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_18-36-10_0006113_004850_jit03.png,1,3
2024-10-01_19-12-40_0006394_002620,2024-10-01_19-12-40_0006394.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_19-12-40_0006394_002620.png,4,0
2024-10-01_19-12-40_0006394_002620_jit01,2024-10-01_19-12-40_0006394.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_19-12-40_0006394_002620_jit01.png,4,1
2024-10-01_19-12-40_0006394_002620_jit02,2024-10-01_19-12-40_0006394.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_19-12-40_0006394_002620_jit02.png,4,2
2024-10-01_19-12-40_0006394_002620_jit03,2024-10-01_19-12-40_0006394.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_19-12-40_0006394_002620_jit03.png,4,3
2024-10-01_19-12-42_0006395_004850,2024-10-01_19-12-42_0006395.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_19-12-42_0006395_004850.png,4,0
2024-10-01_19-12-42_0006395_004850_jit01,2024-10-01_19-12-42_0006395.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_19-12-42_0006395_004850_jit01.png,4,1
2024-10-01_19-12-42_0006395_004850_jit02,2024-10-01_19-12-42_0006395.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_19-12-42_0006395_004850_jit02.png,4,2
2024-10-01_19-12-42_0006395_004850_jit03,2024-10-01_19-12-42_0006395.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_19-12-42_0006395_004850_jit03.png,4,3
2024-10-01_01-03-15_0004134_002300,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_002300.png,0,0
2024-10-01_01-03-15_0004134_002630,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_002630.png,1,0
2024-10-01_01-03-15_0004134_003020,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_003020.png,2,0
2024-10-01_01-03-15_0004134_003020_jit01,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_003020_jit01.png,2,1
2024-10-01_01-03-15_0004134_003020_jit02,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_003020_jit02.png,2,2
2024-10-01_01-03-15_0004134_003020_jit03,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_003020_jit03.png,2,3
2024-10-01_01-03-15_0004134_003170,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_003170.png,3,0
2024-10-01_01-03-15_0004134_003170_jit01,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_003170_jit01.png,3,1
2024-10-01_01-03-15_0004134_003170_jit02,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_003170_jit02.png,3,2
2024-10-01_01-03-15_0004134_003170_jit03,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_003170_jit03.png,3,3
2024-10-01_01-03-15_0004134_003490,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_003490.png,4,0
2024-10-01_01-03-15_0004134_003490_jit01,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_003490_jit01.png,4,1
2024-10-01_01-03-15_0004134_003490_jit02,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_003490_jit02.png,4,2
2024-10-01_01-03-15_0004134_003490_jit03,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_003490_jit03.png,4,3
2024-10-01_01-03-15_0004134_003820,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_003820.png,5,0
2024-10-01_01-03-15_0004134_003820_jit01,2024-10-01_01-03-15_0004134.wav,USV,/home/shachar/projects/mickey_london_lab/data/training/hard_usvs/spectrograms/2024-10-01_01-03-15_0004134_003820_jit01.png,5,1
