candidate_id,label,labeled_at
2024-09-30_11-18-27_0000003_00001918,USV,2026-01-22T17:00:15.988547
2024-09-30_11-18-27_0000003_00002488,USV,2026-01-22T17:00:16.925873
2024-09-30_11-18-27_0000003_00002861,USV,2026-01-22T17:00:17.641084
2024-09-30_11-18-27_0000003_00003431,USV,2026-01-22T17:00:18.346944
2024-09-30_11-18-27_0000003_00003588,USV,2026-01-22T17:00:19.390413
2024-09-30_11-18-27_0000003_00003762,USV,2026-01-22T17:00:20.078440
2024-09-30_11-18-27_0000003_00003850,USV,2026-01-22T17:00:20.785701
2024-09-30_11-18-27_0000003_00003958,USV,2026-01-22T17:00:21.812420
2024-09-30_11-18-27_0000003_00004056,USV,2026-01-22T17:00:22.628158
2024-09-30_11-18-27_0000003_00004178,USV,2026-01-22T17:00:24.037646
2024-09-30_11-18-27_0000003_00004401,Not USV,2026-01-22T17:00:26.573760
2024-09-30_11-18-27_0000003_00004451,Not USV,2026-01-22T17:00:31.941547
2024-09-30_11-18-27_0000003_00004787,Not USV,2026-01-22T17:00:33.209973
2024-09-30_11-18-27_0000003_00004811,Not USV,2026-01-22T17:00:34.587984
2024-09-30_11-18-27_0000003_00004962,USV,2026-01-22T17:00:35.975475
2024-09-30_11-18-27_0000003_00005291,USV,2026-01-22T17:00:36.781054
2024-09-30_11-18-27_0000003_00005424,USV,2026-01-22T17:00:37.413152
2024-09-30_11-18-27_0000003_00006063,Not USV,2026-01-22T17:00:38.518002
2024-09-30_11-18-34_0000004_00000165,USV,2026-01-22T17:00:39.399116
2024-09-30_11-18-34_0000004_00000838,USV,2026-01-22T17:00:40.098264
2024-09-30_11-18-34_0000004_00001037,USV,2026-01-22T17:00:40.772835
2024-09-30_11-18-34_0000004_00001432,USV,2026-01-22T17:00:41.625875
2024-09-30_11-18-34_0000004_00001546,USV,2026-01-22T17:00:42.182546
2024-09-30_11-18-34_0000004_00001656,USV,2026-01-22T17:00:42.852907
2024-09-30_11-18-34_0000004_00001747,USV,2026-01-22T17:00:43.493289
2024-09-30_11-18-34_0000004_00001850,USV,2026-01-22T17:00:44.143089
2024-09-30_11-18-34_0000004_00001969,USV,2026-01-22T17:00:44.843498
2024-09-30_11-18-34_0000004_00002066,USV,2026-01-22T17:00:45.473420
2024-09-30_11-18-34_0000004_00002632,USV,2026-01-22T17:00:46.232117
2024-09-30_11-18-34_0000004_00002725,USV,2026-01-22T17:00:46.816205
2024-09-30_11-18-34_0000004_00002827,USV,2026-01-22T17:00:47.438511
2024-09-30_11-18-34_0000004_00002927,USV,2026-01-22T17:00:48.169882
2024-09-30_11-18-34_0000004_00003019,USV,2026-01-22T17:00:48.766490
2024-09-30_11-18-34_0000004_00003119,USV,2026-01-22T17:00:49.379389
2024-09-30_11-18-34_0000004_00003222,USV,2026-01-22T17:00:49.924881
2024-09-30_11-18-34_0000004_00003326,USV,2026-01-22T17:00:50.669107
2024-09-30_11-18-34_0000004_00003942,USV,2026-01-22T17:00:51.536628
2024-09-30_11-18-34_0000004_00004159,Not USV,2026-01-22T17:00:53.071636
2024-09-30_11-18-34_0000004_00004481,USV,2026-01-22T17:00:53.862859
2024-09-30_11-18-34_0000004_00004612,USV,2026-01-22T17:00:54.657088
2024-09-30_11-18-34_0000004_00004925,USV,2026-01-22T17:00:55.453554
2024-09-30_11-18-34_0000004_00005040,USV,2026-01-22T17:00:56.062357
2024-09-30_11-18-34_0000004_00005154,USV,2026-01-22T17:00:56.760440
2024-09-30_11-18-34_0000004_00005571,USV,2026-01-22T17:01:00.493659
2024-09-30_11-18-34_0000004_00005708,USV,2026-01-22T17:01:01.163639
2024-09-30_11-18-34_0000004_00005916,USV,2026-01-22T17:01:01.916581
2024-09-30_11-18-34_0000004_00006018,USV,2026-01-22T17:01:02.585701
2024-09-30_11-18-34_0000004_00006098,USV,2026-01-22T17:01:03.369980
2024-09-30_11-18-34_0000004_00006231,USV,2026-01-22T17:01:04.566985
2024-09-30_11-18-34_0000004_00006503,USV,2026-01-22T17:01:05.459946
2024-09-30_11-18-34_0000004_00006577,USV,2026-01-22T17:01:06.261942
2024-09-30_11-18-34_0000004_00006757,Not USV,2026-01-22T17:01:07.440140
2024-09-30_11-18-34_0000004_00007085,USV,2026-01-22T17:01:09.259424
2024-09-30_11-18-34_0000004_00007465,USV,2026-01-22T17:01:09.946866
2024-09-30_11-18-34_0000004_00007589,USV,2026-01-22T17:01:10.597468
2024-09-30_11-18-34_0000004_00007729,USV,2026-01-22T17:01:11.176312
2024-09-30_11-18-34_0000004_00007938,USV,2026-01-22T17:01:12.287289
2024-09-30_11-18-34_0000004_00008151,USV,2026-01-22T17:01:12.909537
2024-09-30_11-18-34_0000004_00008259,USV,2026-01-22T17:01:13.529497
2024-09-30_11-18-34_0000004_00008983,USV,2026-01-22T17:01:14.848955
2024-09-30_11-18-34_0000004_00009190,USV,2026-01-22T17:01:15.618062
2024-09-30_11-18-52_0000005_00000796,Not USV,2026-01-22T17:01:16.893779
2024-09-30_11-18-52_0000005_00001033,USV,2026-01-22T17:01:17.857093
2024-09-30_11-18-52_0000005_00001079,USV,2026-01-22T17:01:18.734101
2024-09-30_11-18-52_0000005_00001207,USV,2026-01-22T17:01:19.388651
2024-09-30_11-18-52_0000005_00001335,USV,2026-01-22T17:01:20.042423
2024-09-30_11-18-52_0000005_00002123,USV,2026-01-22T17:01:20.889316
2024-09-30_11-18-52_0000005_00002263,USV,2026-01-22T17:01:21.652026
2024-09-30_11-18-52_0000005_00002774,USV,2026-01-22T17:01:22.291644
2024-09-30_11-18-52_0000005_00002929,USV,2026-01-22T17:01:22.937788
2024-09-30_11-18-52_0000005_00003107,USV,2026-01-22T17:01:23.618287
2024-09-30_11-18-52_0000005_00003255,USV,2026-01-22T17:01:24.285657
2024-09-30_11-18-52_0000005_00003380,USV,2026-01-22T17:01:24.923680
2024-09-30_11-18-52_0000005_00003450,USV,2026-01-22T17:01:25.952541
2024-09-30_11-18-52_0000005_00003587,USV,2026-01-22T17:01:26.585060
2024-09-30_11-18-52_0000005_00003683,USV,2026-01-22T17:01:27.209999
2024-09-30_11-18-52_0000005_00003780,USV,2026-01-22T17:01:27.903668
2024-09-30_11-18-52_0000005_00003888,USV,2026-01-22T17:01:28.852910
2024-09-30_11-18-52_0000005_00004124,USV,2026-01-22T17:01:29.823885
2024-09-30_11-18-52_0000005_00004257,USV,2026-01-22T17:01:30.427248
2024-09-30_11-18-52_0000005_00004576,USV,2026-01-22T17:01:30.988073
2024-09-30_11-18-52_0000005_00004702,USV,2026-01-22T17:01:31.473986
2024-09-30_11-18-57_0000006_00000114,USV,2026-01-22T17:01:32.105415
2024-09-30_11-18-57_0000006_00001047,USV,2026-01-22T17:01:32.965003
2024-09-30_11-18-57_0000006_00001171,USV,2026-01-22T17:01:34.135194
2024-09-30_11-18-57_0000006_00001298,USV,2026-01-22T17:01:34.783482
2024-09-30_11-18-57_0000006_00001451,USV,2026-01-22T17:01:36.121737
2024-09-30_11-19-00_0000007_00001004,USV,2026-01-22T17:01:36.794016
2024-09-30_11-19-00_0000007_00001971,USV,2026-01-22T17:01:37.351209
2024-09-30_11-19-00_0000007_00002271,USV,2026-01-22T17:01:37.912089
2024-09-30_11-19-00_0000007_00002391,USV,2026-01-22T17:01:38.478019
2024-09-30_11-19-00_0000007_00002557,USV,2026-01-22T17:01:39.045792
2024-09-30_11-19-00_0000007_00003106,USV,2026-01-22T17:01:39.592481
2024-09-30_11-19-00_0000007_00003249,USV,2026-01-22T17:01:40.129424
2024-09-30_11-19-00_0000007_00003824,USV,2026-01-22T17:01:40.656111
2024-09-30_11-19-00_0000007_00003943,USV,2026-01-22T17:01:41.212988
2024-09-30_11-19-00_0000007_00004137,USV,2026-01-22T17:01:41.726206
2024-09-30_11-19-00_0000007_00004230,USV,2026-01-22T17:01:42.241489
2024-09-30_11-19-00_0000007_00004343,USV,2026-01-22T17:01:42.720346
2024-09-30_11-19-00_0000007_00004433,USV,2026-01-22T17:01:43.222053
2024-09-30_11-19-00_0000007_00004696,USV,2026-01-22T17:01:43.770765
2024-09-30_11-19-00_0000007_00004836,USV,2026-01-22T17:01:44.286462
2024-09-30_11-19-00_0000007_00004992,USV,2026-01-22T17:01:44.839586
2024-09-30_11-19-00_0000007_00005174,USV,2026-01-22T17:01:45.405277
2024-09-30_11-19-00_0000007_00005280,USV,2026-01-22T17:01:45.958515
2024-09-30_11-19-00_0000007_00005373,USV,2026-01-22T17:01:46.462915
2024-09-30_11-19-00_0000007_00005488,USV,2026-01-22T17:01:47.005202
2024-09-30_11-19-00_0000007_00005586,USV,2026-01-22T17:01:47.500849
2024-09-30_11-19-00_0000007_00005775,USV,2026-01-22T17:01:47.988304
2024-09-30_11-19-00_0000007_00005871,USV,2026-01-22T17:01:48.514318
2024-09-30_11-19-00_0000007_00006065,USV,2026-01-22T17:01:49.055582
2024-09-30_11-19-00_0000007_00006166,USV,2026-01-22T17:01:49.587622
2024-09-30_11-19-00_0000007_00006280,USV,2026-01-22T17:01:50.113943
2024-09-30_11-19-00_0000007_00006508,USV,2026-01-22T17:01:50.632522
2024-09-30_11-19-00_0000007_00006818,USV,2026-01-22T17:01:51.166660
2024-09-30_11-19-00_0000007_00007092,USV,2026-01-22T17:01:51.710163
2024-09-30_11-19-00_0000007_00007277,USV,2026-01-22T17:01:52.192920
2024-09-30_11-19-00_0000007_00007432,USV,2026-01-22T17:01:52.651100
2024-09-30_11-19-09_0000008_00001861,USV,2026-01-22T17:01:53.205817
2024-09-30_11-19-09_0000008_00001978,USV,2026-01-22T17:01:53.767880
2024-09-30_11-19-09_0000008_00002118,USV,2026-01-22T17:01:54.325706
2024-09-30_11-19-09_0000008_00002272,USV,2026-01-22T17:01:54.858831
2024-09-30_11-19-09_0000008_00002397,USV,2026-01-22T17:01:55.381037
2024-09-30_11-19-09_0000008_00002591,USV,2026-01-22T17:01:55.900328
2024-09-30_11-19-09_0000008_00003107,USV,2026-01-22T17:01:56.440817
2024-09-30_11-19-09_0000008_00003252,USV,2026-01-22T17:01:57.285667
2024-09-30_11-19-12_0000009_00000204,USV,2026-01-22T17:01:57.850227
2024-09-30_11-19-12_0000009_00000351,USV,2026-01-22T17:01:58.462257
2024-09-30_11-19-12_0000009_00001033,Not USV,2026-01-22T17:02:00.490806
2024-09-30_11-19-12_0000009_00001187,USV,2026-01-22T17:02:01.249300
2024-09-30_11-19-12_0000009_00001292,USV,2026-01-22T17:02:02.306526
2024-09-30_11-19-12_0000009_00001612,Not USV,2026-01-22T17:02:04.963698
2024-09-30_11-19-12_0000009_00001699,Not USV,2026-01-22T17:02:05.640896
2024-09-30_11-19-12_0000009_00002568,Not USV,2026-01-22T17:02:10.154594
2024-09-30_11-19-15_0000010_00000438,USV,2026-01-22T17:02:10.972438
2024-09-30_11-19-15_0000010_00001007,USV,2026-01-22T17:02:11.629216
2024-09-30_11-19-15_0000010_00001198,USV,2026-01-22T17:02:12.209718
2024-09-30_11-19-15_0000010_00001326,USV,2026-01-22T17:02:12.751735
2024-09-30_11-19-15_0000010_00001501,Not USV,2026-01-22T17:02:13.816453
2024-09-30_11-19-15_0000010_00001915,Not USV,2026-01-22T17:02:15.110528
2024-09-30_11-19-15_0000010_00002031,USV,2026-01-22T17:02:15.923791
2024-09-30_11-19-15_0000010_00002121,Not USV,2026-01-22T17:02:16.994633
2024-09-30_11-19-16_0000011_00000222,Not USV,2026-01-22T17:02:17.787577
2024-09-30_11-19-16_0000011_00000338,USV,2026-01-22T17:02:18.722068
2024-09-30_11-19-16_0000011_00000428,Not USV,2026-01-22T17:02:19.793819
2024-09-30_11-19-16_0000011_00001021,USV,2026-01-22T17:02:20.582340
2024-09-30_11-19-16_0000011_00001155,USV,2026-01-22T17:02:21.191029
2024-09-30_11-19-16_0000011_00001634,USV,2026-01-22T17:02:21.825646
2024-09-30_11-19-16_0000011_00001856,Not USV,2026-01-22T17:02:23.165912
2024-09-30_11-19-16_0000011_00001978,Not USV,2026-01-22T17:02:24.061983
2024-09-30_11-19-16_0000011_00002056,USV,2026-01-22T17:02:25.087318
2024-09-30_11-19-16_0000011_00002267,Not USV,2026-01-22T17:02:26.398582
2024-09-30_11-19-16_0000011_00002458,Not USV,2026-01-22T17:02:30.402947
2024-09-30_11-19-19_0000012_00000554,USV,2026-01-22T17:02:31.677196
2024-09-30_11-19-19_0000012_00000651,USV,2026-01-22T17:02:53.541635
2024-09-30_11-19-19_0000012_00000783,Not USV,2026-01-22T17:02:54.569860
2024-09-30_11-19-19_0000012_00001009,USV,2026-01-22T17:03:04.094330
2024-09-30_11-19-19_0000012_00001143,USV,2026-01-22T17:03:04.999286
2024-09-30_11-19-19_0000012_00001247,USV,2026-01-22T17:03:05.625649
2024-09-30_11-19-19_0000012_00001354,USV,2026-01-22T17:03:06.353432
2024-09-30_11-19-19_0000012_00001450,USV,2026-01-22T17:03:06.984507
2024-09-30_11-19-19_0000012_00001553,USV,2026-01-22T17:03:07.549779
2024-09-30_11-19-19_0000012_00001738,USV,2026-01-22T17:03:08.111264
2024-09-30_11-19-19_0000012_00001843,USV,2026-01-22T17:03:08.673726
2024-09-30_11-19-19_0000012_00001958,USV,2026-01-22T17:03:09.246172
2024-09-30_11-19-19_0000012_00002066,USV,2026-01-22T17:03:09.759020
2024-09-30_11-19-19_0000012_00002749,USV,2026-01-22T17:03:10.312414
2024-09-30_11-19-19_0000012_00002940,USV,2026-01-22T17:03:10.916511
2024-09-30_11-19-19_0000012_00003446,USV,2026-01-22T17:03:11.600993
2024-09-30_11-19-19_0000012_00003721,USV,2026-01-22T17:03:12.187553
2024-09-30_11-19-19_0000012_00003979,USV,2026-01-22T17:03:12.731982
2024-09-30_11-19-19_0000012_00004084,USV,2026-01-22T17:03:13.256456
2024-09-30_11-19-19_0000012_00004557,USV,2026-01-22T17:03:14.032816
2024-09-30_11-19-19_0000012_00004629,USV,2026-01-22T17:03:15.426284
2024-09-30_11-19-19_0000012_00004747,USV,2026-01-22T17:03:16.093382
2024-09-30_11-19-19_0000012_00005218,USV,2026-01-22T17:03:16.988994
2024-09-30_11-19-19_0000012_00005637,USV,2026-01-22T17:03:17.660072
2024-09-30_11-19-19_0000012_00005840,USV,2026-01-22T17:03:18.346757
2024-09-30_11-19-19_0000012_00005958,USV,2026-01-22T17:03:19.050829
2024-09-30_11-19-19_0000012_00006059,USV,2026-01-22T17:03:19.682603
2024-09-30_11-19-19_0000012_00006165,USV,2026-01-22T17:03:20.313109
2024-09-30_11-19-19_0000012_00006262,USV,2026-01-22T17:03:20.982735
2024-09-30_11-19-19_0000012_00006717,USV,2026-01-22T17:03:21.583212
2024-09-30_11-19-19_0000012_00006798,Not USV,2026-01-22T17:03:22.964036
2024-09-30_11-19-19_0000012_00006941,USV,2026-01-22T17:03:23.750450
2024-09-30_11-19-19_0000012_00007045,USV,2026-01-22T17:03:24.619846
2024-09-30_11-19-19_0000012_00007742,Not USV,2026-01-22T17:03:25.569724
2024-09-30_11-19-31_0000013_00001012,Not USV,2026-01-22T17:03:27.005458
2024-09-30_11-19-31_0000013_00001491,Not USV,2026-01-22T17:03:27.730602
2024-09-30_11-19-31_0000013_00001617,Not USV,2026-01-22T17:03:28.466680
2024-09-30_11-19-34_0000014_00000984,USV,2026-01-22T17:03:29.272061
2024-09-30_11-19-34_0000014_00001201,USV,2026-01-22T17:03:29.979175
2024-09-30_11-19-34_0000014_00001309,USV,2026-01-22T17:03:32.054865
2024-09-30_11-19-34_0000014_00001498,USV,2026-01-22T17:03:32.709809
2024-09-30_11-19-34_0000014_00001620,USV,2026-01-22T17:03:33.354971
2024-09-30_11-19-34_0000014_00001710,USV,2026-01-22T17:03:33.985799
2024-09-30_11-19-34_0000014_00001820,USV,2026-01-22T17:03:34.763669
2024-09-30_11-19-34_0000014_00001938,USV,2026-01-22T17:03:35.457484
2024-09-30_11-19-34_0000014_00002016,USV,2026-01-22T17:03:36.034437
2024-09-30_11-19-34_0000014_00002097,USV,2026-01-22T17:03:36.669880
2024-09-30_11-19-34_0000014_00002333,USV,2026-01-22T17:03:37.261618
2024-09-30_11-19-34_0000014_00002421,USV,2026-01-22T17:03:37.790593
2024-09-30_11-19-34_0000014_00002513,USV,2026-01-22T17:03:38.319303
2024-09-30_11-19-34_0000014_00002615,USV,2026-01-22T17:03:38.826093
2024-09-30_11-19-34_0000014_00002711,USV,2026-01-22T17:03:39.281130
2024-09-30_11-19-34_0000014_00002811,USV,2026-01-22T17:03:39.746381
2024-09-30_11-19-34_0000014_00002913,USV,2026-01-22T17:03:40.206670
2024-09-30_11-19-34_0000014_00003032,USV,2026-01-22T17:03:40.628906
2024-09-30_11-19-34_0000014_00003128,USV,2026-01-22T17:03:41.066905
2024-09-30_11-19-34_0000014_00003235,USV,2026-01-22T17:03:41.523405
2024-09-30_11-19-34_0000014_00003335,USV,2026-01-22T17:03:41.980336
2024-09-30_11-19-34_0000014_00003436,USV,2026-01-22T17:03:42.507656
2024-09-30_11-19-34_0000014_00003721,USV,2026-01-22T17:03:43.067569
2024-09-30_11-19-34_0000014_00003837,USV,2026-01-22T17:03:43.577155
2024-09-30_11-19-34_0000014_00003932,USV,2026-01-22T17:03:44.076460
2024-09-30_11-19-34_0000014_00004032,USV,2026-01-22T17:03:44.576908
2024-09-30_11-19-34_0000014_00004305,Not USV,2026-01-22T17:04:20.350822
2024-09-30_11-19-34_0000014_00004826,USV,2026-01-22T17:04:14.709441
2024-09-30_11-19-38_0000015_00000046,USV,2026-01-22T17:04:21.698784
2024-09-30_11-19-38_0000015_00000318,Not USV,2026-01-22T17:04:23.495143
2024-09-30_11-19-38_0000015_00000997,USV,2026-01-22T17:04:24.269986
2024-09-30_11-19-38_0000015_00001443,USV,2026-01-22T17:04:24.963710
2024-09-30_11-19-38_0000015_00001561,USV,2026-01-22T17:04:25.630793
2024-09-30_11-19-38_0000015_00001891,USV,2026-01-22T17:04:26.227220
2024-09-30_11-19-38_0000015_00002563,Not USV,2026-01-22T17:04:27.417422
2024-09-30_11-19-38_0000015_00002907,Not USV,2026-01-22T17:04:28.466352
2024-09-30_11-19-38_0000015_00003154,USV,2026-01-22T17:04:29.368974
2024-09-30_11-19-38_0000015_00003323,USV,2026-01-22T17:04:30.181117
2024-09-30_11-19-38_0000015_00003466,USV,2026-01-22T17:04:31.196959
2024-09-30_11-19-38_0000015_00004377,Not USV,2026-01-22T17:04:32.088485
2024-09-30_11-19-38_0000015_00004542,USV,2026-01-22T17:04:32.891103
2024-09-30_11-19-38_0000015_00004757,USV,2026-01-22T17:04:33.569512
2024-09-30_11-19-38_0000015_00004983,USV,2026-01-22T17:04:34.180960
2024-09-30_11-19-38_0000015_00005094,USV,2026-01-22T17:04:34.704902
2024-09-30_11-19-38_0000015_00005199,USV,2026-01-22T17:04:35.245590
2024-09-30_11-19-38_0000015_00005316,USV,2026-01-22T17:04:35.847971
2024-09-30_11-19-38_0000015_00005583,USV,2026-01-22T17:04:36.388006
2024-09-30_11-19-38_0000015_00005734,USV,2026-01-22T17:04:36.951876
2024-09-30_11-19-38_0000015_00006504,USV,2026-01-22T17:04:37.486576
2024-09-30_11-19-38_0000015_00006620,USV,2026-01-22T17:04:38.033872
2024-09-30_11-19-38_0000015_00006754,USV,2026-01-22T17:04:38.541984
2024-09-30_11-19-38_0000015_00006878,USV,2026-01-22T17:04:39.066148
2024-09-30_11-19-38_0000015_00007010,USV,2026-01-22T17:04:39.585061
2024-09-30_11-19-38_0000015_00007102,USV,2026-01-22T17:04:40.112163
2024-09-30_11-19-38_0000015_00007219,USV,2026-01-22T17:04:40.620767
2024-09-30_11-19-38_0000015_00007431,USV,2026-01-22T17:04:41.118140
2024-09-30_11-19-38_0000015_00007635,USV,2026-01-22T17:04:41.562753
2024-09-30_11-19-38_0000015_00007932,USV,2026-01-22T17:04:42.086413
2024-09-30_11-19-38_0000015_00008044,USV,2026-01-22T17:04:42.593619
2024-09-30_11-19-38_0000015_00008146,USV,2026-01-22T17:04:43.113644
2024-09-30_11-19-38_0000015_00008348,Not USV,2026-01-22T17:04:44.872573
2024-09-30_11-19-38_0000015_00008618,USV,2026-01-22T17:04:46.583897
2024-09-30_11-19-38_0000015_00008766,USV,2026-01-22T17:04:47.882378
2024-09-30_11-19-38_0000015_00009272,USV,2026-01-22T17:04:48.815543
2024-09-30_11-19-38_0000015_00009409,USV,2026-01-22T17:04:49.739640
2024-09-30_11-19-38_0000015_00009644,USV,2026-01-22T17:04:50.415690
2024-09-30_11-19-38_0000015_00009748,USV,2026-01-22T17:04:51.169201
2024-09-30_11-19-38_0000015_00009841,USV,2026-01-22T17:04:52.200165
2024-09-30_11-19-38_0000015_00009998,USV,2026-01-22T17:04:52.883945
2024-09-30_11-19-38_0000015_00010108,USV,2026-01-22T17:04:53.574060
2024-09-30_11-19-38_0000015_00010192,USV,2026-01-22T17:04:54.370890
2024-09-30_11-19-38_0000015_00010333,USV,2026-01-22T17:04:55.264134
2024-09-30_11-19-38_0000015_00010455,USV,2026-01-22T17:04:56.000896
2024-09-30_11-19-38_0000015_00010559,USV,2026-01-22T17:04:56.634610
2024-09-30_11-19-38_0000015_00010627,USV,2026-01-22T17:04:57.418264
2024-09-30_11-19-38_0000015_00010789,USV,2026-01-22T17:04:58.333077
2024-09-30_11-19-38_0000015_00010918,USV,2026-01-22T17:04:59.211562
2024-09-30_11-19-38_0000015_00011028,USV,2026-01-22T17:05:00.792294
2024-09-30_11-19-38_0000015_00011119,USV,2026-01-22T17:05:01.994461
2024-09-30_11-19-38_0000015_00011270,USV,2026-01-22T17:05:02.756141
2024-09-30_11-19-38_0000015_00011337,USV,2026-01-22T17:05:04.090992
2024-09-30_11-19-38_0000015_00011484,USV,2026-01-22T17:05:04.789873
2024-09-30_11-19-38_0000015_00011584,Not USV,2026-01-22T17:05:05.960733
2024-09-30_11-19-38_0000015_00011618,USV,2026-01-22T17:05:10.187164
2024-09-30_11-19-38_0000015_00011841,USV,2026-01-22T17:05:11.297218
2024-09-30_11-19-38_0000015_00011954,USV,2026-01-22T17:05:12.172331
2024-09-30_11-19-38_0000015_00012064,USV,2026-01-22T17:05:12.869344
2024-09-30_11-19-38_0000015_00012275,USV,2026-01-22T17:05:13.666880
2024-09-30_11-19-38_0000015_00012456,USV,2026-01-22T17:05:14.689757
2024-09-30_11-19-38_0000015_00012742,USV,2026-01-22T17:05:15.288871
2024-09-30_11-19-38_0000015_00013111,USV,2026-01-22T17:05:15.903872
2024-09-30_11-19-38_0000015_00013327,USV,2026-01-22T17:05:16.543280
2024-09-30_11-19-38_0000015_00013542,USV,2026-01-22T17:05:17.202395
2024-09-30_11-19-38_0000015_00013656,USV,2026-01-22T17:05:18.096818
2024-09-30_11-19-38_0000015_00013749,USV,2026-01-22T17:05:18.761149
2024-09-30_11-19-38_0000015_00013969,USV,2026-01-22T17:05:19.840717
2024-09-30_11-19-38_0000015_00014544,USV,2026-01-22T17:05:20.631735
2024-09-30_11-19-38_0000015_00015055,USV,2026-01-22T17:05:21.505830
2024-09-30_11-19-54_0000016_00000908,USV,2026-01-22T17:05:22.305018
2024-09-30_11-19-54_0000016_00000973,USV,2026-01-22T17:05:23.261557
2024-09-30_11-19-54_0000016_00001332,Not USV,2026-01-22T17:05:27.211455
2024-09-30_11-19-54_0000016_00001439,USV,2026-01-22T17:05:27.997883
2024-09-30_11-19-54_0000016_00001745,USV,2026-01-22T17:05:33.103536
2024-09-30_11-19-54_0000016_00002109,USV,2026-01-22T17:05:35.781534
2024-09-30_11-19-55_0000017_00000185,USV,2026-01-22T17:05:39.077090
2024-09-30_11-19-55_0000017_00000292,USV,2026-01-22T17:05:39.792560
2024-09-30_11-19-55_0000017_00000621,USV,2026-01-22T17:05:42.372598
2024-09-30_11-19-55_0000017_00000963,USV,2026-01-22T17:05:43.207417
2024-09-30_11-19-55_0000017_00001041,Not USV,2026-01-22T17:05:44.377695
2024-09-30_11-19-55_0000017_00001403,USV,2026-01-22T17:05:53.252878
2024-09-30_11-19-55_0000017_00001607,USV,2026-01-22T17:05:54.699994
2024-09-30_11-19-55_0000017_00001716,USV,2026-01-22T17:05:55.472547
2024-09-30_11-19-55_0000017_00002376,USV,2026-01-22T17:05:56.203118
