call_id,path,top1_class,top1_idx,top1_prob,high_confidence,softmax_12
131212_1000_m1fm2_chunk_077,data/lab_cnn_training/held_out_844/patches/131212_1000_m1fm2_chunk_077_0112ms.png,Noise,0,0.40598428,False,"[0.40598, 0.00496, 0.04747, 0.24095, 0.04089, 0.0591, 0.13887, 0.00498, 0.01571, 0.02289, 0.01484, 0.00334]"
131205_1800_m1fm1_chunk_199,data/lab_cnn_training/held_out_844/patches/131205_1800_m1fm1_chunk_199_1029ms.png,Noise,0,0.35061464,False,"[0.35061, 0.00335, 0.04654, 0.29222, 0.04362, 0.06313, 0.15312, 0.00336, 0.00872, 0.02033, 0.01297, 0.00202]"
131211_1800_m1fm4_chunk_158,data/lab_cnn_training/held_out_844/patches/131211_1800_m1fm4_chunk_158_0022ms.png,Noise,0,0.320133,False,"[0.32013, 0.00624, 0.0534, 0.2296, 0.0409, 0.07657, 0.20523, 0.00588, 0.01736, 0.0227, 0.01852, 0.00348]"
131211_1800_m1fm4_chunk_215,data/lab_cnn_training/held_out_844/patches/131211_1800_m1fm4_chunk_215_0884ms.png,Noise,0,0.42473865,False,"[0.42474, 0.003, 0.03554, 0.28333, 0.0348, 0.05565, 0.12281, 0.00296, 0.01008, 0.0141, 0.01098, 0.002]"
131204_1800_m6fm6_chunk_086,data/lab_cnn_training/held_out_844/patches/131204_1800_m6fm6_chunk_086_1878ms.png,Short,3,0.5601995,False,"[0.14057, 0.00695, 0.05431, 0.5602, 0.01015, 0.05772, 0.08271, 0.00818, 0.05161, 0.01072, 0.01175, 0.00514]"
131209_1000_m3fm3_chunk_126,data/lab_cnn_training/held_out_844/patches/131209_1000_m3fm3_chunk_126_1912ms.png,Noise,0,0.2706521,False,"[0.27065, 0.00948, 0.04694, 0.21171, 0.03737, 0.09772, 0.25023, 0.00678, 0.02638, 0.01911, 0.0196, 0.00403]"
131205_1000_m2fm2_chunk_135,data/lab_cnn_training/held_out_844/patches/131205_1000_m2fm2_chunk_135_0504ms.png,Noise,0,0.36447835,False,"[0.36448, 0.00439, 0.04829, 0.25761, 0.04709, 0.06819, 0.15394, 0.00478, 0.01265, 0.0202, 0.0154, 0.00297]"
131205_1000_m2fm2_chunk_159,data/lab_cnn_training/held_out_844/patches/131205_1000_m2fm2_chunk_159_1225ms.png,Short,3,0.40764692,False,"[0.03317, 0.01618, 0.24008, 0.40765, 0.01185, 0.02843, 0.12526, 0.00411, 0.04454, 0.02594, 0.05837, 0.00442]"
131218_1000_m3fm3_chunk_178,data/lab_cnn_training/held_out_844/patches/131218_1000_m3fm3_chunk_178_0786ms.png,Noise,0,0.37927002,False,"[0.37927, 0.0046, 0.04441, 0.26253, 0.04704, 0.07451, 0.12877, 0.00582, 0.01297, 0.02094, 0.01575, 0.0034]"
131204_1400_m2fm2_chunk_119,data/lab_cnn_training/held_out_844/patches/131204_1400_m2fm2_chunk_119_0863ms.png,Short,3,0.565731,False,"[0.1644, 0.00506, 0.02931, 0.56573, 0.01557, 0.05113, 0.12483, 0.00377, 0.02157, 0.00769, 0.00857, 0.00237]"
131211_1800_m1fm4_chunk_162,data/lab_cnn_training/held_out_844/patches/131211_1800_m1fm4_chunk_162_1486ms.png,Noise,0,0.34580675,False,"[0.34581, 0.00502, 0.05887, 0.24629, 0.04829, 0.0633, 0.16919, 0.00449, 0.01461, 0.02309, 0.01779, 0.00327]"
131204_1400_m1fm1_chunk_135,data/lab_cnn_training/held_out_844/patches/131204_1400_m1fm1_chunk_135_0457ms.png,Short,3,0.6629179,False,"[0.04263, 0.00679, 0.00407, 0.66292, 0.00284, 0.12781, 0.07495, 0.00696, 0.05813, 0.00267, 0.00636, 0.00386]"
131204_1400_m4fm4_chunk_003,data/lab_cnn_training/held_out_844/patches/131204_1400_m4fm4_chunk_003_1951ms.png,Noise,0,0.3816042,False,"[0.3816, 0.00325, 0.03387, 0.30499, 0.02731, 0.06419, 0.14365, 0.00256, 0.01157, 0.01358, 0.01174, 0.00167]"
131211_1800_m1fm4_chunk_074,data/lab_cnn_training/held_out_844/patches/131211_1800_m1fm4_chunk_074_0509ms.png,Flat,6,0.6643729,False,"[0.02665, 0.00715, 0.02541, 0.1906, 0.01117, 0.04354, 0.66437, 0.00317, 0.00977, 0.00667, 0.00947, 0.00204]"
131204_1800_m6fm6_chunk_096,data/lab_cnn_training/held_out_844/patches/131204_1800_m6fm6_chunk_096_1592ms.png,Noise,0,0.4194715,False,"[0.41947, 0.00306, 0.03801, 0.29329, 0.02954, 0.06189, 0.1168, 0.00275, 0.01099, 0.01157, 0.01097, 0.00165]"
131211_1800_m6fm6_chunk_120,data/lab_cnn_training/held_out_844/patches/131211_1800_m6fm6_chunk_120_0218ms.png,Noise,0,0.33516482,False,"[0.33516, 0.0057, 0.04535, 0.2351, 0.04297, 0.09294, 0.18073, 0.00474, 0.01469, 0.02382, 0.01637, 0.00243]"
131205_1000_m6fm6_chunk_205,data/lab_cnn_training/held_out_844/patches/131205_1000_m6fm6_chunk_205_1925ms.png,Noise,0,0.307975,False,"[0.30797, 0.00543, 0.06193, 0.26008, 0.0496, 0.07275, 0.17891, 0.00524, 0.01332, 0.02428, 0.01734, 0.00315]"
131205_1000_m1fm1_chunk_039,data/lab_cnn_training/held_out_844/patches/131205_1000_m1fm1_chunk_039_1951ms.png,Complex,9,0.508553,False,"[0.00023, 0.0576, 0.0202, 0.00772, 0.00344, 0.02078, 0.02094, 0.00781, 0.0034, 0.50855, 0.34807, 0.00125]"
131211_1000_m4fm2_chunk_268,data/lab_cnn_training/held_out_844/patches/131211_1000_m4fm2_chunk_268_0884ms.png,Noise,0,0.3612403,False,"[0.36124, 0.00479, 0.02714, 0.32375, 0.01749, 0.07276, 0.13416, 0.00508, 0.0283, 0.01086, 0.0117, 0.00273]"
131211_1000_m1fm4_chunk_011,data/lab_cnn_training/held_out_844/patches/131211_1000_m1fm4_chunk_011_0022ms.png,Short,3,0.4575428,False,"[0.15534, 0.00387, 0.04337, 0.45754, 0.01286, 0.05606, 0.24267, 0.00198, 0.00762, 0.00791, 0.00955, 0.00123]"
131211_1800_m6fm6_chunk_184,data/lab_cnn_training/held_out_844/patches/131211_1800_m6fm6_chunk_184_0940ms.png,Noise,0,0.34300032,False,"[0.343, 0.00412, 0.0444, 0.26668, 0.04262, 0.06963, 0.17598, 0.00365, 0.01175, 0.02031, 0.01561, 0.00225]"
131211_1800_m1fm4_chunk_087,data/lab_cnn_training/held_out_844/patches/131211_1800_m1fm4_chunk_087_1934ms.png,Short,3,0.63770694,False,"[0.05703, 0.00414, 0.00894, 0.63771, 0.00691, 0.06178, 0.20607, 0.0016, 0.0078, 0.00256, 0.00484, 0.00062]"
131205_1400_m3fm3_chunk_017,data/lab_cnn_training/held_out_844/patches/131205_1400_m3fm3_chunk_017_1861ms.png,Short,3,0.83662933,False,"[0.01379, 0.00103, 0.00951, 0.83663, 0.00233, 0.00964, 0.12283, 0.00033, 0.00235, 0.00058, 0.00085, 0.00012]"
131211_1800_m6fm6_chunk_132,data/lab_cnn_training/held_out_844/patches/131211_1800_m6fm6_chunk_132_1750ms.png,Noise,0,0.41832602,False,"[0.41833, 0.00395, 0.04699, 0.21307, 0.04219, 0.06388, 0.1576, 0.00442, 0.01189, 0.01994, 0.01505, 0.00268]"
131211_1800_m2fm3_chunk_123,data/lab_cnn_training/held_out_844/patches/131211_1800_m2fm3_chunk_123_0496ms.png,Noise,0,0.47318128,False,"[0.47318, 0.00345, 0.03558, 0.26984, 0.02694, 0.04835, 0.10008, 0.00341, 0.0141, 0.01221, 0.01041, 0.00244]"
131204_1800_m6fm6_chunk_103,data/lab_cnn_training/held_out_844/patches/131204_1800_m6fm6_chunk_103_1055ms.png,Noise,0,0.30301285,False,"[0.30301, 0.00566, 0.05085, 0.28765, 0.04373, 0.07857, 0.17165, 0.00429, 0.01302, 0.02127, 0.01772, 0.00256]"
131205_1000_m3fm3_chunk_199,data/lab_cnn_training/held_out_844/patches/131205_1000_m3fm3_chunk_199_1507ms.png,Noise,0,0.34220934,False,"[0.34221, 0.00415, 0.03498, 0.31601, 0.03639, 0.08042, 0.13665, 0.0041, 0.01317, 0.0159, 0.01363, 0.00239]"
131204_1400_m3fm3_chunk_028,data/lab_cnn_training/held_out_844/patches/131204_1400_m3fm3_chunk_028_0415ms.png,Short,3,0.639491,False,"[0.06932, 0.00721, 0.07002, 0.63949, 0.0055, 0.03417, 0.14496, 0.00248, 0.01457, 0.00343, 0.00805, 0.0008]"
131205_1000_m6fm6_chunk_072,data/lab_cnn_training/held_out_844/patches/131205_1000_m6fm6_chunk_072_1968ms.png,Short,3,0.49443787,False,"[0.00057, 0.06461, 0.03573, 0.49444, 0.00062, 0.01214, 0.32651, 0.00451, 0.0542, 0.00056, 0.00302, 0.00309]"
131205_1000_m6fm6_chunk_023,data/lab_cnn_training/held_out_844/patches/131205_1000_m6fm6_chunk_023_0022ms.png,Reverse Chevron,10,0.44558537,False,"[7e-05, 0.12063, 0.04172, 0.00484, 0.00046, 0.0507, 0.19888, 0.0184, 0.01777, 0.08217, 0.44559, 0.01877]"
131211_1800_m6fm6_chunk_172,data/lab_cnn_training/held_out_844/patches/131211_1800_m6fm6_chunk_172_1029ms.png,Noise,0,0.33901772,False,"[0.33902, 0.0052, 0.04574, 0.27918, 0.03501, 0.08477, 0.15194, 0.00487, 0.01892, 0.01725, 0.01532, 0.00278]"
131208_1400_m3fm3_chunk_266,data/lab_cnn_training/held_out_844/patches/131208_1400_m3fm3_chunk_266_0236ms.png,Noise,0,0.41550776,False,"[0.41551, 0.00465, 0.03174, 0.26764, 0.02857, 0.06175, 0.13209, 0.00503, 0.01854, 0.01692, 0.01384, 0.00371]"
131204_1800_m5fm5_chunk_030,data/lab_cnn_training/held_out_844/patches/131204_1800_m5fm5_chunk_030_1848ms.png,Noise,0,0.34061715,False,"[0.34062, 0.00501, 0.0519, 0.23187, 0.04927, 0.07762, 0.18115, 0.00485, 0.01314, 0.02351, 0.01813, 0.00294]"
131204_1800_m6fm6_chunk_051,data/lab_cnn_training/held_out_844/patches/131204_1800_m6fm6_chunk_051_1908ms.png,Noise,0,0.36252463,False,"[0.36252, 0.00537, 0.04562, 0.24564, 0.04228, 0.0779, 0.15855, 0.00528, 0.01289, 0.02287, 0.01799, 0.00307]"
131204_1400_m2fm2_chunk_122,data/lab_cnn_training/held_out_844/patches/131204_1400_m2fm2_chunk_122_0756ms.png,Short,3,0.60526896,False,"[0.01154, 0.00305, 0.00497, 0.60527, 0.00171, 0.12224, 0.09893, 0.00412, 0.14262, 0.00158, 0.00211, 0.00186]"
131204_1800_m5fm5_chunk_031,data/lab_cnn_training/held_out_844/patches/131204_1800_m5fm5_chunk_031_1191ms.png,Noise,0,0.3258532,False,"[0.32585, 0.00474, 0.05247, 0.26704, 0.04502, 0.07083, 0.17715, 0.00432, 0.01376, 0.02056, 0.01579, 0.00248]"
131204_1400_m4fm4_chunk_050,data/lab_cnn_training/held_out_844/patches/131204_1400_m4fm4_chunk_050_0432ms.png,Short,3,0.85165954,True,"[0.05332, 0.00162, 0.01307, 0.85166, 0.00487, 0.02336, 0.03959, 0.00074, 0.0085, 0.00126, 0.00162, 0.00039]"
131208_1400_m6fm6_chunk_085,data/lab_cnn_training/held_out_844/patches/131208_1400_m6fm6_chunk_085_0453ms.png,Down-FM,2,0.40023988,False,"[0.01006, 0.07807, 0.40024, 0.15181, 0.02145, 0.03587, 0.03773, 0.00604, 0.04731, 0.04563, 0.16349, 0.00231]"
131205_1400_m2fm2_chunk_010,data/lab_cnn_training/held_out_844/patches/131205_1400_m2fm2_chunk_010_0432ms.png,Short,3,0.6614099,False,"[0.11844, 0.00372, 0.01483, 0.66141, 0.00916, 0.05718, 0.09254, 0.00329, 0.02595, 0.00499, 0.00615, 0.00234]"
131217_1400_m4fm3_chunk_313,data/lab_cnn_training/held_out_844/patches/131217_1400_m4fm3_chunk_313_0312ms.png,Short,3,0.8622174,True,"[0.06054, 0.00136, 0.00237, 0.86222, 0.00148, 0.02689, 0.02117, 0.00067, 0.02102, 0.0007, 0.00111, 0.00047]"
131211_1800_m3fm1_chunk_056,data/lab_cnn_training/held_out_844/patches/131211_1800_m3fm1_chunk_056_1797ms.png,Short,3,0.9363967,True,"[0.00322, 0.00117, 0.00296, 0.9364, 0.00025, 0.00285, 0.05014, 0.00054, 0.00183, 0.00015, 0.00036, 0.00013]"
131205_1000_m1fm1_chunk_026,data/lab_cnn_training/held_out_844/patches/131205_1000_m1fm1_chunk_026_0748ms.png,Short,3,0.8439027,False,"[0.0543, 0.00116, 0.01366, 0.8439, 0.00287, 0.01799, 0.0517, 0.00098, 0.0068, 0.00206, 0.00378, 0.00079]"
131218_1000_m3fm3_chunk_256,data/lab_cnn_training/held_out_844/patches/131218_1000_m3fm3_chunk_256_1345ms.png,Noise,0,0.38330764,False,"[0.38331, 0.00396, 0.04873, 0.27494, 0.04041, 0.06209, 0.14038, 0.00413, 0.01059, 0.01656, 0.01256, 0.00234]"
131211_1800_m6fm6_chunk_225,data/lab_cnn_training/held_out_844/patches/131211_1800_m6fm6_chunk_225_0432ms.png,Noise,0,0.38759956,False,"[0.3876, 0.00358, 0.03666, 0.29267, 0.03534, 0.06382, 0.13403, 0.00359, 0.01049, 0.01733, 0.01263, 0.00226]"
131211_1800_m1fm4_chunk_088,data/lab_cnn_training/held_out_844/patches/131211_1800_m1fm4_chunk_088_1247ms.png,Noise,0,0.39817587,False,"[0.39818, 0.00314, 0.04066, 0.25336, 0.04103, 0.06906, 0.14833, 0.00361, 0.00877, 0.01859, 0.01332, 0.00196]"
131210_1000_m6fm6_chunk_028,data/lab_cnn_training/held_out_844/patches/131210_1000_m6fm6_chunk_028_0982ms.png,Short,3,0.8279734,False,"[0.04885, 0.00292, 0.01592, 0.82797, 0.00232, 0.01755, 0.06161, 0.00212, 0.01544, 0.00124, 0.00317, 0.00089]"
131212_1000_m3fm4_chunk_298,data/lab_cnn_training/held_out_844/patches/131212_1000_m3fm4_chunk_298_1520ms.png,Noise,0,0.8422255,False,"[0.84223, 0.00065, 0.00674, 0.11336, 0.00347, 0.00828, 0.01712, 0.00042, 0.00414, 0.00159, 0.00159, 0.00042]"
131211_1800_m6fm6_chunk_072,data/lab_cnn_training/held_out_844/patches/131211_1800_m6fm6_chunk_072_1234ms.png,Noise,0,0.3822062,False,"[0.38221, 0.00459, 0.04071, 0.26912, 0.03731, 0.07112, 0.13709, 0.00468, 0.0151, 0.01877, 0.01623, 0.00308]"
131204_1400_m4fm4_chunk_014,data/lab_cnn_training/held_out_844/patches/131204_1400_m4fm4_chunk_014_1942ms.png,Noise,0,0.36678496,False,"[0.36678, 0.00358, 0.04774, 0.28069, 0.04078, 0.06094, 0.15467, 0.0036, 0.00975, 0.01614, 0.01317, 0.00215]"
131217_1400_m6fm6_chunk_314,data/lab_cnn_training/held_out_844/patches/131217_1400_m6fm6_chunk_314_1968ms.png,Noise,0,0.7662511,False,"[0.76625, 0.00125, 0.00721, 0.16643, 0.00589, 0.02052, 0.02209, 0.00091, 0.00498, 0.0019, 0.00215, 0.00042]"
131211_1800_m1fm4_chunk_304,data/lab_cnn_training/held_out_844/patches/131211_1800_m1fm4_chunk_304_0338ms.png,Noise,0,0.37563422,False,"[0.37563, 0.00348, 0.04529, 0.2651, 0.04499, 0.05875, 0.15548, 0.004, 0.01187, 0.01953, 0.01347, 0.0024]"
131211_1800_m6fm6_chunk_159,data/lab_cnn_training/held_out_844/patches/131211_1800_m6fm6_chunk_159_0952ms.png,Noise,0,0.40396228,False,"[0.40396, 0.00327, 0.03225, 0.29717, 0.03062, 0.06698, 0.12335, 0.00319, 0.01129, 0.01321, 0.01275, 0.00197]"
131205_1000_m1fm1_chunk_047,data/lab_cnn_training/held_out_844/patches/131205_1000_m1fm1_chunk_047_1891ms.png,Noise,0,0.3854145,False,"[0.38541, 0.00325, 0.04879, 0.26663, 0.04283, 0.06293, 0.14194, 0.00327, 0.01028, 0.01849, 0.01402, 0.00216]"
131218_1000_m1fm1_chunk_006,data/lab_cnn_training/held_out_844/patches/131218_1000_m1fm1_chunk_006_1955ms.png,Noise,0,0.3907418,False,"[0.39074, 0.00478, 0.04038, 0.2495, 0.03587, 0.06793, 0.1508, 0.00377, 0.0172, 0.02021, 0.01611, 0.0027]"
131208_1000_m1fm1_chunk_296,data/lab_cnn_training/held_out_844/patches/131208_1000_m1fm1_chunk_296_1456ms.png,Short,3,0.5631233,False,"[0.0374, 0.00502, 0.0068, 0.56312, 0.00591, 0.22596, 0.09925, 0.00252, 0.03147, 0.00743, 0.01325, 0.00187]"
131204_1400_m2fm2_chunk_276,data/lab_cnn_training/held_out_844/patches/131204_1400_m2fm2_chunk_276_0415ms.png,Flat,6,0.35572213,False,"[0.01613, 0.00769, 0.0176, 0.17148, 0.00849, 0.30615, 0.35572, 0.00597, 0.04541, 0.02512, 0.03852, 0.00171]"
131209_1000_m3fm3_chunk_011,data/lab_cnn_training/held_out_844/patches/131209_1000_m3fm3_chunk_011_1366ms.png,Short,3,0.52552754,False,"[0.02051, 0.01795, 0.24932, 0.52553, 0.00808, 0.03503, 0.08196, 0.00267, 0.01103, 0.01098, 0.0365, 0.00046]"
131204_1400_m3fm3_chunk_091,data/lab_cnn_training/held_out_844/patches/131204_1400_m3fm3_chunk_091_0346ms.png,Short,3,0.4378202,False,"[0.36101, 0.00286, 0.02505, 0.43782, 0.01615, 0.05404, 0.07066, 0.00232, 0.01136, 0.00825, 0.00874, 0.00173]"
131212_1000_m1fm2_chunk_167,data/lab_cnn_training/held_out_844/patches/131212_1000_m1fm2_chunk_167_0022ms.png,Short,3,0.6121447,False,"[0.15878, 0.00682, 0.05199, 0.61214, 0.00863, 0.0308, 0.10747, 0.00244, 0.01021, 0.00296, 0.00706, 0.0007]"
131204_1400_m2fm2_chunk_060,data/lab_cnn_training/held_out_844/patches/131204_1400_m2fm2_chunk_060_0278ms.png,Short,3,0.6456755,False,"[0.01947, 0.01446, 0.0271, 0.64568, 0.00265, 0.0206, 0.12425, 0.00821, 0.07706, 0.01733, 0.0301, 0.0131]"
131217_1400_m6fm6_chunk_083,data/lab_cnn_training/held_out_844/patches/131217_1400_m6fm6_chunk_083_0974ms.png,Noise,0,0.44515133,False,"[0.44515, 0.00408, 0.03709, 0.27715, 0.03202, 0.05303, 0.10463, 0.00407, 0.01335, 0.0147, 0.01208, 0.00265]"
131211_1800_m6fm6_chunk_095,data/lab_cnn_training/held_out_844/patches/131211_1800_m6fm6_chunk_095_1609ms.png,Noise,0,0.38777238,False,"[0.38777, 0.00375, 0.03837, 0.27439, 0.03916, 0.06622, 0.14292, 0.00379, 0.01185, 0.017, 0.01241, 0.00236]"
131217_1400_m3fm2_chunk_297,data/lab_cnn_training/held_out_844/patches/131217_1400_m3fm2_chunk_297_1464ms.png,Short,3,0.8342502,False,"[0.01554, 0.00297, 0.00359, 0.83425, 0.00205, 0.04167, 0.07818, 0.00186, 0.01567, 0.00114, 0.00221, 0.00087]"
131205_1000_m2fm2_chunk_007,data/lab_cnn_training/held_out_844/patches/131205_1000_m2fm2_chunk_007_0829ms.png,Short,3,0.4823799,False,"[0.25501, 0.00396, 0.02406, 0.48238, 0.0205, 0.05712, 0.11895, 0.00337, 0.01642, 0.00783, 0.00827, 0.00213]"
131212_1000_m2fm3_chunk_157,data/lab_cnn_training/held_out_844/patches/131212_1000_m2fm3_chunk_157_0022ms.png,Noise,0,0.36330092,False,"[0.3633, 0.00383, 0.04231, 0.30622, 0.03505, 0.06542, 0.13495, 0.00343, 0.01006, 0.01896, 0.0142, 0.00227]"
131218_1000_m3fm3_chunk_239,data/lab_cnn_training/held_out_844/patches/131218_1000_m3fm3_chunk_239_0197ms.png,Noise,0,0.4208502,False,"[0.42085, 0.00359, 0.03823, 0.28641, 0.03681, 0.06001, 0.10883, 0.00419, 0.01158, 0.01565, 0.01148, 0.00238]"
131210_1000_m4fm1_chunk_259,data/lab_cnn_training/held_out_844/patches/131210_1000_m4fm1_chunk_259_1964ms.png,Up-FM,5,0.96590245,True,"[4e-05, 0.00021, 6e-05, 0.00871, 0.00061, 0.9659, 0.00107, 0.00071, 0.02101, 0.00119, 0.00041, 9e-05]"
131204_1400_m2fm2_chunk_086,data/lab_cnn_training/held_out_844/patches/131204_1400_m2fm2_chunk_086_0244ms.png,Short,3,0.50332946,False,"[0.01206, 0.0268, 0.00496, 0.50333, 0.00014, 0.13009, 0.04709, 0.01622, 0.2265, 0.00259, 0.02724, 0.00299]"
131204_1400_m5fm5_chunk_204,data/lab_cnn_training/held_out_844/patches/131204_1400_m5fm5_chunk_204_1170ms.png,Short,3,0.2533597,False,"[0.22278, 0.04202, 0.06532, 0.25336, 0.01886, 0.09015, 0.17197, 0.01682, 0.05911, 0.02216, 0.02961, 0.00785]"
131211_1000_m1fm4_chunk_041,data/lab_cnn_training/held_out_844/patches/131211_1000_m1fm4_chunk_041_1942ms.png,Noise,0,0.5078455,False,"[0.50785, 0.00324, 0.00965, 0.26565, 0.01396, 0.09439, 0.06655, 0.00292, 0.02108, 0.00583, 0.0074, 0.00147]"
131211_1000_m1fm4_chunk_039,data/lab_cnn_training/held_out_844/patches/131211_1000_m1fm4_chunk_039_1904ms.png,Up-FM,5,0.2489251,False,"[0.19871, 0.01037, 0.01695, 0.13539, 0.02182, 0.24893, 0.21684, 0.01667, 0.07908, 0.02742, 0.02041, 0.00741]"
131204_1400_m2fm2_chunk_055,data/lab_cnn_training/held_out_844/patches/131204_1400_m2fm2_chunk_055_0632ms.png,Short,3,0.9487698,True,"[0.0117, 0.00337, 0.00466, 0.94877, 0.00045, 0.0028, 0.02048, 0.00041, 0.0068, 0.00013, 0.00031, 0.00012]"
131211_1800_m2fm3_chunk_041,data/lab_cnn_training/held_out_844/patches/131211_1800_m2fm3_chunk_041_0398ms.png,Noise,0,0.3967572,False,"[0.39676, 0.00365, 0.04761, 0.25531, 0.04282, 0.05877, 0.14685, 0.00377, 0.01062, 0.01871, 0.01268, 0.00246]"
131208_1400_m2fm2_chunk_095,data/lab_cnn_training/held_out_844/patches/131208_1400_m2fm2_chunk_095_0393ms.png,Short,3,0.8571675,True,"[0.01154, 0.00287, 0.02191, 0.85717, 0.0022, 0.00581, 0.08702, 0.00096, 0.00736, 0.00098, 0.00145, 0.00073]"
131208_1400_m4fm4_chunk_061,data/lab_cnn_training/held_out_844/patches/131208_1400_m4fm4_chunk_061_0022ms.png,Noise,0,0.52721965,False,"[0.52722, 0.00304, 0.02324, 0.28325, 0.01274, 0.03695, 0.0924, 0.00142, 0.00644, 0.00612, 0.00636, 0.00082]"
131218_1000_m3fm3_chunk_159,data/lab_cnn_training/held_out_844/patches/131218_1000_m3fm3_chunk_159_1665ms.png,Short,3,0.333588,False,"[0.32147, 0.00489, 0.03664, 0.33359, 0.02738, 0.08483, 0.13917, 0.00409, 0.01357, 0.01579, 0.01604, 0.00254]"
131205_1000_m3fm3_chunk_227,data/lab_cnn_training/held_out_844/patches/131205_1000_m3fm3_chunk_227_0223ms.png,Noise,0,0.3171347,False,"[0.31713, 0.00478, 0.05117, 0.28309, 0.03861, 0.07905, 0.16037, 0.00527, 0.01603, 0.02205, 0.01912, 0.00332]"
