png_path,bucket,chunk_stem,event_idx,sef,duration_ms,verdict,aggregate_hint,reasoning
results/batch_lab_131204_full/audit_2026-05-08/long_event_survivors/long_event_survivors_sef0.234_dur1459ms_131209_1000_m5fm5_chunk_066_ev000.png,long_event_survivors,131209_1000_m5fm5_chunk_066,0,0.234,1459,NOISE,4 USV / 6 noise (prior handoff),user-dictated (Option B)
results/batch_lab_131204_full/audit_2026-05-08/long_event_survivors/long_event_survivors_sef0.282_dur1835ms_131209_1000_m6fm6_chunk_183_ev000.png,long_event_survivors,131209_1000_m6fm6_chunk_183,0,0.282,1835,NOISE,4 USV / 6 noise (prior handoff),user-dictated (Option B)
results/batch_lab_131204_full/audit_2026-05-08/high_overlap_survivors/high_overlap_survivors_sef0.507_dur0201ms_131218_1000_m3fm3_chunk_233_ev002.png,high_overlap_survivors,131218_1000_m3fm3_chunk_233,2,0.507,201,NOISE,never finished (prior handoff),user-dictated (Option B)
results/batch_lab_131204_full/audit_2026-05-08/high_overlap_survivors/high_overlap_survivors_sef0.510_dur1954ms_131209_1000_m1fm1_chunk_267_ev000.png,high_overlap_survivors,131209_1000_m1fm1_chunk_267,0,0.51,1954,NOISE,never finished (prior handoff),user-dictated (Option B)
results/batch_lab_131204_full/audit_2026-05-08/high_overlap_survivors/high_overlap_survivors_sef0.511_dur0094ms_131204_1400_m2fm2_chunk_282_ev000.png,high_overlap_survivors,131204_1400_m2fm2_chunk_282,0,0.511,94,USV,never finished (prior handoff),user-dictated (Option B)
results/batch_lab_131204_full/audit_2026-05-08/high_overlap_survivors/high_overlap_survivors_sef0.511_dur0171ms_131208_1000_m4fm4_chunk_224_ev001.png,high_overlap_survivors,131208_1000_m4fm4_chunk_224,1,0.511,171,USV,never finished (prior handoff),user-dictated (Option B)
results/batch_lab_131204_full/audit_2026-05-08/high_overlap_survivors/high_overlap_survivors_sef0.517_dur0060ms_131205_1000_m4fm4_chunk_021_ev002.png,high_overlap_survivors,131205_1000_m4fm4_chunk_021,2,0.517,60,USV,never finished (prior handoff),user-dictated (Option B)
results/batch_lab_131204_full/audit_2026-05-08/high_overlap_survivors/high_overlap_survivors_sef0.522_dur0162ms_131211_1000_m4fm2_chunk_066_ev006.png,high_overlap_survivors,131211_1000_m4fm2_chunk_066,6,0.522,162,USV,never finished (prior handoff),user-dictated (Option B)
results/batch_lab_131204_full/audit_2026-05-08/high_overlap_survivors/high_overlap_survivors_sef0.537_dur1498ms_131209_1000_m1fm1_chunk_277_ev000.png,high_overlap_survivors,131209_1000_m1fm1_chunk_277,0,0.537,1498,NOISE,never finished (prior handoff),user-dictated (Option B)
results/batch_lab_131204_full/audit_2026-05-08/high_overlap_survivors/high_overlap_survivors_sef0.540_dur0158ms_131204_1800_m6fm6_chunk_034_ev008.png,high_overlap_survivors,131204_1800_m6fm6_chunk_034,8,0.54,158,USV,never finished (prior handoff),user-dictated (Option B)
results/batch_lab_131204_full/audit_2026-05-08/high_overlap_survivors/high_overlap_survivors_sef0.544_dur0115ms_131204_1400_m5fm5_chunk_132_ev009.png,high_overlap_survivors,131204_1400_m5fm5_chunk_132,9,0.544,115,USV,never finished (prior handoff),user-dictated (Option B)
results/batch_lab_131204_full/audit_2026-05-08/high_overlap_survivors/high_overlap_survivors_sef0.544_dur0132ms_131204_1800_m6fm6_chunk_034_ev001.png,high_overlap_survivors,131204_1800_m6fm6_chunk_034,1,0.544,132,USV,never finished (prior handoff),user-dictated (Option B)
results/batch_lab_131204_full/audit_2026-05-08/high_overlap_survivors/high_overlap_survivors_sef0.550_dur1954ms_131209_1000_m1fm1_chunk_253_ev000.png,high_overlap_survivors,131209_1000_m1fm1_chunk_253,0,0.55,1954,NOISE,never finished (prior handoff),user-dictated (Option B)
results/batch_lab_131204_full/audit_2026-05-08/high_overlap_survivors/high_overlap_survivors_sef0.573_dur0171ms_131208_1000_m4fm4_chunk_224_ev002.png,high_overlap_survivors,131208_1000_m4fm4_chunk_224,2,0.573,171,USV,never finished (prior handoff),user-dictated (Option B)
results/batch_lab_131204_full/audit_2026-05-08/high_overlap_survivors/high_overlap_survivors_sef0.580_dur0115ms_131204_1400_m5fm5_chunk_133_ev000.png,high_overlap_survivors,131204_1400_m5fm5_chunk_133,0,0.58,115,USV,never finished (prior handoff),user-dictated (Option B)
results/batch_lab_131204_full/audit_2026-05-08/high_overlap_survivors/high_overlap_survivors_sef0.587_dur0081ms_131217_1400_m1fm4_chunk_015_ev007.png,high_overlap_survivors,131217_1400_m1fm4_chunk_015,7,0.587,81,USV,never finished (prior handoff),user-dictated (Option B)
results/batch_lab_131204_full/audit_2026-05-08/high_overlap_survivors/high_overlap_survivors_sef0.594_dur1954ms_131209_1000_m1fm1_chunk_278_ev000.png,high_overlap_survivors,131209_1000_m1fm1_chunk_278,0,0.594,1954,NOISE,never finished (prior handoff),user-dictated (Option B)
results/batch_lab_131204_full/audit_2026-05-08/high_overlap_survivors/high_overlap_survivors_sef0.606_dur0346ms_131205_1000_m6fm6_chunk_046_ev002.png,high_overlap_survivors,131205_1000_m6fm6_chunk_046,2,0.606,346,USV,never finished (prior handoff),user-dictated (Option B)
results/batch_lab_131204_full/audit_2026-05-08/high_overlap_survivors/high_overlap_survivors_sef0.613_dur0175ms_131204_1400_m3fm3_chunk_089_ev007.png,high_overlap_survivors,131204_1400_m3fm3_chunk_089,7,0.613,175,USV,never finished (prior handoff),user-dictated (Option B)
results/batch_lab_131204_full/audit_2026-05-08/high_overlap_survivors/high_overlap_survivors_sef0.686_dur0141ms_131210_1000_m4fm1_chunk_057_ev001.png,high_overlap_survivors,131210_1000_m4fm1_chunk_057,1,0.686,141,USV,never finished (prior handoff),user-dictated (Option B)
results/batch_lab_131204_full/audit_2026-05-08/high_overlap_survivors/high_overlap_survivors_sef0.750_dur0073ms_131205_1000_m4fm4_chunk_019_ev011.png,high_overlap_survivors,131205_1000_m4fm4_chunk_019,11,0.75,73,USV,never finished (prior handoff),user-dictated (Option B)
results/batch_lab_131204_full/audit_2026-05-08/high_overlap_survivors/high_overlap_survivors_sef0.766_dur0055ms_131205_1000_m4fm4_chunk_020_ev006.png,high_overlap_survivors,131205_1000_m4fm4_chunk_020,6,0.766,55,USV,never finished (prior handoff),user-dictated (Option B)
results/batch_lab_131204_full/audit_2026-05-08/high_overlap_survivors/high_overlap_survivors_sef0.824_dur0064ms_131205_1000_m4fm4_chunk_021_ev000.png,high_overlap_survivors,131205_1000_m4fm4_chunk_021,0,0.824,64,USV,never finished (prior handoff),user-dictated (Option B)
results/batch_lab_131204_full/audit_2026-05-08/high_overlap_survivors/high_overlap_survivors_sef0.840_dur0073ms_131204_1800_m6fm6_chunk_034_ev005.png,high_overlap_survivors,131204_1800_m6fm6_chunk_034,5,0.84,73,USV,never finished (prior handoff),user-dictated (Option B)
