candidate_id,spectrogram_path,label,source_file,sample_type
neg_inter_usv_gap_00003,data/full_training_dataset/spectrograms/neg_inter_usv_gap_00003.png,Not USV,2024-09-30_11-19-54_0000016.wav,inter_usv_gap
neg_inter_usv_gap_00185,data/full_training_dataset/spectrograms/neg_inter_usv_gap_00185.png,Not USV,2024-09-30_11-20-14_0000022.wav,inter_usv_gap
2024-09-30_11-20-32_0000025_00001382,data/full_training_dataset/spectrograms/2024-09-30_11-20-32_0000025_00001382.png,USV,2024-09-30_11-20-32_0000025.wav,original
2024-09-30_11-18-57_0000006_noise_56bf1c43,data/full_training_dataset/spectrograms/2024-09-30_11-18-57_0000006_noise_56bf1c43.png,Not USV,2024-09-30_11-18-57_0000006.wav,original
2024-09-30_11-18-17_0000001_00005004,data/full_training_dataset/spectrograms/2024-09-30_11-18-17_0000001_00005004.png,USV,2024-09-30_11-18-17_0000001.wav,original
2024-09-30_11-19-00_0000007_noise_b344d001,data/full_training_dataset/spectrograms/2024-09-30_11-19-00_0000007_noise_b344d001.png,Not USV,2024-09-30_11-19-00_0000007.wav,original
2024-09-30_11-20-32_0000025_noise_0780f9b2,data/full_training_dataset/spectrograms/2024-09-30_11-20-32_0000025_noise_0780f9b2.png,Not USV,2024-09-30_11-20-32_0000025.wav,original
2024-09-30_11-19-00_0000007_00006167,data/full_training_dataset/spectrograms/2024-09-30_11-19-00_0000007_00006167.png,USV,2024-09-30_11-19-00_0000007.wav,original
2024-09-30_11-21-01_0000034_noise_004f82dd,data/full_training_dataset/spectrograms/2024-09-30_11-21-01_0000034_noise_004f82dd.png,Not USV,2024-09-30_11-21-01_0000034.wav,original
2024-09-30_11-18-17_0000001_00005119,data/full_training_dataset/spectrograms/2024-09-30_11-18-17_0000001_00005119.png,USV,2024-09-30_11-18-17_0000001.wav,original
2024-09-30_11-18-34_0000004_00002632,data/full_training_dataset/spectrograms/2024-09-30_11-18-34_0000004_00002632.png,USV,2024-09-30_11-18-34_0000004.wav,original
2024-09-30_11-20-41_0000029_noise_d4c7051d,data/full_training_dataset/spectrograms/2024-09-30_11-20-41_0000029_noise_d4c7051d.png,Not USV,2024-09-30_11-20-41_0000029.wav,original
2024-09-30_11-21-26_0000040_00001225,data/full_training_dataset/spectrograms/2024-09-30_11-21-26_0000040_00001225.png,Not USV,2024-09-30_11-21-26_0000040.wav,original
neg_random_00311,data/full_training_dataset/spectrograms/neg_random_00311.png,Not USV,2024-09-30_11-20-53_0000032.wav,random
neg_random_00431,data/full_training_dataset/spectrograms/neg_random_00431.png,Not USV,2024-09-30_11-21-40_0000044.wav,random
2024-09-30_11-19-54_0000016_noise_1d2f2ed6,data/full_training_dataset/spectrograms/2024-09-30_11-19-54_0000016_noise_1d2f2ed6.png,Not USV,2024-09-30_11-19-54_0000016.wav,original
neg_random_00036,data/full_training_dataset/spectrograms/neg_random_00036.png,Not USV,2024-09-30_11-18-34_0000004.wav,random
2024-09-30_11-18-34_0000004_00007937,data/full_training_dataset/spectrograms/2024-09-30_11-18-34_0000004_00007937.png,USV,2024-09-30_11-18-34_0000004.wav,original
2024-09-30_11-21-40_0000044_00001123,data/full_training_dataset/spectrograms/2024-09-30_11-21-40_0000044_00001123.png,USV,2024-09-30_11-21-40_0000044.wav,original
neg_random_00496,data/full_training_dataset/spectrograms/neg_random_00496.png,Not USV,2024-09-30_11-22-01_0000050.wav,random
neg_inter_usv_gap_00036,data/full_training_dataset/spectrograms/neg_inter_usv_gap_00036.png,Not USV,2024-09-30_11-18-17_0000001.wav,inter_usv_gap
neg_random_00009,data/full_training_dataset/spectrograms/neg_random_00009.png,Not USV,2024-09-30_11-18-17_0000001.wav,random
2024-09-30_11-19-19_0000012_00001247,data/full_training_dataset/spectrograms/2024-09-30_11-19-19_0000012_00001247.png,USV,2024-09-30_11-19-19_0000012.wav,original
neg_random_00371,data/full_training_dataset/spectrograms/neg_random_00371.png,Not USV,2024-09-30_11-21-22_0000038.wav,random
2024-09-30_11-21-14_0000036_00003126,data/full_training_dataset/spectrograms/2024-09-30_11-21-14_0000036_00003126.png,Not USV,2024-09-30_11-21-14_0000036.wav,original
2024-09-30_11-21-28_0000041_noise_04c408c7,data/full_training_dataset/spectrograms/2024-09-30_11-21-28_0000041_noise_04c408c7.png,Not USV,2024-09-30_11-21-28_0000041.wav,original
neg_inter_usv_gap_00014,data/full_training_dataset/spectrograms/neg_inter_usv_gap_00014.png,Not USV,2024-09-30_11-20-14_0000022.wav,inter_usv_gap
2024-09-30_11-19-19_0000012_noise_928a2a4d,data/full_training_dataset/spectrograms/2024-09-30_11-19-19_0000012_noise_928a2a4d.png,Not USV,2024-09-30_11-19-19_0000012.wav,original
neg_random_00365,data/full_training_dataset/spectrograms/neg_random_00365.png,Not USV,2024-09-30_11-21-18_0000037.wav,random
2024-09-30_11-21-30_0000042_00001072,data/full_training_dataset/spectrograms/2024-09-30_11-21-30_0000042_00001072.png,Not USV,2024-09-30_11-21-30_0000042.wav,original
2024-09-30_11-19-16_0000011_noise_3a61a6c7,data/full_training_dataset/spectrograms/2024-09-30_11-19-16_0000011_noise_3a61a6c7.png,Not USV,2024-09-30_11-19-16_0000011.wav,original
neg_inter_usv_gap_00070,data/full_training_dataset/spectrograms/neg_inter_usv_gap_00070.png,Not USV,2024-09-30_11-21-40_0000044.wav,inter_usv_gap
2024-09-30_11-18-17_0000001_00005439,data/full_training_dataset/spectrograms/2024-09-30_11-18-17_0000001_00005439.png,USV,2024-09-30_11-18-17_0000001.wav,original
neg_random_00096,data/full_training_dataset/spectrograms/neg_random_00096.png,Not USV,2024-09-30_11-19-15_0000010.wav,random
2024-09-30_11-21-26_0000040_00001353,data/full_training_dataset/spectrograms/2024-09-30_11-21-26_0000040_00001353.png,USV,2024-09-30_11-21-26_0000040.wav,original
neg_inter_usv_gap_00223,data/full_training_dataset/spectrograms/neg_inter_usv_gap_00223.png,Not USV,2024-09-30_11-21-07_0000035.wav,inter_usv_gap
2024-09-30_11-21-14_0000036_noise_8fff0d9b,data/full_training_dataset/spectrograms/2024-09-30_11-21-14_0000036_noise_8fff0d9b.png,Not USV,2024-09-30_11-21-14_0000036.wav,original
neg_random_00195,data/full_training_dataset/spectrograms/neg_random_00195.png,Not USV,2024-09-30_11-20-07_0000020.wav,random
2024-09-30_11-19-16_0000011_00001155,data/full_training_dataset/spectrograms/2024-09-30_11-19-16_0000011_00001155.png,USV,2024-09-30_11-19-16_0000011.wav,original
2024-09-30_11-20-53_0000032_noise_df8219bf,data/full_training_dataset/spectrograms/2024-09-30_11-20-53_0000032_noise_df8219bf.png,Not USV,2024-09-30_11-20-53_0000032.wav,original
2024-09-30_11-21-07_0000035_noise_3d66dbc5,data/full_training_dataset/spectrograms/2024-09-30_11-21-07_0000035_noise_3d66dbc5.png,Not USV,2024-09-30_11-21-07_0000035.wav,original
2024-09-30_11-21-34_0000043_00003912,data/full_training_dataset/spectrograms/2024-09-30_11-21-34_0000043_00003912.png,USV,2024-09-30_11-21-34_0000043.wav,original
neg_random_00086,data/full_training_dataset/spectrograms/neg_random_00086.png,Not USV,2024-09-30_11-19-12_0000009.wav,random
neg_inter_usv_gap_00285,data/full_training_dataset/spectrograms/neg_inter_usv_gap_00285.png,Not USV,2024-09-30_11-18-34_0000004.wav,inter_usv_gap
2024-09-30_11-21-34_0000043_00001413,data/full_training_dataset/spectrograms/2024-09-30_11-21-34_0000043_00001413.png,USV,2024-09-30_11-21-34_0000043.wav,original
2024-09-30_11-18-27_0000003_00005310,data/full_training_dataset/spectrograms/2024-09-30_11-18-27_0000003_00005310.png,USV,2024-09-30_11-18-27_0000003.wav,original
neg_random_00041,data/full_training_dataset/spectrograms/neg_random_00041.png,Not USV,2024-09-30_11-18-52_0000005.wav,random
2024-09-30_11-18-34_0000004_00002079,data/full_training_dataset/spectrograms/2024-09-30_11-18-34_0000004_00002079.png,USV,2024-09-30_11-18-34_0000004.wav,original
neg_random_00338,data/full_training_dataset/spectrograms/neg_random_00338.png,Not USV,2024-09-30_11-21-01_0000034.wav,random
2024-09-30_11-21-14_0000036_noise_9043259a,data/full_training_dataset/spectrograms/2024-09-30_11-21-14_0000036_noise_9043259a.png,Not USV,2024-09-30_11-21-14_0000036.wav,original
neg_inter_usv_gap_00034,data/full_training_dataset/spectrograms/neg_inter_usv_gap_00034.png,Not USV,2024-09-30_11-20-14_0000022.wav,inter_usv_gap
2024-09-30_11-21-34_0000043_00001780,data/full_training_dataset/spectrograms/2024-09-30_11-21-34_0000043_00001780.png,USV,2024-09-30_11-21-34_0000043.wav,original
neg_random_00478,data/full_training_dataset/spectrograms/neg_random_00478.png,Not USV,2024-09-30_11-21-57_0000048.wav,random
2024-09-30_11-20-29_0000024_00002181,data/full_training_dataset/spectrograms/2024-09-30_11-20-29_0000024_00002181.png,USV,2024-09-30_11-20-29_0000024.wav,original
neg_random_00477,data/full_training_dataset/spectrograms/neg_random_00477.png,Not USV,2024-09-30_11-21-57_0000048.wav,random
neg_inter_usv_gap_00050,data/full_training_dataset/spectrograms/neg_inter_usv_gap_00050.png,Not USV,2024-09-30_11-19-38_0000015.wav,inter_usv_gap
2024-09-30_11-21-07_0000035_noise_4d25da19,data/full_training_dataset/spectrograms/2024-09-30_11-21-07_0000035_noise_4d25da19.png,Not USV,2024-09-30_11-21-07_0000035.wav,original
2024-09-30_11-19-09_0000008_noise_bec13e21,data/full_training_dataset/spectrograms/2024-09-30_11-19-09_0000008_noise_bec13e21.png,Not USV,2024-09-30_11-19-09_0000008.wav,original
2024-09-30_11-21-01_0000034_noise_8a59f2d2,data/full_training_dataset/spectrograms/2024-09-30_11-21-01_0000034_noise_8a59f2d2.png,Not USV,2024-09-30_11-21-01_0000034.wav,original
neg_random_00358,data/full_training_dataset/spectrograms/neg_random_00358.png,Not USV,2024-09-30_11-21-14_0000036.wav,random
2024-09-30_11-18-34_0000004_00003987,data/full_training_dataset/spectrograms/2024-09-30_11-18-34_0000004_00003987.png,Not USV,2024-09-30_11-18-34_0000004.wav,original
2024-09-30_11-20-56_0000033_noise_3cc26847,data/full_training_dataset/spectrograms/2024-09-30_11-20-56_0000033_noise_3cc26847.png,Not USV,2024-09-30_11-20-56_0000033.wav,original
2024-09-30_11-21-14_0000036_00000203,data/full_training_dataset/spectrograms/2024-09-30_11-21-14_0000036_00000203.png,USV,2024-09-30_11-21-14_0000036.wav,original
2024-09-30_11-21-07_0000035_00004448,data/full_training_dataset/spectrograms/2024-09-30_11-21-07_0000035_00004448.png,USV,2024-09-30_11-21-07_0000035.wav,original
neg_inter_usv_gap_00104,data/full_training_dataset/spectrograms/neg_inter_usv_gap_00104.png,Not USV,2024-09-30_11-21-40_0000044.wav,inter_usv_gap
neg_inter_usv_gap_00246,data/full_training_dataset/spectrograms/neg_inter_usv_gap_00246.png,Not USV,2024-09-30_11-19-00_0000007.wav,inter_usv_gap
neg_random_00486,data/full_training_dataset/spectrograms/neg_random_00486.png,Not USV,2024-09-30_11-21-58_0000049.wav,random
2024-09-30_11-20-03_0000019_noise_7759fcd5,data/full_training_dataset/spectrograms/2024-09-30_11-20-03_0000019_noise_7759fcd5.png,Not USV,2024-09-30_11-20-03_0000019.wav,original
neg_inter_usv_gap_00037,data/full_training_dataset/spectrograms/neg_inter_usv_gap_00037.png,Not USV,2024-09-30_11-18-17_0000001.wav,inter_usv_gap
neg_random_00084,data/full_training_dataset/spectrograms/neg_random_00084.png,Not USV,2024-09-30_11-19-12_0000009.wav,random
2024-09-30_11-18-25_0000002_noise_3027324b,data/full_training_dataset/spectrograms/2024-09-30_11-18-25_0000002_noise_3027324b.png,Not USV,2024-09-30_11-18-25_0000002.wav,original
2024-09-30_11-21-07_0000035_noise_4bff9991,data/full_training_dataset/spectrograms/2024-09-30_11-21-07_0000035_noise_4bff9991.png,Not USV,2024-09-30_11-21-07_0000035.wav,original
neg_inter_usv_gap_00262,data/full_training_dataset/spectrograms/neg_inter_usv_gap_00262.png,Not USV,2024-09-30_11-21-34_0000043.wav,inter_usv_gap
neg_random_00419,data/full_training_dataset/spectrograms/neg_random_00419.png,Not USV,2024-09-30_11-21-30_0000042.wav,random
neg_random_00116,data/full_training_dataset/spectrograms/neg_random_00116.png,Not USV,2024-09-30_11-19-19_0000012.wav,random
2024-09-30_11-21-01_0000034_noise_ddc4c6b1,data/full_training_dataset/spectrograms/2024-09-30_11-21-01_0000034_noise_ddc4c6b1.png,Not USV,2024-09-30_11-21-01_0000034.wav,original
2024-09-30_11-20-07_0000020_00001790,data/full_training_dataset/spectrograms/2024-09-30_11-20-07_0000020_00001790.png,USV,2024-09-30_11-20-07_0000020.wav,original
neg_inter_usv_gap_00191,data/full_training_dataset/spectrograms/neg_inter_usv_gap_00191.png,Not USV,2024-09-30_11-20-45_0000030.wav,inter_usv_gap
2024-09-30_11-20-26_0000023_noise_0f6eb31d,data/full_training_dataset/spectrograms/2024-09-30_11-20-26_0000023_noise_0f6eb31d.png,Not USV,2024-09-30_11-20-26_0000023.wav,original
neg_random_00369,data/full_training_dataset/spectrograms/neg_random_00369.png,Not USV,2024-09-30_11-21-18_0000037.wav,random
neg_random_00394,data/full_training_dataset/spectrograms/neg_random_00394.png,Not USV,2024-09-30_11-21-26_0000040.wav,random
neg_random_00188,data/full_training_dataset/spectrograms/neg_random_00188.png,Not USV,2024-09-30_11-20-03_0000019.wav,random
2024-09-30_11-19-55_0000017_noise_5a919fe3,data/full_training_dataset/spectrograms/2024-09-30_11-19-55_0000017_noise_5a919fe3.png,Not USV,2024-09-30_11-19-55_0000017.wav,original
neg_inter_usv_gap_00160,data/full_training_dataset/spectrograms/neg_inter_usv_gap_00160.png,Not USV,2024-09-30_11-19-34_0000014.wav,inter_usv_gap
2024-09-30_11-19-19_0000012_noise_3e9e8170,data/full_training_dataset/spectrograms/2024-09-30_11-19-19_0000012_noise_3e9e8170.png,Not USV,2024-09-30_11-19-19_0000012.wav,original
2024-09-30_11-20-32_0000025_noise_748325bd,data/full_training_dataset/spectrograms/2024-09-30_11-20-32_0000025_noise_748325bd.png,Not USV,2024-09-30_11-20-32_0000025.wav,original
2024-09-30_11-21-07_0000035_00003739,data/full_training_dataset/spectrograms/2024-09-30_11-21-07_0000035_00003739.png,USV,2024-09-30_11-21-07_0000035.wav,original
2024-09-30_11-21-01_0000034_00003226,data/full_training_dataset/spectrograms/2024-09-30_11-21-01_0000034_00003226.png,USV,2024-09-30_11-21-01_0000034.wav,original
2024-09-30_11-21-07_0000035_noise_a5d1fd16,data/full_training_dataset/spectrograms/2024-09-30_11-21-07_0000035_noise_a5d1fd16.png,Not USV,2024-09-30_11-21-07_0000035.wav,original
neg_random_00253,data/full_training_dataset/spectrograms/neg_random_00253.png,Not USV,2024-09-30_11-20-34_0000026.wav,random
2024-09-30_11-18-27_0000003_00004091,data/full_training_dataset/spectrograms/2024-09-30_11-18-27_0000003_00004091.png,USV,2024-09-30_11-18-27_0000003.wav,original
neg_inter_usv_gap_00077,data/full_training_dataset/spectrograms/neg_inter_usv_gap_00077.png,Not USV,2024-09-30_11-20-56_0000033.wav,inter_usv_gap
neg_inter_usv_gap_00090,data/full_training_dataset/spectrograms/neg_inter_usv_gap_00090.png,Not USV,2024-09-30_11-19-00_0000007.wav,inter_usv_gap
2024-09-30_11-20-32_0000025_00001742,data/full_training_dataset/spectrograms/2024-09-30_11-20-32_0000025_00001742.png,USV,2024-09-30_11-20-32_0000025.wav,original
neg_random_00242,data/full_training_dataset/spectrograms/neg_random_00242.png,Not USV,2024-09-30_11-20-32_0000025.wav,random
neg_random_00498,data/full_training_dataset/spectrograms/neg_random_00498.png,Not USV,2024-09-30_11-22-01_0000050.wav,random
neg_inter_usv_gap_00121,data/full_training_dataset/spectrograms/neg_inter_usv_gap_00121.png,Not USV,2024-09-30_11-18-52_0000005.wav,inter_usv_gap
neg_random_00114,data/full_training_dataset/spectrograms/neg_random_00114.png,Not USV,2024-09-30_11-19-19_0000012.wav,random
2024-09-30_11-21-18_0000037_00001529,data/full_training_dataset/spectrograms/2024-09-30_11-21-18_0000037_00001529.png,USV,2024-09-30_11-21-18_0000037.wav,original
2024-09-30_11-20-32_0000025_00002199,data/full_training_dataset/spectrograms/2024-09-30_11-20-32_0000025_00002199.png,Not USV,2024-09-30_11-20-32_0000025.wav,original
2024-09-30_11-21-34_0000043_00001309,data/full_training_dataset/spectrograms/2024-09-30_11-21-34_0000043_00001309.png,USV,2024-09-30_11-21-34_0000043.wav,original
neg_random_00137,data/full_training_dataset/spectrograms/neg_random_00137.png,Not USV,2024-09-30_11-19-34_0000014.wav,random
2024-09-30_11-18-17_0000001_noise_40c354f6,data/full_training_dataset/spectrograms/2024-09-30_11-18-17_0000001_noise_40c354f6.png,Not USV,2024-09-30_11-18-17_0000001.wav,original
2024-09-30_11-19-19_0000012_noise_9e66a6e8,data/full_training_dataset/spectrograms/2024-09-30_11-19-19_0000012_noise_9e66a6e8.png,Not USV,2024-09-30_11-19-19_0000012.wav,original
neg_inter_usv_gap_00288,data/full_training_dataset/spectrograms/neg_inter_usv_gap_00288.png,Not USV,2024-09-30_11-21-34_0000043.wav,inter_usv_gap
2024-09-30_11-19-55_0000017_noise_83b3c6dd,data/full_training_dataset/spectrograms/2024-09-30_11-19-55_0000017_noise_83b3c6dd.png,Not USV,2024-09-30_11-19-55_0000017.wav,original
neg_random_00417,data/full_training_dataset/spectrograms/neg_random_00417.png,Not USV,2024-09-30_11-21-30_0000042.wav,random
neg_random_00110,data/full_training_dataset/spectrograms/neg_random_00110.png,Not USV,2024-09-30_11-19-19_0000012.wav,random
2024-09-30_11-18-34_0000004_00002929,data/full_training_dataset/spectrograms/2024-09-30_11-18-34_0000004_00002929.png,USV,2024-09-30_11-18-34_0000004.wav,original
2024-09-30_11-18-57_0000006_00001451,data/full_training_dataset/spectrograms/2024-09-30_11-18-57_0000006_00001451.png,USV,2024-09-30_11-18-57_0000006.wav,original
2024-09-30_11-19-00_0000007_noise_0b8186b6,data/full_training_dataset/spectrograms/2024-09-30_11-19-00_0000007_noise_0b8186b6.png,Not USV,2024-09-30_11-19-00_0000007.wav,original
neg_inter_usv_gap_00128,data/full_training_dataset/spectrograms/neg_inter_usv_gap_00128.png,Not USV,2024-09-30_11-18-27_0000003.wav,inter_usv_gap
2024-09-30_11-19-55_0000017_00000975,data/full_training_dataset/spectrograms/2024-09-30_11-19-55_0000017_00000975.png,USV,2024-09-30_11-19-55_0000017.wav,original
neg_random_00022,data/full_training_dataset/spectrograms/neg_random_00022.png,Not USV,2024-09-30_11-18-27_0000003.wav,random
neg_random_00348,data/full_training_dataset/spectrograms/neg_random_00348.png,Not USV,2024-09-30_11-21-07_0000035.wav,random
neg_random_00148,data/full_training_dataset/spectrograms/neg_random_00148.png,Not USV,2024-09-30_11-19-38_0000015.wav,random
2024-09-30_11-20-26_0000023_00001175,data/full_training_dataset/spectrograms/2024-09-30_11-20-26_0000023_00001175.png,USV,2024-09-30_11-20-26_0000023.wav,original
2024-09-30_11-20-29_0000024_noise_6dc542e0,data/full_training_dataset/spectrograms/2024-09-30_11-20-29_0000024_noise_6dc542e0.png,Not USV,2024-09-30_11-20-29_0000024.wav,original
2024-09-30_11-18-27_0000003_00004259,data/full_training_dataset/spectrograms/2024-09-30_11-18-27_0000003_00004259.png,Not USV,2024-09-30_11-18-27_0000003.wav,original
neg_random_00079,data/full_training_dataset/spectrograms/neg_random_00079.png,Not USV,2024-09-30_11-19-09_0000008.wav,random
2024-09-30_11-18-34_0000004_00003222,data/full_training_dataset/spectrograms/2024-09-30_11-18-34_0000004_00003222.png,USV,2024-09-30_11-18-34_0000004.wav,original
2024-09-30_11-21-01_0000034_00003514,data/full_training_dataset/spectrograms/2024-09-30_11-21-01_0000034_00003514.png,USV,2024-09-30_11-21-01_0000034.wav,original
2024-09-30_11-20-53_0000032_noise_487239eb,data/full_training_dataset/spectrograms/2024-09-30_11-20-53_0000032_noise_487239eb.png,Not USV,2024-09-30_11-20-53_0000032.wav,original
2024-09-30_11-20-09_0000021_00001899,data/full_training_dataset/spectrograms/2024-09-30_11-20-09_0000021_00001899.png,Not USV,2024-09-30_11-20-09_0000021.wav,original
2024-09-30_11-21-40_0000044_noise_987ab09e,data/full_training_dataset/spectrograms/2024-09-30_11-21-40_0000044_noise_987ab09e.png,Not USV,2024-09-30_11-21-40_0000044.wav,original
2024-09-30_11-21-18_0000037_noise_8118b7b9,data/full_training_dataset/spectrograms/2024-09-30_11-21-18_0000037_noise_8118b7b9.png,Not USV,2024-09-30_11-21-18_0000037.wav,original
2024-09-30_11-21-30_0000042_00001363,data/full_training_dataset/spectrograms/2024-09-30_11-21-30_0000042_00001363.png,Not USV,2024-09-30_11-21-30_0000042.wav,original
2024-09-30_11-19-00_0000007_00004993,data/full_training_dataset/spectrograms/2024-09-30_11-19-00_0000007_00004993.png,USV,2024-09-30_11-19-00_0000007.wav,original
2024-09-30_11-18-25_0000002_noise_8e44df63,data/full_training_dataset/spectrograms/2024-09-30_11-18-25_0000002_noise_8e44df63.png,Not USV,2024-09-30_11-18-25_0000002.wav,original
neg_inter_usv_gap_00113,data/full_training_dataset/spectrograms/neg_inter_usv_gap_00113.png,Not USV,2024-09-30_11-18-34_0000004.wav,inter_usv_gap
neg_random_00178,data/full_training_dataset/spectrograms/neg_random_00178.png,Not USV,2024-09-30_11-19-58_0000018.wav,random
neg_random_00387,data/full_training_dataset/spectrograms/neg_random_00387.png,Not USV,2024-09-30_11-21-24_0000039.wav,random
2024-09-30_11-19-19_0000012_00004557,data/full_training_dataset/spectrograms/2024-09-30_11-19-19_0000012_00004557.png,USV,2024-09-30_11-19-19_0000012.wav,original
2024-09-30_11-19-31_0000013_noise_54b8e091,data/full_training_dataset/spectrograms/2024-09-30_11-19-31_0000013_noise_54b8e091.png,Not USV,2024-09-30_11-19-31_0000013.wav,original
neg_random_00359,data/full_training_dataset/spectrograms/neg_random_00359.png,Not USV,2024-09-30_11-21-14_0000036.wav,random
2024-09-30_11-20-53_0000032_00002151,data/full_training_dataset/spectrograms/2024-09-30_11-20-53_0000032_00002151.png,USV,2024-09-30_11-20-53_0000032.wav,original
2024-09-30_11-19-19_0000012_00004084,data/full_training_dataset/spectrograms/2024-09-30_11-19-19_0000012_00004084.png,USV,2024-09-30_11-19-19_0000012.wav,original
2024-09-30_11-20-56_0000033_00001443,data/full_training_dataset/spectrograms/2024-09-30_11-20-56_0000033_00001443.png,USV,2024-09-30_11-20-56_0000033.wav,original
