wav_file,detection_index,start_time_s,end_time_s,duration_ms,max_prob,mean_prob,user_action,timestamp
2024-09-30_11-19-38_0000015,41,7.604053,7.663787,59.73,0.236498,0.167737,,2026-02-15T23:47:19.925267
2024-09-30_11-19-38_0000015,42,7.813120,7.872853,59.73,0.191841,0.109933,,2026-02-15T23:47:20.281264
2024-09-30_11-19-38_0000015,43,7.911253,7.983787,72.53,0.193215,0.116813,,2026-02-15T23:47:20.658620
2024-09-30_11-19-38_0000015,44,8.026453,8.086187,59.73,0.212752,0.122941,,2026-02-15T23:47:21.033189
2024-09-30_11-19-38_0000015,45,8.128853,8.201387,72.53,0.116355,0.078614,,2026-02-15T23:47:21.411306
2024-09-30_11-19-38_0000015,46,8.316587,8.393387,76.80,0.074576,0.058160,,2026-02-15T23:47:21.781310
2024-09-30_11-19-38_0000015,47,8.572587,8.670720,98.13,0.233772,0.100668,,2026-02-15T23:47:22.159803
2024-09-30_11-19-38_0000015,48,8.738987,8.824320,85.33,0.278382,0.154285,,2026-02-15T23:47:22.537302
2024-09-30_11-19-38_0000015,49,8.990720,9.071787,81.07,0.107456,0.064368,,2026-02-15T23:47:22.896801
2024-09-30_11-19-38_0000015,50,9.140053,9.199787,59.73,0.078630,0.060355,,2026-02-15T23:47:23.238802
2024-09-30_11-19-38_0000015,51,9.246720,9.323520,76.80,0.161870,0.089812,,2026-02-15T23:47:23.613840
2024-09-30_11-19-38_0000015,52,9.374720,9.464074,89.35,0.205305,0.107670,,2026-02-15T23:47:23.981839
2024-09-30_11-19-38_0000015,53,9.509299,9.552391,43.09,0.148259,0.099078,,2026-02-15T23:47:24.393461
2024-09-30_11-19-38_0000015,54,9.620656,9.687215,66.56,0.143864,0.075973,,2026-02-15T23:47:24.746958
2024-09-30_11-19-38_0000015,55,9.747373,9.826987,79.61,0.214625,0.117552,,2026-02-15T23:47:25.100960
2024-09-30_11-19-38_0000015,56,9.882453,9.929387,46.93,0.239019,0.130844,,2026-02-15T23:47:25.567960
2024-09-30_11-19-38_0000015,57,9.989120,10.057387,68.27,0.286960,0.151389,,2026-02-15T23:47:25.923960
2024-09-30_11-19-38_0000015,58,10.108587,10.181120,72.53,0.205668,0.096189,,2026-02-15T23:47:26.271959
2024-09-30_11-19-38_0000015,59,10.218401,10.287787,69.39,0.284222,0.126144,,2026-02-15T23:47:26.623503
2024-09-30_11-19-38_0000015,60,10.333171,10.380530,47.36,0.000000,0.000000,added_manually,2026-02-15T23:47:26.994003
2024-09-30_11-19-38_0000015,61,10.449920,10.488474,38.55,0.142774,0.094947,,2026-02-15T23:47:27.348542
2024-09-30_11-19-38_0000015,62,10.556587,10.594987,38.40,0.113862,0.071607,,2026-02-15T23:47:27.706182
2024-09-30_11-19-38_0000015,63,10.649323,10.700522,51.20,0.000000,0.000000,added_manually,2026-02-15T23:47:28.057682
2024-09-30_11-19-38_0000015,64,10.769920,10.889387,119.47,0.385804,0.163190,,2026-02-15T23:47:28.421681
2024-09-30_11-19-38_0000015,65,10.897920,10.949120,51.20,0.161414,0.104140,,2026-02-15T23:47:28.778182
2024-09-30_11-19-38_0000015,66,11.021653,11.058059,36.41,0.053619,0.043661,,2026-02-15T23:47:29.129204
2024-09-30_11-19-38_0000015,67,11.141683,11.185202,43.52,0.000000,0.000000,added_manually,2026-02-15T23:47:29.489698
2024-09-30_11-19-38_0000015,68,11.264853,11.307520,42.67,0.115380,0.078738,,2026-02-15T23:47:29.864731
2024-09-30_11-19-38_0000015,69,11.384320,11.448320,64.00,0.198810,0.120791,,2026-02-15T23:47:30.313098
2024-09-30_11-19-38_0000015,70,11.495808,11.559253,63.45,0.094979,0.058074,,2026-02-15T23:47:30.669145
2024-09-30_11-19-38_0000015,71,11.616978,11.665920,48.94,0.097689,0.074669,,2026-02-15T23:47:31.057144
2024-09-30_11-19-38_0000015,72,11.823787,12.002987,179.20,0.274213,0.111221,,2026-02-15T23:47:31.448399
2024-09-30_11-19-38_0000015,73,12.032853,12.122453,89.60,0.310837,0.149693,,2026-02-15T23:47:31.820364
2024-09-30_11-19-38_0000015,74,12.263253,12.305920,42.67,0.096238,0.068471,,2026-02-15T23:47:32.182596
2024-09-30_11-19-38_0000015,75,12.442556,12.480853,38.30,0.105628,0.052669,,2026-02-15T23:47:32.545326
2024-09-30_11-19-38_0000015,76,12.728320,12.770987,42.67,0.105714,0.063537,,2026-02-15T23:47:33.299574
2024-09-30_11-19-38_0000015,77,13.095253,13.163520,68.27,0.157679,0.090940,,2026-02-15T23:47:33.670570
2024-09-30_11-19-38_0000015,78,13.309094,13.423787,114.69,0.253657,0.094127,,2026-02-15T23:47:34.038569
2024-09-30_11-19-38_0000015,79,13.531381,13.571487,40.11,0.000000,0.000000,added_manually,2026-02-15T23:47:34.405068
2024-09-30_11-19-38_0000015,80,13.656818,13.687537,30.72,0.000000,0.000000,added_manually,2026-02-15T23:47:34.772067
2024-09-30_11-19-38_0000015,81,13.748053,13.794628,46.57,0.070714,0.051807,,2026-02-15T23:47:35.240568
2024-09-30_11-19-38_0000015,82,13.964863,14.071527,106.66,0.196193,0.113042,,2026-02-15T23:47:35.587068
2024-09-30_11-19-38_0000015,83,14.123579,14.203364,79.78,0.000000,0.000000,added_manually,2026-02-15T23:47:35.948194
2024-09-30_11-19-38_0000015,84,14.256269,14.324053,67.78,0.085049,0.054637,,2026-02-15T23:47:36.303694
2024-09-30_11-19-38_0000015,85,14.406025,14.456320,50.29,0.068691,0.054126,,2026-02-15T23:47:36.646194
2024-09-30_11-19-38_0000015,86,14.534022,14.584320,50.30,0.190835,0.108442,,2026-02-15T23:47:36.998693
2024-09-30_11-19-38_0000015,87,14.639787,14.729387,89.60,0.177897,0.089289,,2026-02-15T23:47:37.362665
2024-09-30_11-19-38_0000015,88,14.809641,14.867667,58.03,0.086921,0.064116,,2026-02-15T23:47:37.716133
2024-09-30_11-19-38_0000015,89,15.045120,15.126187,81.07,0.275048,0.135219,,2026-02-15T23:47:38.059634
2024-09-30_11-19-38_0000015,90,16.231253,16.290987,59.73,0.092184,0.073987,,2026-02-15T23:47:38.414134
2024-09-30_11-19-38_0000015,91,16.308053,16.354987,46.93,0.103056,0.087009,,2026-02-15T23:47:38.781785
