source_file,row,make,model,engine,filter_type,csv_oem,status,corrected_oem,error_type,verification_source,notes
filter_specs.csv,34,Hyundai,Ioniq,G4LE,cabin_filter,97133-G2000,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,35,Hyundai,Santa Fe,G4KE,oil_filter,26300-35505,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,35,Hyundai,Santa Fe,G4KE,air_filter,28113-2P300,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,35,Hyundai,Santa Fe,G4KE,cabin_filter,97133-2E250,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,36,Hyundai,Santa Fe,G4KL,oil_filter,26300-35505,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,36,Hyundai,Santa Fe,G4KL,air_filter,28113-S1100,LIKELY_FABRICATED,,Not found in any source,,Not found. Real Santa Fe uses 28113-L1100 or similar.
filter_specs.csv,36,Hyundai,Santa Fe,G4KL,cabin_filter,97133-S1000,LIKELY_FABRICATED,,Not found in any source,,Not found.
filter_specs.csv,37,Hyundai,Elantra,G4FG,oil_filter,26300-35505,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,37,Hyundai,Elantra,G4FG,air_filter,28113-A5800,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,37,Hyundai,Elantra,G4FG,cabin_filter,97133-F2000,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,38,Hyundai,Bayon,G4LC,oil_filter,26300-35505,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,38,Hyundai,Bayon,G4LC,air_filter,28113-L1000,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,38,Hyundai,Bayon,G4LC,cabin_filter,97133-L1000,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,39,Kia,Sportage,G4FD,oil_filter,26300-35505,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,39,Kia,Sportage,G4FD,air_filter,28113-2S000,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,39,Kia,Sportage,G4FD,cabin_filter,97133-2E250,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,40,Kia,Sportage,G4FJ,oil_filter,26300-35505,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,40,Kia,Sportage,G4FJ,air_filter,28113-D3300,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,40,Kia,Sportage,G4FJ,cabin_filter,97133-D3000,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,41,Kia,Sportage,G4FP,oil_filter,26300-35505,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,41,Kia,Sportage,G4FP,air_filter,28113-S1100,LIKELY_FABRICATED,,Not found in any source,,Not found. Real Santa Fe uses 28113-L1100 or similar.
filter_specs.csv,41,Kia,Sportage,G4FP,cabin_filter,97133-S1000,LIKELY_FABRICATED,,Not found in any source,,Not found.
filter_specs.csv,42,Kia,Picanto,G4LA,oil_filter,26300-35505,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,42,Kia,Picanto,G4LA,air_filter,28113-07100,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,42,Kia,Picanto,G4LA,cabin_filter,97133-B5000,LIKELY_FABRICATED,,Not found in any source,,Not found.
filter_specs.csv,43,Kia,Picanto,G3LC,oil_filter,26300-35505,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,43,Kia,Picanto,G3LC,air_filter,28113-J9000,LIKELY_FABRICATED,,Not found in any source,,Not found. Older Picanto uses 28113-07100.
filter_specs.csv,43,Kia,Picanto,G3LC,cabin_filter,97133-B5000,LIKELY_FABRICATED,,Not found in any source,,Not found.
filter_specs.csv,44,Kia,Ceed,G4FD,oil_filter,26300-35505,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,44,Kia,Ceed,G4FD,air_filter,28113-A5800,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,44,Kia,Ceed,G4FD,cabin_filter,97133-B2000,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,45,Kia,Ceed,G4LD,oil_filter,26300-35505,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,45,Kia,Ceed,G4LD,air_filter,28113-J9100,WRONG_CORRECTED,28113-A9100,wrong_middle (J9100->A9100),hyundaioempartsdirect.com,Hyundai i30 air filter. Or 28113-S0100 for i30N.
filter_specs.csv,45,Kia,Ceed,G4LD,cabin_filter,97133-J9100,LIKELY_FABRICATED,,Not found in any source,,Not found. 97133 prefix is correct for Hyundai cabin filters.
filter_specs.csv,46,Kia,Niro,G4LE,oil_filter,26300-35505,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,46,Kia,Niro,G4LE,air_filter,28113-G2200,WRONG_CORRECTED,28113-G2700,wrong_suffix (G2200->G2700),"hyundaioempartsdirect.com, amazon.com OEM",Hyundai Ioniq air filter.
filter_specs.csv,46,Kia,Niro,G4LE,cabin_filter,97133-G2000,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,47,Kia,Sorento,G4KE,oil_filter,26300-35505,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,47,Kia,Sorento,G4KE,air_filter,28113-2P300,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,47,Kia,Sorento,G4KE,cabin_filter,97133-2E210,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,48,Kia,Stonic,G4LC,oil_filter,26300-35505,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,48,Kia,Stonic,G4LC,air_filter,28113-J9100,WRONG_CORRECTED,28113-A9100,wrong_middle (J9100->A9100),hyundaioempartsdirect.com,Hyundai i30 air filter. Or 28113-S0100 for i30N.
filter_specs.csv,48,Kia,Stonic,G4LC,cabin_filter,97133-J9100,LIKELY_FABRICATED,,Not found in any source,,Not found. 97133 prefix is correct for Hyundai cabin filters.
filter_specs.csv,49,Kia,Seltos,G4FG,oil_filter,26300-35505,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,49,Kia,Seltos,G4FG,air_filter,28113-H8100,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,49,Kia,Seltos,G4FG,cabin_filter,97133-J9100,LIKELY_FABRICATED,,Not found in any source,,Not found. 97133 prefix is correct for Hyundai cabin filters.
filter_specs.csv,50,Kia,Rio,G4FC,oil_filter,26300-35505,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,50,Kia,Rio,G4FC,air_filter,28113-1R100,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,50,Kia,Rio,G4FC,cabin_filter,97133-B5000,LIKELY_FABRICATED,,Not found in any source,,Not found.
filter_specs.csv,51,Kia,Rio,G4LC,oil_filter,26300-35505,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,51,Kia,Rio,G4LC,air_filter,28113-J9000,LIKELY_FABRICATED,,Not found in any source,,Not found. Older Picanto uses 28113-07100.
filter_specs.csv,51,Kia,Rio,G4LC,cabin_filter,97133-B5000,LIKELY_FABRICATED,,Not found in any source,,Not found.
filter_specs.csv,52,Mazda,3,PE-VPS,oil_filter,SH01-14-302A,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,52,Mazda,3,PE-VPS,air_filter,SH01-13-3A0A,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,52,Mazda,3,PE-VPS,cabin_filter,KD45-61-J6X,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,53,Mazda,CX-5,PE-VPS,oil_filter,SH01-14-302A,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,53,Mazda,CX-5,PE-VPS,air_filter,SH01-13-3A0A,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,53,Mazda,CX-5,PE-VPS,cabin_filter,KD45-61-J6X,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,54,Mazda,CX-5,PY-VPS,oil_filter,SH01-14-302A,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,54,Mazda,CX-5,PY-VPS,air_filter,SH01-13-3A0A,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,54,Mazda,CX-5,PY-VPS,cabin_filter,KD45-61-J6X,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,55,Mazda,CX-5,SH-VPTS,oil_filter,SH01-14-302A,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,55,Mazda,CX-5,SH-VPTS,air_filter,SH01-13-3A0A,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,55,Mazda,CX-5,SH-VPTS,cabin_filter,KD45-61-J6X,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,56,Mazda,2,P3-VPS,oil_filter,PE01-14-302B,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,56,Mazda,2,P3-VPS,air_filter,D09W-13-Z40,LIKELY_FABRICATED,,Not found in any source,,Not found.
filter_specs.csv,56,Mazda,2,P3-VPS,cabin_filter,D09W-61-J6X,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,57,Mazda,CX-30,PE-VPS,oil_filter,SH01-14-302A,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,57,Mazda,CX-30,PE-VPS,air_filter,SH01-13-3A0A,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,57,Mazda,CX-30,PE-VPS,cabin_filter,KD45-61-J6X,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,58,Mazda,CX-3,PE-VPS,oil_filter,PE01-14-302B,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,58,Mazda,CX-3,PE-VPS,air_filter,PE07-13-3A0A,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,58,Mazda,CX-3,PE-VPS,cabin_filter,D09W-61-J6X,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,59,Mazda,CX-9,PY-VPTS,oil_filter,SH01-14-302A,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,59,Mazda,CX-9,PY-VPTS,air_filter,PY8W-13-3A0,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,59,Mazda,CX-9,PY-VPTS,cabin_filter,TK48-61-J6X,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,60,Mazda,MX-5,PE-VPS,oil_filter,PE01-14-302B,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,60,Mazda,MX-5,PE-VPS,air_filter,PE07-13-3A0A,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,60,Mazda,MX-5,PE-VPS,cabin_filter,N246-61-J6X,LIKELY_FABRICATED,,Not found in any source,,Not found.
filter_specs.csv,61,Skoda,Octavia,CZDA,oil_filter,04E 115 561 H,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,61,Skoda,Octavia,CZDA,air_filter,5Q0 129 620 B,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,61,Skoda,Octavia,CZDA,cabin_filter,5Q0 819 653,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,62,Skoda,Octavia,CRLB,oil_filter,03N 115 562,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,62,Skoda,Octavia,CRLB,air_filter,5Q0 129 620 B,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,62,Skoda,Octavia,CRLB,cabin_filter,5Q0 819 653,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,63,Skoda,Fabia,CWVA,oil_filter,04E 115 561 H,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,63,Skoda,Fabia,CWVA,air_filter,6C0 129 620,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,63,Skoda,Fabia,CWVA,cabin_filter,6R0 819 653,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,64,Skoda,Karoq,CZDA,oil_filter,04E 115 561 H,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,64,Skoda,Karoq,CZDA,air_filter,5Q0 129 620 B,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,64,Skoda,Karoq,CZDA,cabin_filter,5Q0 819 653,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,65,Skoda,Karoq,DFGA,oil_filter,03N 115 562,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,65,Skoda,Karoq,DFGA,air_filter,5Q0 129 620 B,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,65,Skoda,Karoq,DFGA,cabin_filter,5Q0 819 653,VERIFIED_EXISTS,,,Spareto OE lookup,
filter_specs.csv,66,Skoda,Kodiaq,CZDA,oil_filter,04E 115 561 H,VERIFIED_EXISTS,,,Spareto OE lookup,
