id,umap_x,umap_y,syllable_type
3,-3.377141,10.850161,Short
1,4.749593,17.993155,Complex
2,4.695793,18.008717,Complex
3,-1.2169363,13.067742,Flat
1,-1.611374,12.205886,Short
2,-1.9105943,13.691986,Flat
1,-0.9268486,12.829144,Flat
1,5.147351,12.080267,Short
1,-3.4051528,10.809961,Short
2,3.3775241,16.35627,Chevron
3,-3.340787,11.106303,Flat
4,4.396859,17.337427,Chevron
1,4.096813,17.66532,Complex
1,5.4623575,15.94894,Down
2,4.0579166,16.485725,Short
3,2.9657624,11.303298,Flat
1,-1.3265945,13.939811,Short
2,-1.9809816,11.997594,Short
3,4.160442,10.772866,Short
4,6.802398,14.437788,Short
5,-0.3232339,12.76975,Short
6,5.7721324,17.254452,Short
1,4.7973933,18.210808,Complex
2,5.3432326,16.706913,Chevron
3,5.968609,16.897491,Short
4,2.8949223,11.290481,Flat
5,-3.1177175,11.783655,Flat
6,-3.4208384,11.181923,Short
7,-0.74742925,13.312061,Short
8,3.7857757,12.714813,Flat
9,3.570868,17.589731,Complex
10,4.514661,11.041727,Short
11,3.062549,11.232846,Short
12,-1.9146231,13.596273,Short
13,-0.67378914,13.194855,Short
14,5.9782906,11.309054,Short
15,-1.3931317,13.719676,Short
16,3.2846673,13.788524,Up
17,5.6482234,11.053821,Short
18,6.85271,14.797526,Short
1,4.633634,18.022806,Complex
2,5.7118073,16.23929,Chevron
3,-0.6986271,14.705717,Flat
1,-0.7083174,14.619759,Flat
2,4.7614236,15.722948,Flat
1,4.7293105,15.653502,Flat
2,5.7652607,16.78362,Short
3,1.8658924,15.273647,Up
1,-1.992676,13.458452,Flat
2,-2.041539,13.522999,Flat
3,-2.0446491,13.533605,Flat
4,-1.9915032,13.484454,Flat
5,-1.9818188,13.494243,Flat
6,-1.99015,13.372636,Flat
7,-2.098643,13.187784,Short
1,2.636075,16.450981,Down
2,3.918787,17.66916,Complex
3,3.1969125,15.82894,Up
4,4.097394,16.534948,Frequency_Jump
5,5.001996,17.905878,Complex
6,2.485746,15.647614,Up
1,3.1820138,11.510639,Short
1,-0.0816438,12.078307,Short
1,4.555296,17.795057,Complex
2,4.162084,11.252434,Short
1,4.2487087,11.32624,Short
2,-1.9711455,12.06618,Short
3,5.2643104,11.092361,Short
4,5.378601,16.667635,Frequency_Jump
5,4.305027,11.3942,Short
1,-2.236886,11.75231,Short
2,-2.6828268,11.355023,Short
3,3.0200956,16.208603,Short
4,2.2714672,15.272401,Up
1,-2.1021812,13.482122,Short
2,5.89851,16.958801,Short
1,3.5397818,15.933569,Short
1,5.5646095,12.571692,Up
1,3.2402632,15.603083,Up
2,5.7935166,11.06962,Short
3,5.7302375,10.985371,Short
4,7.1093764,14.677338,Short
5,5.7917905,11.100689,Short
6,-0.29299444,12.382608,Short
1,5.904931,11.042809,Short
2,7.0113025,14.427389,Flat
3,-0.37445956,12.477201,Short
4,3.9864218,10.797811,Flat
5,3.632372,12.950378,Up
6,4.8694963,10.504921,Short
7,2.1790152,15.61175,Up
8,3.6485586,12.748073,Up
9,7.1384697,14.531297,Short
10,3.1492496,11.161472,Short
11,2.9987946,13.970209,Up
12,3.4405875,17.407173,Chevron
13,0.58821005,16.421778,Chevron
14,3.8817556,11.058122,Flat
15,4.9914384,18.09133,Short
16,1.9977491,15.94033,Up
17,4.3367352,16.160448,Chevron
1,4.821479,17.461185,Complex
2,2.9405632,16.720654,Chevron
3,-2.5412083,11.411189,Short
4,-2.582489,11.378093,Short
5,5.994675,11.329775,Short
1,-2.3979652,11.88801,Short
2,3.9861352,16.299644,Chevron
3,-3.0270844,11.951947,Short
4,3.7921822,11.128292,Flat
5,3.6961408,13.505287,Up
6,2.628488,15.796356,Chevron
7,-1.1904261,14.002626,Short
8,4.719604,10.719483,Short
9,2.2057788,14.588822,Up
10,2.4818869,15.793919,Up
11,2.8018198,11.535413,Up
12,4.154454,10.738494,Short
1,-0.6214534,12.019861,Short
1,3.818893,16.243973,Short
1,-1.1714612,13.801614,Short
1,5.1156473,16.204792,Chevron
2,3.6121657,13.206699,Flat
3,3.8252041,10.7685375,Short
4,3.780637,10.740422,Short
5,0.21940143,16.048798,Flat
1,-1.8088893,13.036119,Flat
1,-2.1680148,12.009475,Short
2,3.2126782,11.156201,Up
1,0.20259996,15.966387,Up
1,3.803744,17.352491,Complex
1,4.242306,17.884472,Complex
2,4.911495,10.528081,Short
3,5.245,16.770662,Frequency_Jump
4,3.1251009,13.900306,Up
5,2.2008514,15.621617,Up
6,3.7202165,12.830762,Flat
7,4.4185953,16.66368,Chevron
1,3.880259,12.668049,Up
1,3.962907,17.571468,Complex
2,3.0017357,14.11115,Up
3,5.026764,10.60351,Short
4,4.22787,15.958961,Short
1,3.5272276,12.705451,Flat
1,-3.3347406,10.923724,Down
2,-3.4911957,10.738953,Short
3,3.1161122,16.13216,Complex
1,5.351507,16.133791,Up
2,3.971562,17.299889,Complex
3,4.334133,11.323721,Short
4,2.6532774,14.391352,Up
5,2.672607,14.420098,Short
6,2.646336,14.348512,Short
1,-3.4352193,10.757346,Down
2,-3.2063155,11.156262,Down
3,-3.162687,11.526752,Up
4,3.4148605,16.412123,Complex
5,0.016311297,15.742987,Flat
6,5.7830753,11.474838,Short
7,2.824164,15.4551935,Up
8,4.954658,10.5697975,Short
1,-1.8688065,13.746113,Flat
2,-2.9368644,11.738143,Up
3,3.0388553,15.43002,Up
4,-2.0157893,12.734367,Short
1,-0.32317442,12.571247,Short
2,4.927065,16.126532,Short
3,2.7267184,15.812488,Chevron
4,5.3500624,16.552713,Frequency_Jump
1,4.423575,17.827003,Complex
2,-3.0830114,11.115948,Short
1,-3.274187,11.438764,Flat
2,-2.7164733,11.2006855,Down
3,0.58525497,16.459604,Flat
4,0.6977187,16.592905,Flat
5,0.55570966,16.498892,Flat
6,0.5656522,16.678791,Chevron
7,3.3565435,16.543736,Complex
8,4.540525,16.856192,Chevron
9,4.778057,17.363508,Complex
1,0.88478404,16.424454,Frequency_Jump
2,2.7559428,17.10245,Frequency_Jump
1,5.7292347,16.392319,Chevron
2,6.50691,14.530232,Flat
3,2.4791584,15.406186,Up
4,4.826191,18.177355,Short
5,4.978566,11.052359,Short
1,4.6301765,16.08259,Chevron
2,-0.67152804,14.790972,Flat
3,4.691626,15.918081,Chevron
1,4.7512794,15.784379,Chevron
2,-0.87256986,12.621351,Flat
3,6.003491,11.451588,Short
4,-0.65787625,12.07056,Short
5,2.9296994,15.474695,Up
6,4.231627,10.809782,Short
7,3.3823051,14.056323,Short
8,3.5741346,13.159788,Up
1,4.7195106,18.196993,Complex
2,4.223895,15.954147,Short
3,6.552663,14.596492,Short
4,4.7608805,18.191408,Complex
5,-2.4873703,11.588304,Short
6,6.9937387,14.473423,Flat
7,3.5419366,17.613377,Complex
8,4.77853,17.315098,Chevron
1,5.4823256,16.589659,Frequency_Jump
2,-0.8455695,13.355347,Short
3,6.657127,14.435801,Short
1,-0.779253,13.102744,Short
2,6.1258698,16.82678,Short
3,-0.4446907,12.509963,Short
1,5.853606,17.209452,Short
2,-0.3986274,12.422539,Short
3,-0.932715,14.197813,Flat
1,-1.553796,13.469129,Short
2,2.523759,15.954736,Up
3,-0.1396732,12.050849,Short
4,-1.4131233,13.09008,Short
5,3.4460874,13.349749,Up
6,4.7419443,16.27718,Chevron
7,1.6281961,15.417862,Up
8,-0.5197348,14.105184,Up
9,-0.7149273,14.381379,Flat
10,-0.15907672,12.294063,Short
11,5.847043,11.062187,Short
1,-0.2476743,15.367217,Flat
2,-0.29254073,15.335325,Flat
3,-0.29692662,15.33851,Flat
4,-0.16737016,15.533818,Flat
5,4.5136724,18.117327,Complex
6,-0.06198363,12.100082,Short
7,-0.68552446,12.461707,Flat
8,7.2135177,14.527731,Short
1,-0.45910212,14.174379,Flat
2,4.691391,17.329376,Chevron
1,4.6202216,17.207764,Chevron
2,-1.0489466,12.510817,Flat
3,1.865089,15.444424,Flat
4,1.7739725,15.397946,Up
5,4.850907,10.971535,Short
6,2.7916088,15.67321,Up
7,-0.6493898,12.510421,Flat
8,3.9999552,16.290092,Short
1,5.837241,11.1108055,Short
2,3.3335104,13.625914,Up
3,4.748144,17.632595,Complex
1,-0.72689116,14.717132,Flat
2,3.6309316,12.824117,Up
3,4.9710355,16.204803,Chevron
4,6.960538,14.637089,Short
5,4.006833,16.355793,Short
1,5.793253,11.072233,Short
2,-0.33677554,12.100469,Short
3,2.690334,15.345419,Up
4,2.965992,11.377051,Up
5,2.9649649,16.609766,Frequency_Jump
6,3.5246403,11.2694435,Flat
1,3.4166186,13.595019,Down
2,3.0469244,11.313124,Up
3,3.0858715,15.681011,Chevron
4,2.8046246,11.419889,Flat
5,4.670332,17.442368,Complex
6,6.6830254,14.555657,Up
7,6.031107,16.269495,Short
1,7.1217117,14.484033,Short
2,-0.8623523,13.194958,Flat
3,2.7196991,16.241167,Chevron
4,3.8939767,17.910954,Complex
5,6.2051964,15.9060135,Short
1,7.2354226,14.5089855,Short
2,6.055371,14.801298,Flat
3,2.499566,15.259586,Up
4,-2.0623095,13.054197,Short
5,-2.0469851,13.103442,Short
6,4.847533,15.966648,Chevron
7,3.6758242,17.832851,Short
1,3.7924333,17.892982,Short
2,-0.7150996,14.80735,Short
3,-1.1111189,13.954105,Short
4,-1.6273926,12.281358,Short
1,3.428842,16.271423,Short
1,2.937987,17.08202,Chevron
2,5.171205,17.982435,Complex
3,0.8656176,16.636013,Chevron
1,2.511979,16.827467,Frequency_Jump
2,5.637148,17.226055,Short
1,4.4613943,16.528393,Chevron
2,-3.1680627,11.577426,Flat
3,2.9373507,15.582395,Down
4,0.7117585,16.552328,Chevron
5,2.6751509,17.238106,Chevron
1,6.0167947,16.07692,Chevron
2,4.6116586,16.094028,Up
1,5.996586,17.02922,Short
2,2.2933066,16.289572,Down
3,0.30667788,16.203497,Flat
4,0.45590597,16.394192,Flat
5,0.72097504,16.60714,Down
6,0.45271745,16.3501,Down
7,0.45247594,16.546398,Flat
8,1.4671646,15.487647,Flat
9,0.8424373,16.52426,Flat
10,0.46443903,16.429852,Flat
11,0.7487966,16.62627,Flat
1,5.5107174,17.474861,Short
1,-1.9158694,12.179055,Short
1,-1.9485986,12.328321,Short
1,4.6907415,16.894714,Chevron
2,4.6357484,17.983181,Complex
3,-3.1910412,10.93374,Down
4,4.544203,16.839853,Chevron
5,4.580718,16.673277,Chevron
6,4.538396,16.544744,Short
1,-3.425267,10.777198,Short
2,-3.3201604,10.874362,Short
3,-3.4085402,10.823502,Short
4,4.67279,16.369593,Chevron
5,-3.220715,11.36179,Up
6,-1.9150199,11.930341,Short
7,-0.5926701,14.820669,Short
8,-3.4856083,11.008092,Short
9,-0.6514155,13.356033,Short
10,1.9135194,15.401676,Up
11,-3.1533663,11.484775,Short
1,5.139667,12.236277,Short
1,5.66047,16.395916,Chevron
2,-1.0280896,13.519201,Short
1,-3.3091369,11.300465,Flat
1,5.267659,12.35141,Flat
1,5.004878,12.143758,Flat
