Date,Session_ID,Phase,d_prime,criterion,hit_rate,fa_rate,median_rt,efficiency,total_trials,total_hits
2025-09-14,8,3,0.24108808455753972,-0.4956963866756125,0.7311320754716981,0.6462264150943396,0.7562807343801978,35.23376623376623,173.0,77.0
2025-09-16,9,3,-1.8919145102073913,-1.6009071722043815,0.74375,0.9945652173913043,0.958055626463988,54.559322033898304,170.0,59.0
2025-09-17,10,3,-0.15650574359375863,-0.41894769888467476,0.6333333333333333,0.6904761904761905,0.885660438467994,59.43939393939394,176.0,66.0
2025-09-18,11,3,-1.6949747216295419,-1.7248647501281162,0.8098591549295775,0.9949494949494949,0.6499062199163745,62.59649122807018,168.0,57.0
2025-09-21,12,3,-1.8010169685388684,-1.6921470920128088,0.7857142857142857,0.9952380952380953,0.500849202770496,66.40816326530613,166.0,49.0
2025-09-22,13,3,-1.9834764640401235,-1.5551261952880155,0.7134146341463414,0.9945652173913043,1.0479410323804537,68.46551724137932,172.0,58.0
2025-09-23,14,3,-1.958961582503625,-1.5857985060167121,0.7278481012658228,0.9948453608247423,0.6023735368823964,65.80701754385964,174.0,57.0
2025-09-24,15,3,-0.29507613425761614,-0.8544972609677848,0.7602040816326531,0.8418367346938775,0.5170178646419288,59.95945945945946,179.0,74.0
2025-09-25,16,3,0.06453611307208917,-0.7379400253394311,0.7794117647058824,0.7598039215686274,0.6337220732216338,58.45569620253165,178.0,79.0
2025-09-28,17,3,0.5087381131524356,0.0897334063067979,0.5653846153846154,0.36538461538461536,0.7984902594400864,31.15068493150685,176.0,73.0
2025-09-29,18,3,0.7463184263353168,0.23045630861268612,0.5567375886524822,0.2730496453900709,0.8228585128493364,27.205128205128204,178.0,78.0
2025-09-30,19,3,-1.5348899349343446,-1.821917419237225,0.8541666666666666,0.9951923076923077,0.5399431037944851,61.36065573770492,174.0,61.0
2025-10-01,20,3,-1.4184863473623905,-1.8595925540572031,0.875,0.9948979591836735,0.6138521910266945,67.8030303030303,172.0,66.0
2025-10-05,21,3,0.03840537429476276,-0.9016202892209975,0.8214285714285714,0.8112244897959183,0.5908015606353842,61.5125,176.0,80.0
2025-10-07,22,3,-0.15138006988326935,-0.8849470131563202,0.7908163265306123,0.8316326530612245,0.6012938051891297,61.41558441558441,178.0,77.0
2025-10-08,23,3,-1.5943724739534813,-1.7820818984682567,0.8376623376623377,0.995049504950495,0.5600650463618422,75.84375,176.0,64.0
2025-10-09,24,3,-1.4819977799478183,-1.8278368377644894,0.8614457831325302,0.9948979591836735,0.5278483232049211,76.91549295774648,179.0,71.0
2025-10-14,25,3,-1.711669299230592,-1.7199946539336044,0.80625,0.995,0.6073050282624877,82.09375,178.0,64.0
2025-10-23,26,3,-1.325631612563308,-1.9095363046612333,0.89375,0.9949494949494949,0.9160353731282384,88.78873239436619,177.0,71.0
2025-10-27,27,3,0.22898066554205276,-0.07304659967702978,0.5743801652892562,0.4834710743801653,0.5524143514306843,51.10144927536232,178.0,69.0
2025-10-29,28,3,-0.02393261411755343,-0.36613256949816225,0.6383928571428571,0.6473214285714286,0.5192885816842363,64.78873239436619,183.0,71.0
2025-11-02,29,3,-1.0378819816853895,-2.0737145854395482,0.94,0.9952380952380953,0.6167546127700234,75.9,178.0,70.0
2025-11-04,30,3,-1.4653100576709575,-1.8179799369122374,0.8611111111111112,0.9946236559139785,0.6616535809441757,65.28571428571429,181.0,77.0
2025-11-06,31,3,-1.3951135625872038,-1.8712789464447965,0.879746835443038,0.9948979591836735,0.6574695194119613,72.97101449275362,175.0,69.0
2025-11-09,32,3,-1.2459720861552046,-1.9696695332046406,0.910958904109589,0.9952380952380953,0.5303843988182138,86.84848484848484,176.0,66.0
2025-11-10,33,3,-1.4518503438681867,-1.846426939008794,0.86875,0.9949494949494949,0.4715464030326757,82.3913043478261,177.0,69.0
2025-11-11,1,4,0.8368435785565063,-0.3413877817316655,0.7763157894736842,0.4692982456140351,0.5026544554314825,54.94318181818182,166.0,88.0
2025-11-12,2,4,1.3622003826042755,0.38436235304223954,0.6166666666666667,0.14333333333333334,0.4684775124782732,30.184782608695652,170.0,92.0
2025-11-16,3,4,1.2833939061166177,-0.5866993217456881,0.8903508771929824,0.4780701754385965,0.4461138648446194,53.99009900990099,167.0,101.0
