Mouse_ID,Date,Water_Received_ml,Phase,Session_ID,Trial_ID,Trial_Start,Outcome,Reaction_Time,Is_Punished,Total_Licks,Day_Name
mouse_1,2025-08-06,,1,1,53,1310.1584122180939,Hit,0.0,0,0,Wednesday
mouse_1,2025-08-06,,1,1,54,1334.1279644966125,Hit,0.0,0,0,Wednesday
mouse_1,2025-08-06,,1,1,55,1357.3281073570251,Hit,0.0,0,0,Wednesday
mouse_1,2025-08-06,,1,1,56,1381.7966725826263,Hit,0.0,0,0,Wednesday
mouse_1,2025-08-06,,1,1,57,1407.009920835495,Hit,0.0,0,0,Wednesday
mouse_1,2025-08-06,,1,1,58,1431.229163646698,Hit,0.0,0,0,Wednesday
mouse_1,2025-08-06,,1,1,59,1458.2003138065338,Hit,0.0,0,0,Wednesday
mouse_1,2025-08-06,,1,1,60,1483.9116241931915,Hit,0.0,0,0,Wednesday
mouse_1,2025-08-06,,1,1,61,1508.8725366592407,Hit,0.0,0,0,Wednesday
mouse_1,2025-08-06,,1,1,62,1533.333306312561,Hit,0.0,0,0,Wednesday
mouse_1,2025-08-06,,1,1,63,1558.538063287735,Hit,0.0,0,0,Wednesday
mouse_1,2025-08-06,,1,1,64,1584.7480902671814,Hit,0.0,0,0,Wednesday
mouse_1,2025-08-06,,1,1,65,1610.7002050876617,Hit,0.0,0,0,Wednesday
mouse_1,2025-08-06,,1,1,66,1636.4164907932281,Hit,0.0,0,0,Wednesday
mouse_1,2025-08-06,,1,1,67,1660.1233069896698,Hit,0.0,0,0,Wednesday
mouse_1,2025-08-06,,1,1,68,1686.5796179771423,Hit,0.0,0,0,Wednesday
mouse_1,2025-08-06,,1,1,69,1710.0392215251923,Hit,0.0,0,0,Wednesday
mouse_1,2025-08-06,,1,1,70,1736.751413822174,Hit,0.0,0,0,Wednesday
mouse_1,2025-08-06,,1,1,71,1762.7181284427643,Hit,0.0,0,0,Wednesday
mouse_1,2025-08-06,,1,1,72,1788.4233798980713,Hit,0.0,0,0,Wednesday
mouse_1,2025-08-06,,1,1,73,1812.3667058944702,Miss,,0,0,Wednesday
mouse_1,2025-08-07,,1,2,1,0.012738704681396484,Hit,15.257401863054564,0,9,Thursday
mouse_1,2025-08-07,,1,2,2,24.71185541152954,Hit,10.108070343077749,0,6,Thursday
mouse_1,2025-08-07,,1,2,3,47.92610812187195,Hit,24.859642455187355,0,11,Thursday
mouse_1,2025-08-07,,1,2,4,74.88124775886536,Hit,0.023551287368221097,0,27,Thursday
mouse_1,2025-08-07,,1,2,5,100.34152412414551,Hit,6.502478385002348,0,15,Thursday
mouse_1,2025-08-07,,1,2,6,127.30616998672485,Hit,0.0,0,0,Thursday
mouse_1,2025-08-07,,1,2,7,152.50165057182312,Hit,14.598491707497175,0,3,Thursday
mouse_1,2025-08-07,,1,2,8,177.45036482810974,Hit,19.41164440652625,0,1,Thursday
mouse_1,2025-08-07,,1,2,9,204.1604404449463,Hit,4.174486479384029,0,14,Thursday
mouse_1,2025-08-07,,1,2,10,230.1079339981079,Hit,9.321354161020992,0,22,Thursday
mouse_1,2025-08-07,,1,2,11,255.3313295841217,Hit,1.715315315612827,0,17,Thursday
mouse_1,2025-08-07,,1,2,12,281.2899627685547,Hit,4.729597381505812,0,7,Thursday
mouse_1,2025-08-07,,1,2,13,307.2602496147156,Hit,1.764779369617088,0,20,Thursday
mouse_1,2025-08-07,,1,2,14,333.20774030685425,Hit,1.077013743584473,0,20,Thursday
mouse_1,2025-08-07,,1,2,15,358.42609882354736,Hit,21.035576858696118,0,3,Thursday
mouse_1,2025-08-07,,1,2,16,383.1396849155426,Hit,11.79959692540075,0,62,Thursday
mouse_1,2025-08-07,,1,2,17,410.0995810031891,Hit,21.87922934931396,0,7,Thursday
mouse_1,2025-08-07,,1,2,18,435.8160994052887,Hit,1.1010849262512465,0,22,Thursday
mouse_1,2025-08-07,,1,2,19,459.26610922813416,Hit,0.0,0,1,Thursday
mouse_1,2025-08-07,,1,2,20,486.2387399673462,Hit,1.8111773211695663,0,17,Thursday
mouse_1,2025-08-07,,1,2,21,513.2085378170013,Hit,4.24608953389486,0,15,Thursday
mouse_1,2025-08-07,,1,2,22,539.9187195301056,Hit,4.63078283437153,0,14,Thursday
mouse_1,2025-08-07,,1,2,23,564.6285936832428,Hit,9.856839220187908,0,14,Thursday
mouse_1,2025-08-07,,1,2,24,587.8398027420044,Hit,8.201739202597764,0,26,Thursday
mouse_1,2025-08-07,,1,2,25,611.3081562519073,Hit,0.0,0,0,Thursday
mouse_1,2025-08-07,,1,2,26,637.0073511600494,Hit,9.577001046588293,0,15,Thursday
mouse_1,2025-08-07,,1,2,27,663.9660823345184,Hit,25.140365899542303,0,11,Thursday
mouse_1,2025-08-07,,1,2,28,691.1777114868164,Hit,0.04703534034649692,0,40,Thursday
mouse_1,2025-08-07,,1,2,29,716.8870995044708,Hit,2.93875434546635,0,13,Thursday
mouse_1,2025-08-07,,1,2,30,742.1067609786987,Hit,4.081294884355543,0,9,Thursday
mouse_1,2025-08-07,,1,2,31,769.0768139362335,Hit,7.820899237092476,0,6,Thursday
mouse_1,2025-08-07,,1,2,32,792.7964997291565,Hit,0.0,0,0,Thursday
mouse_1,2025-08-07,,1,2,33,817.2663207054138,Hit,0.0,0,0,Thursday
mouse_1,2025-08-07,,1,2,34,840.7369120121002,Hit,0.0,0,0,Thursday
mouse_1,2025-08-07,,1,2,35,864.4561212062836,Hit,22.017194638255205,0,25,Thursday
mouse_1,2025-08-07,,1,2,36,889.6593368053436,Hit,0.1204227144143033,0,64,Thursday
mouse_1,2025-08-07,,1,2,37,914.8660356998444,Hit,0.0,0,0,Thursday
mouse_1,2025-08-07,,1,2,38,941.8260085582733,Hit,17.386835893762168,0,16,Thursday
mouse_1,2025-08-07,,1,2,39,968.285795211792,Hit,0.0,0,0,Thursday
mouse_1,2025-08-07,,1,2,40,991.995281457901,Hit,9.64974324676814,0,2,Thursday
mouse_1,2025-08-07,,1,2,41,1016.950044631958,Hit,4.837774966964844,0,13,Thursday
mouse_1,2025-08-07,,1,2,42,1041.154714345932,Hit,16.159248004272058,0,2,Thursday
mouse_1,2025-08-07,,1,2,43,1066.1024768352509,Hit,2.0532846171036,0,1,Thursday
mouse_1,2025-08-07,,1,2,44,1090.3098330497742,Hit,0.0,0,0,Thursday
mouse_1,2025-08-07,,1,2,45,1114.252492427826,Hit,10.41940669055407,0,23,Thursday
mouse_1,2025-08-07,,1,2,46,1137.7060751914978,Hit,0.0,0,0,Thursday
mouse_1,2025-08-07,,1,2,47,1161.90833902359,Hit,6.818313582551355,0,16,Thursday
mouse_1,2025-08-07,,1,2,48,1186.8531205654144,Hit,0.0,0,0,Thursday
mouse_1,2025-08-07,,1,2,49,1210.3132655620575,Hit,7.982058626438857,0,13,Thursday
mouse_1,2025-08-07,,1,2,50,1236.5233602523804,Hit,0.0,0,0,Thursday
mouse_1,2025-08-07,,1,2,51,1261.726090669632,Hit,0.0,0,0,Thursday
mouse_1,2025-08-07,,1,2,52,1285.6760649681091,Hit,0.0,0,0,Thursday
mouse_1,2025-08-07,,1,2,53,1309.6282289028168,Hit,0.0,0,0,Thursday
mouse_1,2025-08-07,,1,2,54,1334.0828311443329,Hit,0.0,0,0,Thursday
mouse_1,2025-08-07,,1,2,55,1360.2997767925262,Hit,0.0,0,0,Thursday
mouse_1,2025-08-07,,1,2,56,1386.0073430538177,Hit,12.470022145407938,0,1,Thursday
mouse_1,2025-08-07,,1,2,57,1411.7020959854126,Hit,0.0,0,0,Thursday
mouse_1,2025-08-07,,1,2,58,1436.4229109287262,Hit,12.309040497289061,0,1,Thursday
mouse_1,2025-08-07,,1,2,59,1459.8772330284119,Hit,5.460238397455896,0,3,Thursday
mouse_1,2025-08-07,,1,2,60,1486.342524766922,Hit,21.258075522515583,0,16,Thursday
mouse_1,2025-08-07,,1,2,61,1511.3061318397522,Hit,17.620656810607443,0,25,Thursday
mouse_1,2025-08-07,,1,2,62,1537.24991440773,Hit,0.0,0,0,Thursday
mouse_1,2025-08-07,,1,2,63,1561.7124917507172,Hit,14.654404668661527,0,11,Thursday
mouse_1,2025-08-07,,1,2,64,1584.916621685028,Hit,8.270462981596665,0,8,Thursday
mouse_1,2025-08-07,,1,2,65,1610.3783478736877,Hit,12.600761516784814,0,12,Thursday
mouse_1,2025-08-07,,1,2,66,1635.6023342609406,Hit,0.0,0,0,Thursday
mouse_1,2025-08-07,,1,2,67,1660.0722210407257,Hit,0.0,0,0,Thursday
mouse_1,2025-08-07,,1,2,68,1683.791760444641,Hit,8.244445968368609,0,8,Thursday
mouse_1,2025-08-07,,1,2,69,1709.7521131038666,Hit,0.0,0,0,Thursday
mouse_1,2025-08-07,,1,2,70,1733.198959350586,Hit,0.0,0,0,Thursday
mouse_1,2025-08-07,,1,2,71,1759.413607120514,Hit,0.0,0,0,Thursday
mouse_1,2025-08-07,,1,2,72,1784.63219165802,Hit,19.172758184128725,0,8,Thursday
mouse_1,2025-08-07,,1,2,73,1810.5868113040924,Miss,,0,0,Thursday
mouse_1,2025-08-14,,1,3,1,0.019219160079956055,Hit,14.381050583667562,0,31,Thursday
mouse_1,2025-08-14,,1,3,2,23.97772455215454,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,3,47.184245347976685,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,4,74.14664220809937,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,5,97.60006618499756,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,6,121.55545902252197,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,7,148.270441532135,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,8,174.74965834617615,Hit,7.597383531551344,0,80,Thursday
mouse_1,2025-08-14,,1,3,9,201.20540761947632,Hit,2.0845196922953164,0,36,Thursday
mouse_1,2025-08-14,,1,3,10,227.6653914451599,Hit,17.076498993793166,0,19,Thursday
mouse_1,2025-08-14,,1,3,11,251.62657403945923,Hit,0.5848259478310069,0,42,Thursday
mouse_1,2025-08-14,,1,3,12,276.0854218006134,Hit,23.311513809844826,0,10,Thursday
mouse_1,2025-08-14,,1,3,13,300.0525109767914,Hit,20.245368590585656,0,29,Thursday
mouse_1,2025-08-14,,1,3,14,326.2713875770569,Hit,2.008794156775764,0,31,Thursday
mouse_1,2025-08-14,,1,3,15,351.2254629135132,Hit,17.280818912847565,0,7,Thursday
mouse_1,2025-08-14,,1,3,16,378.1876428127289,Hit,5.095410525790214,0,9,Thursday
mouse_1,2025-08-14,,1,3,17,404.9024896621704,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,18,431.8727192878723,Hit,16.94774511532819,0,13,Thursday
mouse_1,2025-08-14,,1,3,19,458.0836822986603,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,20,481.53611397743225,Hit,2.187780023945777,0,7,Thursday
mouse_1,2025-08-14,,1,3,21,507.0021541118622,Hit,0.0,0,2,Thursday
mouse_1,2025-08-14,,1,3,22,530.9490296840668,Hit,7.951510545047768,0,7,Thursday
mouse_1,2025-08-14,,1,3,23,554.170893907547,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,24,580.1314833164215,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,25,603.3494820594788,Hit,3.127584783940165,0,2,Thursday
mouse_1,2025-08-14,,1,3,26,629.2956936359406,Hit,2.449405859600347,0,7,Thursday
mouse_1,2025-08-14,,1,3,27,652.5069735050201,Hit,18.61867227511027,0,3,Thursday
mouse_1,2025-08-14,,1,3,28,675.9654607772827,Hit,4.822209011213772,0,4,Thursday
mouse_1,2025-08-14,,1,3,29,702.6653828620911,Hit,1.1556979502972808,0,2,Thursday
mouse_1,2025-08-14,,1,3,30,728.8732504844666,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,31,753.5827074050903,Hit,19.038609346204794,0,1,Thursday
mouse_1,2025-08-14,,1,3,32,779.5510852336884,Hit,11.869088877890704,0,2,Thursday
mouse_1,2025-08-14,,1,3,33,805.7692184448242,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,34,829.7280275821686,Hit,8.581610319619813,0,3,Thursday
mouse_1,2025-08-14,,1,3,35,853.687540769577,Hit,3.6747473500706747,0,5,Thursday
mouse_1,2025-08-14,,1,3,36,879.3981802463531,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,37,904.8595209121704,Hit,18.419410620768076,0,3,Thursday
mouse_1,2025-08-14,,1,3,38,929.0704135894775,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,39,955.5248491764069,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,40,979.2354362010956,Hit,22.63463316098762,0,1,Thursday
mouse_1,2025-08-14,,1,3,41,1005.4334127902985,Hit,0.0,0,1,Thursday
mouse_1,2025-08-14,,1,3,42,1028.6432311534882,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,43,1053.5954275131226,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,44,1078.0585815906525,Hit,2.2790286197362093,0,1,Thursday
mouse_1,2025-08-14,,1,3,45,1102.520277261734,Hit,7.327293076619981,0,2,Thursday
mouse_1,2025-08-14,,1,3,46,1125.9841086864471,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,47,1150.6939606666565,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,48,1176.642968416214,Hit,1.6303178983785074,0,1,Thursday
mouse_1,2025-08-14,,1,3,49,1201.3536169528961,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,50,1225.8226480484009,Hit,18.30650575874506,0,1,Thursday
mouse_1,2025-08-14,,1,3,51,1251.292789697647,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,52,1274.7395420074463,Hit,7.909362878433967,0,3,Thursday
mouse_1,2025-08-14,,1,3,53,1301.2017467021942,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,54,1324.6707265377045,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,55,1348.6300332546234,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,56,1374.3394107818604,Hit,3.346865370540854,0,3,Thursday
mouse_1,2025-08-14,,1,3,57,1397.8000583648682,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,58,1421.5078873634338,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,59,1447.9672105312347,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,60,1472.6714990139008,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,61,1496.1454424858093,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,62,1522.8490586280823,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,63,1547.0651757717133,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,64,1572.0330979824066,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,65,1598.742653131485,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,66,1624.2016067504883,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,67,1648.4055004119873,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,68,1672.6263875961304,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,69,1697.5794389247894,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,70,1724.2883667945862,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,71,1751.2465267181396,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,72,1774.4419100284576,Hit,0.0,0,0,Thursday
mouse_1,2025-08-14,,1,3,73,1799.1506447792053,Miss,,0,0,Thursday
mouse_1,2025-08-17,,1,4,1,0.01476430892944336,Hit,16.861863740255618,0,38,Sunday
mouse_1,2025-08-17,,1,4,2,24.725011348724365,Hit,1.0567113651437055,0,41,Sunday
mouse_1,2025-08-17,,1,4,3,51.42640447616577,Hit,10.10865385445804,0,33,Sunday
mouse_1,2025-08-17,,1,4,4,75.14325642585754,Hit,15.742653840321765,0,22,Sunday
mouse_1,2025-08-17,,1,4,5,102.11183381080627,Hit,12.584301779058876,0,19,Sunday
mouse_1,2025-08-17,,1,4,6,128.82350420951843,Hit,1.7154802978713235,0,7,Sunday
mouse_1,2025-08-17,,1,4,7,155.5345537662506,Hit,5.826260189029625,0,13,Sunday
mouse_1,2025-08-17,,1,4,8,181.24316573143005,Hit,0.0,0,0,Sunday
mouse_1,2025-08-17,,1,4,9,206.96682691574097,Hit,0.0,0,0,Sunday
mouse_1,2025-08-17,,1,4,10,232.9273648262024,Hit,16.986141319143172,0,32,Sunday
mouse_1,2025-08-17,,1,4,11,257.6376359462738,Hit,3.468231985734633,0,22,Sunday
mouse_1,2025-08-17,,1,4,12,283.60791993141174,Hit,2.3272268070248288,0,9,Sunday
mouse_1,2025-08-17,,1,4,13,309.5681939125061,Hit,6.916041368762649,0,23,Sunday
mouse_1,2025-08-17,,1,4,14,334.7784261703491,Hit,15.92744734087239,0,12,Sunday
mouse_1,2025-08-17,,1,4,15,358.23708748817444,Hit,14.115907571048865,0,11,Sunday
mouse_1,2025-08-17,,1,4,16,383.2082509994507,Hit,7.966072540952496,0,11,Sunday
mouse_1,2025-08-17,,1,4,17,406.41825795173645,Hit,5.092412138732016,0,7,Sunday
mouse_1,2025-08-17,,1,4,18,431.37753891944885,Hit,1.4701389685547497,0,7,Sunday
mouse_1,2025-08-17,,1,4,19,454.58728981018066,Hit,3.6607042365941993,0,20,Sunday
mouse_1,2025-08-17,,1,4,20,481.0470495223999,Hit,2.7586493994456873,0,8,Sunday
mouse_1,2025-08-17,,1,4,21,505.5067160129547,Hit,5.8872474236094945,0,6,Sunday
mouse_1,2025-08-17,,1,4,22,529.7162041664124,Hit,0.0,0,0,Sunday
mouse_1,2025-08-17,,1,4,23,553.9270617961884,Hit,0.0,0,0,Sunday
mouse_1,2025-08-17,,1,4,24,578.3760211467743,Hit,25.406762513581498,0,1,Sunday
mouse_1,2025-08-17,,1,4,25,604.084406375885,Hit,0.057064574930677736,0,29,Sunday
mouse_1,2025-08-17,,1,4,26,629.7831573486328,Hit,16.59601365110882,0,8,Sunday
mouse_1,2025-08-17,,1,4,27,655.7395553588867,Hit,2.975620118393408,0,10,Sunday
mouse_1,2025-08-17,,1,4,28,680.9615592956543,Hit,6.428165433974073,0,22,Sunday
mouse_1,2025-08-17,,1,4,29,705.9209141731262,Hit,10.983568512263219,0,9,Sunday
mouse_1,2025-08-17,,1,4,30,730.1398403644562,Hit,0.0,0,0,Sunday
mouse_1,2025-08-17,,1,4,31,755.8488667011261,Hit,1.7589647331883498,0,8,Sunday
mouse_1,2025-08-17,,1,4,32,781.0680594444275,Hit,11.385013190740779,0,5,Sunday
mouse_1,2025-08-17,,1,4,33,806.5265612602234,Hit,3.8828309844222986,0,4,Sunday
mouse_1,2025-08-17,,1,4,34,829.9867441654205,Hit,10.690067247976003,0,50,Sunday
mouse_1,2025-08-17,,1,4,35,853.4559679031372,Hit,11.515208324146784,0,9,Sunday
mouse_1,2025-08-17,,1,4,36,877.6647303104401,Hit,21.466437026675294,0,5,Sunday
mouse_1,2025-08-17,,1,4,37,901.8837554454803,Hit,14.596882005348789,0,9,Sunday
mouse_1,2025-08-17,,1,4,38,927.3519632816315,Hit,0.0,0,0,Sunday
mouse_1,2025-08-17,,1,4,39,953.5714757442474,Hit,5.613008931860577,0,12,Sunday
mouse_1,2025-08-17,,1,4,40,978.2771956920624,Hit,0.0,0,1,Sunday
mouse_1,2025-08-17,,1,4,41,1005.2494757175446,Hit,9.645227754730854,0,18,Sunday
mouse_1,2025-08-17,,1,4,42,1031.1995985507965,Hit,16.035372259674432,0,6,Sunday
mouse_1,2025-08-17,,1,4,43,1056.6673333644867,Hit,7.325704398663902,0,7,Sunday
mouse_1,2025-08-17,,1,4,44,1082.376352071762,Hit,10.532205521819833,0,7,Sunday
mouse_1,2025-08-17,,1,4,45,1109.0950813293457,Hit,10.317853523797567,0,3,Sunday
mouse_1,2025-08-17,,1,4,46,1132.8153808116913,Hit,7.479500244451856,0,10,Sunday
mouse_1,2025-08-17,,1,4,47,1156.276665687561,Hit,17.726052149720545,0,5,Sunday
mouse_1,2025-08-17,,1,4,48,1182.2468013763428,Hit,6.889979410610522,0,5,Sunday
mouse_1,2025-08-17,,1,4,49,1208.2171623706818,Hit,23.496504332900486,0,7,Sunday
mouse_1,2025-08-17,,1,4,50,1234.43914103508,Hit,11.18633673511681,0,10,Sunday
mouse_1,2025-08-17,,1,4,51,1257.898387670517,Hit,0.0,0,0,Sunday
mouse_1,2025-08-17,,1,4,52,1282.5962245464325,Hit,23.60712984586644,0,5,Sunday
mouse_1,2025-08-17,,1,4,53,1306.0595688819885,Hit,9.299126977055948,0,31,Sunday
mouse_1,2025-08-17,,1,4,54,1332.7793526649475,Hit,11.301659497947185,0,7,Sunday
mouse_1,2025-08-17,,1,4,55,1357.5012884140015,Hit,5.299947389447198,0,12,Sunday
mouse_1,2025-08-17,,1,4,56,1381.4591035842896,Hit,4.543826731755416,0,4,Sunday
mouse_1,2025-08-17,,1,4,57,1408.4311265945435,Hit,24.585362080602863,0,3,Sunday
mouse_1,2025-08-17,,1,4,58,1434.1295471191406,Hit,3.23464545811521,0,9,Sunday
mouse_1,2025-08-17,,1,4,59,1460.090490579605,Hit,21.162001377951583,0,4,Sunday
mouse_1,2025-08-17,,1,4,60,1486.0543503761292,Hit,13.28712872632127,0,6,Sunday
mouse_1,2025-08-17,,1,4,61,1512.0203573703766,Hit,15.169409361438056,0,2,Sunday
mouse_1,2025-08-17,,1,4,62,1535.237088918686,Hit,0.0,0,0,Sunday
mouse_1,2025-08-17,,1,4,63,1561.2003417015076,Hit,0.0,0,0,Sunday
mouse_1,2025-08-17,,1,4,64,1586.6599822044373,Hit,0.0,0,0,Sunday
mouse_1,2025-08-17,,1,4,65,1610.616218805313,Hit,25.662190993327613,0,1,Sunday
mouse_1,2025-08-17,,1,4,66,1637.328979253769,Hit,0.4152961237530235,0,18,Sunday
mouse_1,2025-08-17,,1,4,67,1663.7894706726074,Hit,7.475749797216622,0,3,Sunday
mouse_1,2025-08-17,,1,4,68,1687.4993948936462,Hit,5.966410912519223,0,5,Sunday
mouse_1,2025-08-17,,1,4,69,1711.458664894104,Hit,0.0,0,0,Sunday
mouse_1,2025-08-17,,1,4,70,1735.1686708927155,Hit,0.4629483208889269,0,6,Sunday
