batch,stratum,stem,duration_ms,max_prob,n_tonals,has_loud_616,tier,label
2,dur_250_299,131211_1000_m2fm1_chunk_076,298.66666666666663,1.0,0,False,auto_accept,real
2,dur_250_299,131204_1400_m2fm2_chunk_096,281.59999999999985,0.9999970197677612,1,False,auto_accept,real
2,dur_250_299,131211_1800_m2fm3_chunk_096,268.8,0.9587913155555725,4,False,manual_review,real
2,dur_250_299,131217_1400_m2fm4_chunk_249,251.73333333333326,0.999980092048645,0,False,auto_accept,real
2,dur_250_299,131211_1000_m3fm1_chunk_130,285.86666666666673,0.9999305009841919,2,False,auto_accept,real
2,dur_250_299,131217_1400_m3fm2_chunk_012,298.66666666666663,0.9999804496765137,1,False,auto_accept,real
2,dur_200_249,131204_1400_m1fm1_chunk_187,209.06666666666652,0.9995880722999573,0,False,auto_accept,unsure
2,dur_200_249,131212_1000_m1fm2_chunk_031,230.39999999999995,0.9412882924079895,1,False,manual_review,real
2,dur_200_249,131217_1400_m1fm4_chunk_017,213.33333333333331,0.9659571051597595,0,False,auto_accept,real
2,dur_200_249,131211_1000_m2fm1_chunk_048,226.1333333333333,0.9999998807907104,4,False,auto_accept,real
2,dur_200_249,131204_1400_m2fm2_chunk_247,247.46666666666673,0.9997252821922302,3,False,auto_accept,unsure
2,dur_200_249,131211_1800_m2fm3_chunk_258,204.8000000000001,1.0,1,False,auto_accept,real
2,dur_200_249,131217_1400_m2fm4_chunk_172,217.60000000000002,0.9990021586418152,1,False,auto_accept,real
2,dur_200_249,131211_1000_m3fm1_chunk_120,238.93333333333334,0.9999996423721313,1,False,auto_accept,real
2,dur_200_249,131217_1400_m3fm2_chunk_010,213.33333333333337,0.9999809265136719,0,False,auto_accept,real
2,dur_200_249,131208_1000_m3fm3_chunk_282,213.33333333333326,0.9999996423721313,0,False,auto_accept,real
2,dur_200_249,131212_1000_m3fm4_chunk_047,230.40000000000015,0.9999638795852661,1,False,manual_review,real
2,dur_200_249,131210_1000_m4fm1_chunk_096,226.1333333333333,0.9998798370361328,0,False,manual_review,real
2,dur_200_249,131211_1000_m4fm2_chunk_123,238.93333333333322,1.0,1,False,auto_accept,real
2,dur_200_249,131212_1000_m4fm3_chunk_110,204.8,0.9999707937240601,1,False,auto_accept,real
2,dur_200_249,131208_1000_m4fm4_chunk_116,243.19999999999996,0.999991774559021,1,False,auto_accept,real
2,dur_200_249,131208_1000_m5fm5_chunk_184,209.06666666666652,0.9999946355819702,1,False,auto_accept,real
2,dur_200_249,131205_1800_m6fm6_chunk_151,221.86666666666653,0.9999411106109619,2,False,auto_accept,real
2,dur_200_249,131208_1000_m1fm1_chunk_275,243.20000000000007,0.9506363272666931,0,False,auto_accept,noise
2,dur_200_249,131212_1000_m1fm2_chunk_303,230.40000000000006,0.9443262815475464,0,False,manual_review,noise
2,dur_200_249,131211_1800_m1fm4_chunk_025,234.66666666666669,0.9281901121139526,0,False,manual_review,real
2,dur_200_249,131211_1000_m2fm1_chunk_035,200.53333333333327,0.9999752044677734,2,False,auto_accept,real
2,dur_200_249,131204_1400_m2fm2_chunk_143,226.13333333333335,0.9995768666267395,0,False,auto_accept,real
2,dur_200_249,131211_1800_m2fm3_chunk_154,209.06666666666672,0.9989724159240723,5,False,auto_accept,real
2,dur_200_249,131217_1400_m2fm4_chunk_119,230.40000000000015,0.9998138546943665,0,False,auto_accept,real
2,dur_200_249,131211_1000_m3fm1_chunk_029,200.53333333333322,0.9999924898147583,5,False,auto_accept,real
3,dur_250_299,131204_1400_m1fm1_chunk_286,251.73333333333332,0.993461012840271,0,False,auto_accept,real
3,dur_250_299,131217_1400_m1fm4_chunk_178,251.73333333333338,0.9997696280479431,0,False,auto_accept,real
3,dur_250_299,131211_1000_m2fm1_chunk_011,294.4,0.9999970197677612,1,False,auto_accept,real
3,dur_250_299,131204_1400_m2fm2_chunk_285,251.73333333333338,0.9999995231628418,0,False,auto_accept,real
3,dur_250_299,131212_1000_m2fm3_chunk_171,285.8666666666666,0.9999614953994751,4,False,auto_accept,real
3,dur_250_299,131210_1000_m2fm4_chunk_167,260.26666666666665,0.9999994039535522,3,False,manual_review,real
3,dur_250_299,131211_1800_m3fm1_chunk_190,285.86666666666673,0.9999896287918091,0,False,auto_accept,real
3,dur_250_299,131217_1400_m3fm2_chunk_291,285.86666666666673,1.0,1,False,auto_accept,real
3,dur_250_299,131218_1000_m3fm3_chunk_191,277.3333333333332,0.9999173879623413,2,False,auto_accept,real
3,dur_250_299,131212_1000_m3fm4_chunk_133,255.9999999999999,0.999997615814209,4,False,auto_accept,real
3,dur_250_299,131210_1000_m4fm1_chunk_063,256.0,0.9999980926513672,1,False,auto_accept,real
3,dur_250_299,131211_1800_m4fm2_chunk_107,285.8666666666666,0.9999996423721313,3,False,auto_accept,real
3,dur_250_299,131217_1400_m4fm3_chunk_050,268.8,0.9998483657836914,1,False,auto_accept,real
3,dur_250_299,131208_1000_m4fm4_chunk_128,294.4,0.9999954700469971,2,False,auto_accept,real
3,dur_250_299,131208_1000_m5fm5_chunk_107,264.5333333333334,0.9999997615814209,5,False,auto_accept,real
3,dur_250_299,131210_1000_m6fm6_chunk_250,264.5333333333333,0.9999929666519165,5,False,auto_accept,real
3,dur_250_299,131204_1800_m1fm1_chunk_016,260.2666666666667,0.9952458739280701,0,False,auto_accept,real
3,dur_250_299,131217_1400_m1fm4_chunk_068,285.8666666666666,0.981927216053009,0,False,auto_accept,real
3,dur_250_299,131211_1000_m2fm1_chunk_178,268.8,0.9999996423721313,0,False,auto_accept,real
3,dur_250_299,131218_1000_m2fm2_chunk_131,251.73333333333332,0.9999297857284546,1,False,auto_accept,real
3,dur_250_299,131212_1000_m2fm3_chunk_296,294.4,0.999931812286377,2,False,auto_accept,real
3,dur_250_299,131217_1400_m2fm4_chunk_282,277.3333333333333,0.9999208450317383,2,False,auto_accept,real
3,dur_250_299,131211_1000_m3fm1_chunk_011,264.5333333333333,0.9999997615814209,6,True,auto_accept,real
3,dur_250_299,131217_1400_m3fm2_chunk_011,273.06666666666655,0.99998939037323,0,False,auto_accept,real
3,dur_250_299,131209_1000_m3fm3_chunk_310,256.0,0.9518798589706421,1,True,auto_accept,noise
3,dur_200_249,131204_1400_m1fm1_chunk_108,226.13333333333335,0.9996539354324341,2,False,manual_review,real
3,dur_200_249,131212_1000_m1fm2_chunk_014,221.86666666666665,0.9826783537864685,0,False,auto_accept,real
3,dur_200_249,131211_1000_m1fm4_chunk_022,230.40000000000006,0.999839186668396,2,False,manual_review,real
3,dur_200_249,131211_1000_m2fm1_chunk_102,217.60000000000002,0.9999994039535522,1,False,auto_accept,real
3,dur_200_249,131208_1000_m2fm2_chunk_051,204.80000000000004,0.9992963075637817,0,False,manual_review,real
3,dur_200_249,131212_1000_m2fm3_chunk_019,238.93333333333345,0.9998841285705566,0,False,auto_accept,real
3,dur_200_249,131217_1400_m2fm4_chunk_302,213.33333333333337,0.9999032020568848,0,False,auto_accept,real
3,dur_200_249,131211_1000_m3fm1_chunk_060,243.19999999999987,0.9999877214431763,3,False,auto_accept,real
3,dur_200_249,131217_1400_m3fm2_chunk_294,238.93333333333322,0.9999973773956299,0,False,auto_accept,real
3,dur_200_249,131218_1000_m3fm3_chunk_254,238.9333333333334,0.9293839335441589,3,False,auto_accept,noise
3,dur_200_249,131212_1000_m3fm4_chunk_049,209.06666666666672,0.9999207258224487,1,False,auto_accept,real
3,dur_200_249,131210_1000_m4fm1_chunk_144,230.39999999999995,0.999984860420227,0,False,auto_accept,real
3,dur_200_249,131211_1800_m4fm2_chunk_018,200.53333333333345,0.9999982118606567,2,False,auto_accept,real
3,dur_200_249,131212_1000_m4fm3_chunk_095,217.60000000000002,1.0,3,False,auto_accept,real
3,dur_200_249,131208_1000_m4fm4_chunk_166,200.53333333333327,0.999998927116394,1,False,auto_accept,real
3,dur_200_249,131211_1800_m5fm5_chunk_024,213.33333333333334,0.9999994039535522,1,False,auto_accept,real
3,dur_200_249,131204_1400_m6fm6_chunk_048,200.53333333333345,0.9999998807907104,1,False,auto_accept,real
3,dur_200_249,131218_1000_m1fm1_chunk_024,204.79999999999987,0.9758784174919128,0,False,manual_review,real
3,dur_200_249,131212_1000_m1fm2_chunk_069,221.86666666666665,0.9973596930503845,0,False,auto_accept,real
3,dur_200_249,131211_1000_m1fm4_chunk_039,217.60000000000002,0.91301429271698,1,False,manual_review,noise
3,dur_200_249,131211_1000_m2fm1_chunk_047,226.1333333333334,1.0,2,False,auto_accept,real
3,dur_200_249,131204_1400_m2fm2_chunk_050,209.06666666666666,0.9999988079071045,1,False,auto_accept,real
3,dur_200_249,131211_1800_m2fm3_chunk_159,200.5333333333333,0.9999630451202393,6,False,manual_review,real
3,dur_200_249,131217_1400_m2fm4_chunk_109,200.53333333333333,0.9973368048667908,2,False,auto_accept,real
3,dur_200_249,131211_1800_m3fm1_chunk_021,221.86666666666667,0.9999996423721313,0,False,auto_accept,real
4,dur_250_299,131208_1000_m1fm1_chunk_043,256.0,0.9702262282371521,0,False,auto_accept,noise
4,dur_250_299,131211_1800_m1fm4_chunk_131,268.8,0.9591625928878784,1,False,manual_review,noise
4,dur_250_299,131211_1000_m2fm1_chunk_014,260.26666666666665,0.9999991655349731,3,False,auto_accept,real
4,dur_250_299,131204_1400_m2fm2_chunk_276,264.53333333333336,0.9996787309646606,0,False,manual_review,real
4,dur_250_299,131212_1000_m2fm3_chunk_297,285.8666666666667,0.9999998807907104,1,False,auto_accept,real
4,dur_250_299,131217_1400_m2fm4_chunk_164,281.59999999999997,0.9980898499488831,2,False,auto_accept,real
4,dur_250_299,131211_1000_m3fm1_chunk_178,264.5333333333333,0.9999687671661377,3,False,auto_accept,real
4,dur_250_299,131217_1400_m3fm2_chunk_058,251.73333333333338,0.9995812773704529,1,False,auto_accept,real
4,dur_250_299,131218_1000_m3fm3_chunk_173,298.66666666666663,0.9552765488624573,4,False,auto_accept,noise
4,dur_250_299,131212_1000_m3fm4_chunk_003,256.0,0.9986408352851868,1,False,auto_accept,noise
4,dur_250_299,131210_1000_m4fm1_chunk_062,281.6,0.9999991655349731,2,False,auto_accept,real
4,dur_250_299,131211_1800_m4fm2_chunk_104,264.5333333333333,0.9999988079071045,3,True,auto_accept,real
4,dur_250_299,131217_1400_m4fm3_chunk_020,281.6000000000001,0.9998618364334106,2,False,auto_accept,real
4,dur_250_299,131208_1000_m4fm4_chunk_130,260.26666666666665,0.9999994039535522,3,False,auto_accept,real
4,dur_250_299,131211_1000_m5fm5_chunk_041,268.8,0.999996542930603,2,False,auto_accept,real
4,dur_250_299,131210_1000_m6fm6_chunk_154,260.2666666666667,0.9999111890792847,1,False,auto_accept,real
4,dur_250_299,131208_1000_m1fm1_chunk_158,264.5333333333333,0.9860411286354065,0,False,manual_review,real
4,dur_250_299,131211_1000_m1fm4_chunk_008,264.5333333333333,0.9936496615409851,1,False,auto_accept,real
4,dur_250_299,131211_1000_m2fm1_chunk_043,285.86666666666673,0.9999998807907104,1,False,auto_accept,real
4,dur_250_299,131208_1000_m2fm2_chunk_216,277.3333333333333,0.9999270439147949,0,False,auto_accept,real
4,dur_250_299,131212_1000_m2fm3_chunk_216,294.3999999999999,0.9999880790710449,1,False,auto_accept,real
4,dur_250_299,131217_1400_m2fm4_chunk_034,256.0,0.9924761652946472,1,False,auto_accept,real
4,dur_250_299,131211_1000_m3fm1_chunk_020,290.1333333333333,0.9999845027923584,1,False,auto_accept,real
4,dur_250_299,131217_1400_m3fm2_chunk_086,264.5333333333333,0.99857497215271,2,False,auto_accept,real
4,dur_250_299,131209_1000_m3fm3_chunk_161,251.73333333333338,0.9596245884895325,2,True,auto_accept,noise
4,dur_200_249,131205_1800_m1fm1_chunk_013,204.79999999999998,0.9999403953552246,1,False,auto_accept,real
4,dur_200_249,131212_1000_m1fm2_chunk_169,221.86666666666665,0.9818537831306458,0,False,auto_accept,noise
4,dur_200_249,131211_1000_m1fm4_chunk_024,213.33333333333348,0.9898979663848877,0,False,auto_accept,real
4,dur_200_249,131211_1000_m2fm1_chunk_324,226.1333333333333,1.0,1,False,auto_accept,real
4,dur_200_249,131204_1400_m2fm2_chunk_112,221.86666666666665,0.9999984502792358,1,False,auto_accept,real
4,dur_200_249,131212_1000_m2fm3_chunk_170,221.86666666666665,0.9999995231628418,1,False,auto_accept,real
4,dur_200_249,131217_1400_m2fm4_chunk_020,234.6666666666668,0.9999781847000122,4,False,manual_review,real
4,dur_200_249,131211_1000_m3fm1_chunk_233,209.0666666666667,0.9991307854652405,1,False,auto_accept,real
4,dur_200_249,131210_1000_m3fm2_chunk_072,238.9333333333333,0.9999114274978638,1,False,auto_accept,real
4,dur_200_249,131204_1400_m3fm3_chunk_126,234.6666666666668,1.0,0,False,auto_accept,real
4,dur_200_249,131212_1000_m3fm4_chunk_250,217.60000000000002,0.999954342842102,0,False,auto_accept,real
4,dur_200_249,131210_1000_m4fm1_chunk_094,221.86666666666665,0.9999771118164062,2,False,auto_accept,real
4,dur_200_249,131211_1000_m4fm2_chunk_152,209.06666666666663,0.9999997615814209,3,False,auto_accept,real
4,dur_200_249,131217_1400_m4fm3_chunk_129,217.5999999999999,0.9987999200820923,6,True,manual_review,real
4,dur_200_249,131208_1000_m4fm4_chunk_292,243.20000000000007,0.9999997615814209,1,False,auto_accept,real
4,dur_200_249,131211_1800_m5fm5_chunk_278,200.53333333333333,1.0,3,False,auto_accept,real
4,dur_200_249,131208_1000_m6fm6_chunk_131,234.66666666666657,0.998871386051178,1,False,auto_accept,real
4,dur_200_249,131209_1000_m1fm1_chunk_139,209.0666666666667,0.998939573764801,2,True,auto_accept,noise
4,dur_200_249,131211_1800_m1fm4_chunk_216,217.60000000000002,0.9916595816612244,1,False,auto_accept,noise
4,dur_200_249,131211_1000_m2fm1_chunk_182,204.80000000000004,0.9999250173568726,4,False,auto_accept,real
4,dur_200_249,131204_1400_m2fm2_chunk_052,230.39999999999995,0.9999909400939941,1,False,auto_accept,real
4,dur_200_249,131211_1800_m2fm3_chunk_164,221.86666666666667,0.9999988079071045,0,False,manual_review,real
4,dur_200_249,131217_1400_m2fm4_chunk_299,204.8000000000001,0.9999997615814209,4,False,auto_accept,real
4,dur_200_249,131211_1800_m3fm1_chunk_156,200.53333333333333,0.9996662139892578,2,False,auto_accept,real
4,dur_200_249,131217_1400_m3fm2_chunk_286,243.19999999999996,0.999881386756897,1,False,auto_accept,real
