candidate_id,label,labeled_at,expand_ms
2024-09-30_11-18-52_0000005_00004702,Not USV,2026-01-24T19:17:27.279185,-10.0
2024-09-30_11-18-57_0000006_00000117,USV,2026-01-24T19:17:42.569977,-10.0
2024-09-30_11-18-57_0000006_00001076,USV,2026-01-24T19:17:50.881669,20.0
2024-09-30_11-18-57_0000006_00001171,USV,2026-01-24T19:17:55.153158,0.0
2024-09-30_11-18-57_0000006_00001298,USV,2026-01-24T19:17:56.165975,0.0
2024-09-30_11-18-57_0000006_00001343,USV,2026-01-24T19:17:57.163472,0.0
2024-09-30_11-18-57_0000006_00001451,USV,2026-01-24T19:17:58.062713,0.0
2024-09-30_11-18-57_0000006_00001618,USV,2026-01-24T19:17:58.910988,0.0
2024-09-30_11-19-00_0000007_00001009,USV,2026-01-24T19:17:59.630672,0.0
2024-09-30_11-19-00_0000007_00001972,USV,2026-01-24T19:18:00.493746,0.0
2024-09-30_11-19-00_0000007_00002393,USV,2026-01-24T19:18:01.469212,0.0
2024-09-30_11-19-00_0000007_00002569,USV,2026-01-24T19:18:11.470799,15.0
2024-09-30_11-19-00_0000007_00003107,USV,2026-01-24T19:18:12.696708,0.0
2024-09-30_11-19-00_0000007_00003277,USV,2026-01-24T19:18:14.341370,0.0
2024-09-30_11-19-00_0000007_00003824,USV,2026-01-24T19:18:21.395806,-20.0
2024-09-30_11-19-00_0000007_00003943,USV,2026-01-24T19:18:29.173191,-20.0
2024-09-30_11-19-00_0000007_00004433,USV,2026-01-24T19:18:30.319134,0.0
2024-09-30_11-19-00_0000007_00004698,USV,2026-01-24T19:18:31.428963,0.0
2024-09-30_11-19-00_0000007_00004836,USV,2026-01-24T19:18:32.729289,0.0
2024-09-30_11-19-00_0000007_00004892,USV,2026-01-24T19:18:33.434750,0.0
2024-09-30_11-19-00_0000007_00004993,USV,2026-01-24T19:18:43.881004,-40.0
2024-09-30_11-19-00_0000007_00005022,USV,2026-01-24T19:18:45.045832,0.0
2024-09-30_11-19-00_0000007_00005174,USV,2026-01-24T19:18:46.151151,0.0
2024-09-30_11-19-00_0000007_00005199,USV,2026-01-24T19:18:47.058775,0.0
2024-09-30_11-19-00_0000007_00005280,USV,2026-01-24T19:18:47.812400,0.0
2024-09-30_11-19-00_0000007_00005374,USV,2026-01-24T19:18:48.590669,0.0
2024-09-30_11-19-00_0000007_00005399,USV,2026-01-24T19:18:49.358508,0.0
2024-09-30_11-19-00_0000007_00005488,USV,2026-01-24T19:18:50.149858,0.0
2024-09-30_11-19-00_0000007_00005586,USV,2026-01-24T19:18:50.824428,0.0
2024-09-30_11-19-00_0000007_00005775,USV,2026-01-24T19:18:51.487757,0.0
2024-09-30_11-19-00_0000007_00005871,USV,2026-01-24T19:18:52.157177,0.0
2024-09-30_11-19-00_0000007_00006065,USV,2026-01-24T19:18:53.132641,0.0
2024-09-30_11-19-00_0000007_00006167,USV,2026-01-24T19:18:53.942533,0.0
2024-09-30_11-19-00_0000007_00006280,USV,2026-01-24T19:18:54.652808,0.0
2024-09-30_11-19-00_0000007_00006508,USV,2026-01-24T19:18:55.495870,0.0
2024-09-30_11-19-00_0000007_00006819,USV,2026-01-24T19:18:56.224179,0.0
2024-09-30_11-19-00_0000007_00007107,USV,2026-01-24T19:19:20.013288,30.0
2024-09-30_11-19-00_0000007_00007439,USV,2026-01-24T19:19:24.398221,0.0
2024-09-30_11-19-09_0000008_00001861,USV,2026-01-24T19:19:38.302697,-20.0
2024-09-30_11-19-09_0000008_00001888,Uncertain,2026-01-24T19:19:42.878763,0.0
2024-09-30_11-19-09_0000008_00001978,USV,2026-01-24T19:19:44.151923,0.0
2024-09-30_11-19-09_0000008_00002115,USV,2026-01-24T19:19:44.955058,0.0
2024-09-30_11-19-09_0000008_00002272,USV,2026-01-24T19:19:45.653698,0.0
2024-09-30_11-19-09_0000008_00002397,USV,2026-01-24T19:19:46.585440,0.0
2024-09-30_11-19-09_0000008_00002624,USV,2026-01-24T19:19:47.241934,0.0
2024-09-30_11-19-09_0000008_00003107,USV,2026-01-24T19:19:47.959288,0.0
2024-09-30_11-19-09_0000008_00003252,USV,2026-01-24T19:19:48.853855,0.0
2024-09-30_11-19-12_0000009_00000012,Not USV,2026-01-24T19:19:50.705705,0.0
2024-09-30_11-19-12_0000009_00000207,USV,2026-01-24T19:19:52.034754,0.0
2024-09-30_11-19-12_0000009_00000380,USV,2026-01-24T19:20:08.563250,25.0
2024-09-30_11-19-12_0000009_00001033,Not USV,2026-01-24T19:20:09.747229,0.0
2024-09-30_11-19-12_0000009_00001185,USV,2026-01-24T19:20:10.536482,0.0
2024-09-30_11-19-12_0000009_00001293,USV,2026-01-24T19:20:11.561189,0.0
2024-09-30_11-19-12_0000009_00001557,Not USV,2026-01-24T19:20:12.589409,0.0
2024-09-30_11-19-12_0000009_00001612,Not USV,2026-01-24T19:20:13.356386,0.0
2024-09-30_11-19-12_0000009_00001638,Not USV,2026-01-24T19:20:14.103355,0.0
2024-09-30_11-19-15_0000010_00000452,USV,2026-01-24T19:20:15.026062,0.0
2024-09-30_11-19-15_0000010_00001007,USV,2026-01-24T19:20:16.110407,0.0
2024-09-30_11-19-15_0000010_00001198,USV,2026-01-24T19:20:16.905824,0.0
2024-09-30_11-19-15_0000010_00001326,USV,2026-01-24T19:20:17.582185,0.0
2024-09-30_11-19-15_0000010_00001501,Not USV,2026-01-24T19:20:19.157024,0.0
2024-09-30_11-19-15_0000010_00001915,Not USV,2026-01-24T19:20:20.514357,0.0
2024-09-30_11-19-15_0000010_00002071,USV,2026-01-24T19:20:21.394083,0.0
2024-09-30_11-19-15_0000010_00002128,Not USV,2026-01-24T19:20:22.295273,0.0
2024-09-30_11-19-16_0000011_00000222,Not USV,2026-01-24T19:20:23.406774,0.0
2024-09-30_11-19-16_0000011_00000378,USV,2026-01-24T19:20:24.333101,0.0
2024-09-30_11-19-16_0000011_00000435,Not USV,2026-01-24T19:20:25.373829,0.0
2024-09-30_11-19-16_0000011_00001021,USV,2026-01-24T19:20:28.049238,0.0
2024-09-30_11-19-16_0000011_00001049,USV,2026-01-24T19:20:29.358635,0.0
2024-09-30_11-19-16_0000011_00001155,USV,2026-01-24T19:20:30.225971,0.0
2024-09-30_11-19-16_0000011_00001634,USV,2026-01-24T19:20:30.958554,0.0
2024-09-30_11-19-16_0000011_00001856,Not USV,2026-01-24T19:20:32.373124,0.0
2024-09-30_11-19-16_0000011_00001978,Not USV,2026-01-24T19:20:33.538478,0.0
2024-09-30_11-19-16_0000011_00002056,USV,2026-01-24T19:20:34.439723,0.0
2024-09-30_11-19-16_0000011_00002106,USV,2026-01-24T19:20:35.240479,0.0
2024-09-30_11-19-16_0000011_00002287,USV,2026-01-24T19:20:37.610490,0.0
2024-09-30_11-19-16_0000011_00002514,Not USV,2026-01-24T19:20:40.065554,0.0
2024-09-30_11-19-19_0000012_00000561,USV,2026-01-24T19:20:41.056270,0.0
2024-09-30_11-19-19_0000012_00000783,Not USV,2026-01-24T19:20:42.200264,0.0
2024-09-30_11-19-19_0000012_00001009,Not USV,2026-01-24T19:20:43.244555,0.0
2024-09-30_11-19-19_0000012_00001247,USV,2026-01-24T19:20:44.105326,0.0
2024-09-30_11-19-19_0000012_00001358,USV,2026-01-24T19:20:44.830308,0.0
2024-09-30_11-19-19_0000012_00001450,USV,2026-01-24T19:20:50.922489,-20.0
2024-09-30_11-19-19_0000012_00001553,USV,2026-01-24T19:20:52.365061,0.0
2024-09-30_11-19-19_0000012_00001740,USV,2026-01-24T19:20:58.569597,10.0
2024-09-30_11-19-19_0000012_00001843,USV,2026-01-24T19:20:59.439534,0.0
2024-09-30_11-19-19_0000012_00001958,USV,2026-01-24T19:21:00.039573,0.0
2024-09-30_11-19-19_0000012_00002066,USV,2026-01-24T19:21:00.656611,0.0
2024-09-30_11-19-19_0000012_00002749,USV,2026-01-24T19:21:09.803372,-20.0
2024-09-30_11-19-19_0000012_00002940,USV,2026-01-24T19:21:10.658960,0.0
2024-09-30_11-19-19_0000012_00003446,USV,2026-01-24T19:21:15.706508,0.0
2024-09-30_11-19-19_0000012_00003475,USV,2026-01-24T19:21:16.337695,0.0
2024-09-30_11-19-19_0000012_00004084,USV,2026-01-24T19:21:17.061322,0.0
2024-09-30_11-19-19_0000012_00004193,USV,2026-01-24T19:21:30.586023,-40.0
2024-09-30_11-19-19_0000012_00004324,USV,2026-01-24T19:21:37.866655,20.0
2024-09-30_11-19-19_0000012_00004557,USV,2026-01-24T19:21:39.233230,0.0
2024-09-30_11-19-19_0000012_00004660,USV,2026-01-24T19:21:39.901386,0.0
2024-09-30_11-19-19_0000012_00004790,USV,2026-01-24T19:21:40.673898,0.0
2024-09-30_11-19-19_0000012_00005652,USV,2026-01-24T19:21:41.336325,0.0
2024-09-30_11-19-19_0000012_00005840,USV,2026-01-24T19:21:42.002219,0.0
2024-09-30_11-19-19_0000012_00005958,USV,2026-01-24T19:21:42.731721,0.0
2024-09-30_11-19-19_0000012_00006061,USV,2026-01-24T19:21:43.421088,0.0
2024-09-30_11-19-19_0000012_00006165,USV,2026-01-24T19:21:44.043775,0.0
2024-09-30_11-19-19_0000012_00006262,USV,2026-01-24T19:21:44.952679,0.0
2024-09-30_11-19-19_0000012_00006722,USV,2026-01-24T19:21:45.629681,0.0
2024-09-30_11-19-19_0000012_00006811,Not USV,2026-01-24T19:21:46.498827,0.0
2024-09-30_11-19-19_0000012_00006941,USV,2026-01-24T19:21:47.373739,0.0
2024-09-30_11-19-19_0000012_00007045,USV,2026-01-24T19:21:48.100681,0.0
2024-09-30_11-19-31_0000013_00001012,Not USV,2026-01-24T19:21:49.892572,0.0
2024-09-30_11-19-31_0000013_00001550,Not USV,2026-01-24T19:21:51.973943,0.0
2024-09-30_11-19-31_0000013_00001617,Not USV,2026-01-24T19:21:54.254438,0.0
2024-09-30_11-19-34_0000014_00000413,USV,2026-01-24T19:21:55.324393,0.0
2024-09-30_11-19-34_0000014_00000984,USV,2026-01-24T19:21:56.590145,0.0
2024-09-30_11-19-34_0000014_00001202,USV,2026-01-24T19:21:57.315990,0.0
2024-09-30_11-19-34_0000014_00001402,USV,2026-01-24T19:21:58.032948,0.0
2024-09-30_11-19-34_0000014_00001498,USV,2026-01-24T19:22:05.289135,-30.0
2024-09-30_11-19-34_0000014_00001518,USV,2026-01-24T19:22:16.615349,0.0
2024-09-30_11-19-34_0000014_00001620,USV,2026-01-24T19:22:18.575297,0.0
2024-09-30_11-19-34_0000014_00001711,USV,2026-01-24T19:22:20.233618,0.0
2024-09-30_11-19-34_0000014_00001731,USV,2026-01-24T19:22:21.308795,0.0
2024-09-30_11-19-34_0000014_00001820,USV,2026-01-24T19:22:22.187400,0.0
2024-09-30_11-19-34_0000014_00001938,USV,2026-01-24T19:22:31.477457,20.0
2024-09-30_11-19-34_0000014_00002114,USV,2026-01-24T19:22:32.858955,0.0
2024-09-30_11-19-34_0000014_00002333,USV,2026-01-24T19:22:33.589958,0.0
2024-09-30_11-19-34_0000014_00002423,USV,2026-01-24T19:22:34.326955,0.0
2024-09-30_11-19-34_0000014_00002513,USV,2026-01-24T19:22:35.155957,0.0
2024-09-30_11-19-34_0000014_00002615,USV,2026-01-24T19:22:35.881570,0.0
2024-09-30_11-19-34_0000014_00002712,USV,2026-01-24T19:22:36.688570,0.0
2024-09-30_11-19-34_0000014_00002808,USV,2026-01-24T19:22:37.481082,0.0
2024-09-30_11-19-34_0000014_00002913,USV,2026-01-24T19:22:38.175080,0.0
2024-09-30_11-19-34_0000014_00003031,USV,2026-01-24T19:22:39.027238,0.0
2024-09-30_11-19-34_0000014_00003129,USV,2026-01-24T19:22:39.996743,0.0
2024-09-30_11-19-34_0000014_00003235,USV,2026-01-24T19:22:40.811218,0.0
2024-09-30_11-19-34_0000014_00003335,USV,2026-01-24T19:22:48.713039,7.0
2024-09-30_11-19-34_0000014_00003436,USV,2026-01-24T19:22:51.034509,0.0
2024-09-30_11-19-34_0000014_00003721,USV,2026-01-24T19:22:51.762009,0.0
2024-09-30_11-19-34_0000014_00003837,USV,2026-01-24T19:22:57.911467,10.0
2024-09-30_11-19-34_0000014_00003932,USV,2026-01-24T19:22:59.120996,0.0
2024-09-30_11-19-34_0000014_00004032,USV,2026-01-24T19:23:06.524020,-30.0
2024-09-30_11-19-34_0000014_00004053,Uncertain,2026-01-24T19:23:17.225434,0.0
2024-09-30_11-19-34_0000014_00004308,Not USV,2026-01-24T19:23:18.551255,0.0
2024-09-30_11-19-34_0000014_00004826,USV,2026-01-24T19:23:26.214187,-20.0
2024-09-30_11-19-38_0000015_00000046,USV,2026-01-24T19:23:36.469039,-30.0
2024-09-30_11-19-38_0000015_00000323,Not USV,2026-01-24T19:23:37.719690,0.0
2024-09-30_11-19-38_0000015_00000998,USV,2026-01-24T19:23:44.185915,-10.0
2024-09-30_11-19-38_0000015_00001443,USV,2026-01-24T19:23:55.865489,-30.0
2024-09-30_11-19-38_0000015_00001561,USV,2026-01-24T19:24:04.777660,10.0
2024-09-30_11-19-38_0000015_00001891,USV,2026-01-24T19:24:11.399973,15.0
2024-09-30_11-19-38_0000015_00002583,USV,2026-01-24T19:24:15.487549,0.0
2024-09-30_11-19-38_0000015_00002632,Not USV,2026-01-24T19:24:16.540941,0.0
2024-09-30_11-19-38_0000015_00002912,Not USV,2026-01-24T19:24:17.209977,0.0
2024-09-30_11-19-38_0000015_00003153,USV,2026-01-24T19:24:23.375603,-10.0
2024-09-30_11-19-38_0000015_00003260,USV,2026-01-24T19:24:24.269723,0.0
2024-09-30_11-19-38_0000015_00003325,Not USV,2026-01-24T19:24:25.282768,0.0
2024-09-30_11-19-38_0000015_00003352,USV,2026-01-24T19:24:25.940045,0.0
2024-09-30_11-19-38_0000015_00003390,Not USV,2026-01-24T19:24:26.895273,0.0
2024-09-30_11-19-38_0000015_00003467,USV,2026-01-24T19:24:27.651559,0.0
2024-09-30_11-19-38_0000015_00004377,Not USV,2026-01-24T19:24:28.622284,0.0
2024-09-30_11-19-38_0000015_00004544,USV,2026-01-24T19:24:29.552456,0.0
2024-09-30_11-19-38_0000015_00004758,USV,2026-01-24T19:24:30.353621,0.0
2024-09-30_11-19-38_0000015_00005095,USV,2026-01-24T19:24:31.026019,0.0
2024-09-30_11-19-38_0000015_00005329,USV,2026-01-24T19:24:39.432265,-10.0
2024-09-30_11-19-38_0000015_00005586,USV,2026-01-24T19:24:52.508906,-30.0
2024-09-30_11-19-38_0000015_00006506,USV,2026-01-24T19:24:58.608661,20.0
2024-09-30_11-19-38_0000015_00006622,USV,2026-01-24T19:25:04.165075,-10.0
2024-09-30_11-19-38_0000015_00006763,USV,2026-01-24T19:25:08.585945,10.0
2024-09-30_11-19-38_0000015_00006879,USV,2026-01-24T19:25:09.424469,0.0
2024-09-30_11-19-38_0000015_00007010,USV,2026-01-24T19:25:10.776868,0.0
2024-09-30_11-19-38_0000015_00007102,USV,2026-01-24T19:25:11.648518,0.0
2024-09-30_11-19-38_0000015_00007219,USV,2026-01-24T19:25:12.369232,0.0
2024-09-30_11-19-38_0000015_00007431,USV,2026-01-24T19:25:13.186221,0.0
2024-09-30_11-19-38_0000015_00007932,USV,2026-01-24T19:25:13.890979,0.0
2024-09-30_11-19-38_0000015_00008044,USV,2026-01-24T19:25:14.603509,0.0
2024-09-30_11-19-38_0000015_00008146,USV,2026-01-24T19:25:15.324911,0.0
2024-09-30_11-19-38_0000015_00008618,USV,2026-01-24T19:25:16.262484,0.0
2024-09-30_11-19-38_0000015_00008766,USV,2026-01-24T19:25:25.093686,20.0
2024-09-30_11-19-38_0000015_00009411,USV,2026-01-24T19:25:31.288179,30.0
2024-09-30_11-19-38_0000015_00009641,USV,2026-01-24T19:25:38.324820,15.0
2024-09-30_11-19-38_0000015_00009747,USV,2026-01-24T19:25:39.376839,0.0
2024-09-30_11-19-38_0000015_00009876,USV,2026-01-24T19:25:40.019384,0.0
2024-09-30_11-19-38_0000015_00009998,USV,2026-01-24T19:25:40.656686,0.0
2024-09-30_11-19-38_0000015_00010108,USV,2026-01-24T19:25:41.384314,0.0
2024-09-30_11-19-38_0000015_00010221,USV,2026-01-24T19:25:42.012447,0.0
2024-09-30_11-19-38_0000015_00010333,USV,2026-01-24T19:25:42.879147,0.0
2024-09-30_11-19-38_0000015_00010559,USV,2026-01-24T19:25:43.558136,0.0
2024-09-30_11-19-38_0000015_00010659,USV,2026-01-24T19:25:44.306869,0.0
2024-09-30_11-19-38_0000015_00010789,USV,2026-01-24T19:25:45.345139,0.0
2024-09-30_11-19-38_0000015_00010918,USV,2026-01-24T19:25:46.143374,0.0
