candidate_id,spectrogram_path,label,source_file
random_neg_00087,data/experiment_dataset/spectrograms/random_neg_00087.png,Not USV,2024-09-30_11-21-40_0000044.wav
2024-09-30_11-20-32_0000025_noise_7c721604,data/experiment_dataset/spectrograms/2024-09-30_11-20-32_0000025_noise_7c721604.png,Not USV,2024-09-30_11-20-32_0000025.wav
2024-09-30_11-18-17_0000001_00005119,data/experiment_dataset/spectrograms/2024-09-30_11-18-17_0000001_00005119.png,USV,2024-09-30_11-18-17_0000001.wav
2024-09-30_11-20-09_0000021_noise_4b01af33,data/experiment_dataset/spectrograms/2024-09-30_11-20-09_0000021_noise_4b01af33.png,Not USV,2024-09-30_11-20-09_0000021.wav
2024-09-30_11-21-30_0000042_noise_875407ad,data/experiment_dataset/spectrograms/2024-09-30_11-21-30_0000042_noise_875407ad.png,Not USV,2024-09-30_11-21-30_0000042.wav
2024-09-30_11-21-18_0000037_00001244,data/experiment_dataset/spectrograms/2024-09-30_11-21-18_0000037_00001244.png,Not USV,2024-09-30_11-21-18_0000037.wav
2024-09-30_11-18-27_0000003_noise_87d7561b,data/experiment_dataset/spectrograms/2024-09-30_11-18-27_0000003_noise_87d7561b.png,Not USV,2024-09-30_11-18-27_0000003.wav
2024-09-30_11-18-34_0000004_00001850,data/experiment_dataset/spectrograms/2024-09-30_11-18-34_0000004_00001850.png,USV,2024-09-30_11-18-34_0000004.wav
2024-09-30_11-19-00_0000007_00006280,data/experiment_dataset/spectrograms/2024-09-30_11-19-00_0000007_00006280.png,USV,2024-09-30_11-19-00_0000007.wav
2024-09-30_11-21-40_0000044_noise_215c5d76,data/experiment_dataset/spectrograms/2024-09-30_11-21-40_0000044_noise_215c5d76.png,Not USV,2024-09-30_11-21-40_0000044.wav
2024-09-30_11-19-00_0000007_00007107,data/experiment_dataset/spectrograms/2024-09-30_11-19-00_0000007_00007107.png,USV,2024-09-30_11-19-00_0000007.wav
random_neg_00049,data/experiment_dataset/spectrograms/random_neg_00049.png,Not USV,2024-09-30_11-20-32_0000025.wav
2024-09-30_11-20-56_0000033_noise_98021428,data/experiment_dataset/spectrograms/2024-09-30_11-20-56_0000033_noise_98021428.png,Not USV,2024-09-30_11-20-56_0000033.wav
2024-09-30_11-18-25_0000002_00001103,data/experiment_dataset/spectrograms/2024-09-30_11-18-25_0000002_00001103.png,Not USV,2024-09-30_11-18-25_0000002.wav
2024-09-30_11-21-01_0000034_00003514,data/experiment_dataset/spectrograms/2024-09-30_11-21-01_0000034_00003514.png,USV,2024-09-30_11-21-01_0000034.wav
2024-09-30_11-21-30_0000042_noise_90fe8b5f,data/experiment_dataset/spectrograms/2024-09-30_11-21-30_0000042_noise_90fe8b5f.png,Not USV,2024-09-30_11-21-30_0000042.wav
2024-09-30_11-21-34_0000043_00001130,data/experiment_dataset/spectrograms/2024-09-30_11-21-34_0000043_00001130.png,USV,2024-09-30_11-21-34_0000043.wav
2024-09-30_11-18-34_0000004_00005614,data/experiment_dataset/spectrograms/2024-09-30_11-18-34_0000004_00005614.png,USV,2024-09-30_11-18-34_0000004.wav
2024-09-30_11-21-30_0000042_00000994,data/experiment_dataset/spectrograms/2024-09-30_11-21-30_0000042_00000994.png,Not USV,2024-09-30_11-21-30_0000042.wav
2024-09-30_11-19-55_0000017_00001090,data/experiment_dataset/spectrograms/2024-09-30_11-19-55_0000017_00001090.png,Not USV,2024-09-30_11-19-55_0000017.wav
2024-09-30_11-20-29_0000024_00002079,data/experiment_dataset/spectrograms/2024-09-30_11-20-29_0000024_00002079.png,USV,2024-09-30_11-20-29_0000024.wav
2024-09-30_11-18-34_0000004_00002632,data/experiment_dataset/spectrograms/2024-09-30_11-18-34_0000004_00002632.png,USV,2024-09-30_11-18-34_0000004.wav
2024-09-30_11-19-16_0000011_00001978,data/experiment_dataset/spectrograms/2024-09-30_11-19-16_0000011_00001978.png,Not USV,2024-09-30_11-19-16_0000011.wav
2024-09-30_11-20-53_0000032_00000893,data/experiment_dataset/spectrograms/2024-09-30_11-20-53_0000032_00000893.png,USV,2024-09-30_11-20-53_0000032.wav
2024-09-30_11-18-34_0000004_00007466,data/experiment_dataset/spectrograms/2024-09-30_11-18-34_0000004_00007466.png,USV,2024-09-30_11-18-34_0000004.wav
2024-09-30_11-20-41_0000029_00001450,data/experiment_dataset/spectrograms/2024-09-30_11-20-41_0000029_00001450.png,USV,2024-09-30_11-20-41_0000029.wav
2024-09-30_11-21-22_0000038_00001940,data/experiment_dataset/spectrograms/2024-09-30_11-21-22_0000038_00001940.png,Not USV,2024-09-30_11-21-22_0000038.wav
2024-09-30_11-21-07_0000035_noise_a5d1fd16,data/experiment_dataset/spectrograms/2024-09-30_11-21-07_0000035_noise_a5d1fd16.png,Not USV,2024-09-30_11-21-07_0000035.wav
2024-09-30_11-19-00_0000007_noise_5c4ebc84,data/experiment_dataset/spectrograms/2024-09-30_11-19-00_0000007_noise_5c4ebc84.png,Not USV,2024-09-30_11-19-00_0000007.wav
2024-09-30_11-20-41_0000029_00003011,data/experiment_dataset/spectrograms/2024-09-30_11-20-41_0000029_00003011.png,USV,2024-09-30_11-20-41_0000029.wav
2024-09-30_11-19-00_0000007_noise_a4962c1f,data/experiment_dataset/spectrograms/2024-09-30_11-19-00_0000007_noise_a4962c1f.png,Not USV,2024-09-30_11-19-00_0000007.wav
2024-09-30_11-21-22_0000038_noise_43bad5a7,data/experiment_dataset/spectrograms/2024-09-30_11-21-22_0000038_noise_43bad5a7.png,Not USV,2024-09-30_11-21-22_0000038.wav
2024-09-30_11-20-32_0000025_00000807,data/experiment_dataset/spectrograms/2024-09-30_11-20-32_0000025_00000807.png,USV,2024-09-30_11-20-32_0000025.wav
random_neg_00040,data/experiment_dataset/spectrograms/random_neg_00040.png,Not USV,2024-09-30_11-20-07_0000020.wav
random_neg_00037,data/experiment_dataset/spectrograms/random_neg_00037.png,Not USV,2024-09-30_11-20-03_0000019.wav
random_neg_00017,data/experiment_dataset/spectrograms/random_neg_00017.png,Not USV,2024-09-30_11-19-12_0000009.wav
2024-09-30_11-20-26_0000023_noise_3ba43ecc,data/experiment_dataset/spectrograms/2024-09-30_11-20-26_0000023_noise_3ba43ecc.png,Not USV,2024-09-30_11-20-26_0000023.wav
2024-09-30_11-19-19_0000012_00006811,data/experiment_dataset/spectrograms/2024-09-30_11-19-19_0000012_00006811.png,Not USV,2024-09-30_11-19-19_0000012.wav
2024-09-30_11-18-34_0000004_00001037,data/experiment_dataset/spectrograms/2024-09-30_11-18-34_0000004_00001037.png,USV,2024-09-30_11-18-34_0000004.wav
2024-09-30_11-21-01_0000034_noise_9da2185c,data/experiment_dataset/spectrograms/2024-09-30_11-21-01_0000034_noise_9da2185c.png,Not USV,2024-09-30_11-21-01_0000034.wav
2024-09-30_11-20-29_0000024_noise_8ad27c65,data/experiment_dataset/spectrograms/2024-09-30_11-20-29_0000024_noise_8ad27c65.png,Not USV,2024-09-30_11-20-29_0000024.wav
2024-09-30_11-20-53_0000032_noise_db1f341f,data/experiment_dataset/spectrograms/2024-09-30_11-20-53_0000032_noise_db1f341f.png,Not USV,2024-09-30_11-20-53_0000032.wav
2024-09-30_11-20-56_0000033_00000266,data/experiment_dataset/spectrograms/2024-09-30_11-20-56_0000033_00000266.png,USV,2024-09-30_11-20-56_0000033.wav
2024-09-30_11-20-41_0000029_noise_1ee1a9f6,data/experiment_dataset/spectrograms/2024-09-30_11-20-41_0000029_noise_1ee1a9f6.png,Not USV,2024-09-30_11-20-41_0000029.wav
2024-09-30_11-18-27_0000003_noise_58624ae7,data/experiment_dataset/spectrograms/2024-09-30_11-18-27_0000003_noise_58624ae7.png,Not USV,2024-09-30_11-18-27_0000003.wav
2024-09-30_11-18-34_0000004_00005935,data/experiment_dataset/spectrograms/2024-09-30_11-18-34_0000004_00005935.png,USV,2024-09-30_11-18-34_0000004.wav
2024-09-30_11-20-41_0000029_noise_6d1d5fe3,data/experiment_dataset/spectrograms/2024-09-30_11-20-41_0000029_noise_6d1d5fe3.png,Not USV,2024-09-30_11-20-41_0000029.wav
2024-09-30_11-21-34_0000043_noise_c60ccdb0,data/experiment_dataset/spectrograms/2024-09-30_11-21-34_0000043_noise_c60ccdb0.png,Not USV,2024-09-30_11-21-34_0000043.wav
random_neg_00086,data/experiment_dataset/spectrograms/random_neg_00086.png,Not USV,2024-09-30_11-21-34_0000043.wav
2024-09-30_11-18-27_0000003_noise_e67e8077,data/experiment_dataset/spectrograms/2024-09-30_11-18-27_0000003_noise_e67e8077.png,Not USV,2024-09-30_11-18-27_0000003.wav
2024-09-30_11-19-00_0000007_noise_1a793862,data/experiment_dataset/spectrograms/2024-09-30_11-19-00_0000007_noise_1a793862.png,Not USV,2024-09-30_11-19-00_0000007.wav
2024-09-30_11-18-34_0000004_noise_36830166,data/experiment_dataset/spectrograms/2024-09-30_11-18-34_0000004_noise_36830166.png,Not USV,2024-09-30_11-18-34_0000004.wav
random_neg_00019,data/experiment_dataset/spectrograms/random_neg_00019.png,Not USV,2024-09-30_11-19-15_0000010.wav
random_neg_00094,data/experiment_dataset/spectrograms/random_neg_00094.png,Not USV,2024-09-30_11-21-50_0000047.wav
2024-09-30_11-20-07_0000020_noise_90c14c94,data/experiment_dataset/spectrograms/2024-09-30_11-20-07_0000020_noise_90c14c94.png,Not USV,2024-09-30_11-20-07_0000020.wav
2024-09-30_11-20-53_0000032_noise_6314a3a0,data/experiment_dataset/spectrograms/2024-09-30_11-20-53_0000032_noise_6314a3a0.png,Not USV,2024-09-30_11-20-53_0000032.wav
random_neg_00003,data/experiment_dataset/spectrograms/random_neg_00003.png,Not USV,2024-09-30_11-18-25_0000002.wav
random_neg_00044,data/experiment_dataset/spectrograms/random_neg_00044.png,Not USV,2024-09-30_11-20-14_0000022.wav
2024-09-30_11-20-07_0000020_00001585,data/experiment_dataset/spectrograms/2024-09-30_11-20-07_0000020_00001585.png,USV,2024-09-30_11-20-07_0000020.wav
2024-09-30_11-21-26_0000040_00000823,data/experiment_dataset/spectrograms/2024-09-30_11-21-26_0000040_00000823.png,USV,2024-09-30_11-21-26_0000040.wav
2024-09-30_11-19-31_0000013_noise_3984225a,data/experiment_dataset/spectrograms/2024-09-30_11-19-31_0000013_noise_3984225a.png,Not USV,2024-09-30_11-19-31_0000013.wav
2024-09-30_11-19-16_0000011_00002287,data/experiment_dataset/spectrograms/2024-09-30_11-19-16_0000011_00002287.png,USV,2024-09-30_11-19-16_0000011.wav
2024-09-30_11-19-19_0000012_noise_e4b9c9fb,data/experiment_dataset/spectrograms/2024-09-30_11-19-19_0000012_noise_e4b9c9fb.png,Not USV,2024-09-30_11-19-19_0000012.wav
2024-09-30_11-21-14_0000036_noise_51f46ca5,data/experiment_dataset/spectrograms/2024-09-30_11-21-14_0000036_noise_51f46ca5.png,Not USV,2024-09-30_11-21-14_0000036.wav
2024-09-30_11-18-25_0000002_noise_b1d84e4f,data/experiment_dataset/spectrograms/2024-09-30_11-18-25_0000002_noise_b1d84e4f.png,Not USV,2024-09-30_11-18-25_0000002.wav
2024-09-30_11-19-09_0000008_noise_0ee37d49,data/experiment_dataset/spectrograms/2024-09-30_11-19-09_0000008_noise_0ee37d49.png,Not USV,2024-09-30_11-19-09_0000008.wav
2024-09-30_11-19-00_0000007_noise_47446209,data/experiment_dataset/spectrograms/2024-09-30_11-19-00_0000007_noise_47446209.png,Not USV,2024-09-30_11-19-00_0000007.wav
2024-09-30_11-21-01_0000034_00003226,data/experiment_dataset/spectrograms/2024-09-30_11-21-01_0000034_00003226.png,USV,2024-09-30_11-21-01_0000034.wav
2024-09-30_11-19-19_0000012_noise_046269f1,data/experiment_dataset/spectrograms/2024-09-30_11-19-19_0000012_noise_046269f1.png,Not USV,2024-09-30_11-19-19_0000012.wav
2024-09-30_11-18-34_0000004_00002827,data/experiment_dataset/spectrograms/2024-09-30_11-18-34_0000004_00002827.png,USV,2024-09-30_11-18-34_0000004.wav
2024-09-30_11-20-07_0000020_noise_a44a536f,data/experiment_dataset/spectrograms/2024-09-30_11-20-07_0000020_noise_a44a536f.png,Not USV,2024-09-30_11-20-07_0000020.wav
2024-09-30_11-18-27_0000003_00003431,data/experiment_dataset/spectrograms/2024-09-30_11-18-27_0000003_00003431.png,USV,2024-09-30_11-18-27_0000003.wav
random_neg_00096,data/experiment_dataset/spectrograms/random_neg_00096.png,Not USV,2024-09-30_11-21-57_0000048.wav
random_neg_00075,data/experiment_dataset/spectrograms/random_neg_00075.png,Not USV,2024-09-30_11-21-22_0000038.wav
2024-09-30_11-21-14_0000036_noise_b0259fc8,data/experiment_dataset/spectrograms/2024-09-30_11-21-14_0000036_noise_b0259fc8.png,Not USV,2024-09-30_11-21-14_0000036.wav
random_neg_00034,data/experiment_dataset/spectrograms/random_neg_00034.png,Not USV,2024-09-30_11-19-55_0000017.wav
2024-09-30_11-20-26_0000023_00000428,data/experiment_dataset/spectrograms/2024-09-30_11-20-26_0000023_00000428.png,USV,2024-09-30_11-20-26_0000023.wav
2024-09-30_11-20-32_0000025_00000904,data/experiment_dataset/spectrograms/2024-09-30_11-20-32_0000025_00000904.png,USV,2024-09-30_11-20-32_0000025.wav
random_neg_00021,data/experiment_dataset/spectrograms/random_neg_00021.png,Not USV,2024-09-30_11-19-16_0000011.wav
2024-09-30_11-21-07_0000035_00003322,data/experiment_dataset/spectrograms/2024-09-30_11-21-07_0000035_00003322.png,USV,2024-09-30_11-21-07_0000035.wav
2024-09-30_11-18-34_0000004_noise_7cff98ef,data/experiment_dataset/spectrograms/2024-09-30_11-18-34_0000004_noise_7cff98ef.png,Not USV,2024-09-30_11-18-34_0000004.wav
2024-09-30_11-20-26_0000023_00001032,data/experiment_dataset/spectrograms/2024-09-30_11-20-26_0000023_00001032.png,USV,2024-09-30_11-20-26_0000023.wav
2024-09-30_11-20-09_0000021_noise_2d530956,data/experiment_dataset/spectrograms/2024-09-30_11-20-09_0000021_noise_2d530956.png,Not USV,2024-09-30_11-20-09_0000021.wav
2024-09-30_11-21-34_0000043_00001907,data/experiment_dataset/spectrograms/2024-09-30_11-21-34_0000043_00001907.png,USV,2024-09-30_11-21-34_0000043.wav
2024-09-30_11-21-28_0000041_noise_04c408c7,data/experiment_dataset/spectrograms/2024-09-30_11-21-28_0000041_noise_04c408c7.png,Not USV,2024-09-30_11-21-28_0000041.wav
2024-09-30_11-19-00_0000007_00004698,data/experiment_dataset/spectrograms/2024-09-30_11-19-00_0000007_00004698.png,USV,2024-09-30_11-19-00_0000007.wav
2024-09-30_11-21-07_0000035_00003959,data/experiment_dataset/spectrograms/2024-09-30_11-21-07_0000035_00003959.png,USV,2024-09-30_11-21-07_0000035.wav
2024-09-30_11-19-54_0000016_noise_f058d9ba,data/experiment_dataset/spectrograms/2024-09-30_11-19-54_0000016_noise_f058d9ba.png,Not USV,2024-09-30_11-19-54_0000016.wav
2024-09-30_11-20-41_0000029_00002865,data/experiment_dataset/spectrograms/2024-09-30_11-20-41_0000029_00002865.png,USV,2024-09-30_11-20-41_0000029.wav
2024-09-30_11-21-07_0000035_00003102,data/experiment_dataset/spectrograms/2024-09-30_11-21-07_0000035_00003102.png,USV,2024-09-30_11-21-07_0000035.wav
random_neg_00043,data/experiment_dataset/spectrograms/random_neg_00043.png,Not USV,2024-09-30_11-20-14_0000022.wav
2024-09-30_11-20-53_0000032_00003764,data/experiment_dataset/spectrograms/2024-09-30_11-20-53_0000032_00003764.png,USV,2024-09-30_11-20-53_0000032.wav
2024-09-30_11-19-00_0000007_noise_aefe6222,data/experiment_dataset/spectrograms/2024-09-30_11-19-00_0000007_noise_aefe6222.png,Not USV,2024-09-30_11-19-00_0000007.wav
2024-09-30_11-18-27_0000003_00005424,data/experiment_dataset/spectrograms/2024-09-30_11-18-27_0000003_00005424.png,USV,2024-09-30_11-18-27_0000003.wav
2024-09-30_11-20-53_0000032_noise_a0b7e1b1,data/experiment_dataset/spectrograms/2024-09-30_11-20-53_0000032_noise_a0b7e1b1.png,Not USV,2024-09-30_11-20-53_0000032.wav
2024-09-30_11-21-34_0000043_noise_2bd2dd66,data/experiment_dataset/spectrograms/2024-09-30_11-21-34_0000043_noise_2bd2dd66.png,Not USV,2024-09-30_11-21-34_0000043.wav
2024-09-30_11-21-40_0000044_noise_d1c025fb,data/experiment_dataset/spectrograms/2024-09-30_11-21-40_0000044_noise_d1c025fb.png,Not USV,2024-09-30_11-21-40_0000044.wav
2024-09-30_11-20-41_0000029_00001965,data/experiment_dataset/spectrograms/2024-09-30_11-20-41_0000029_00001965.png,USV,2024-09-30_11-20-41_0000029.wav
2024-09-30_11-20-41_0000029_noise_63935c14,data/experiment_dataset/spectrograms/2024-09-30_11-20-41_0000029_noise_63935c14.png,Not USV,2024-09-30_11-20-41_0000029.wav
random_neg_00057,data/experiment_dataset/spectrograms/random_neg_00057.png,Not USV,2024-09-30_11-20-41_0000029.wav
2024-09-30_11-18-34_0000004_00001746,data/experiment_dataset/spectrograms/2024-09-30_11-18-34_0000004_00001746.png,USV,2024-09-30_11-18-34_0000004.wav
2024-09-30_11-19-16_0000011_noise_3affccaf,data/experiment_dataset/spectrograms/2024-09-30_11-19-16_0000011_noise_3affccaf.png,Not USV,2024-09-30_11-19-16_0000011.wav
random_neg_00032,data/experiment_dataset/spectrograms/random_neg_00032.png,Not USV,2024-09-30_11-19-54_0000016.wav
random_neg_00064,data/experiment_dataset/spectrograms/random_neg_00064.png,Not USV,2024-09-30_11-20-53_0000032.wav
2024-09-30_11-18-34_0000004_noise_b9ada7d9,data/experiment_dataset/spectrograms/2024-09-30_11-18-34_0000004_noise_b9ada7d9.png,Not USV,2024-09-30_11-18-34_0000004.wav
2024-09-30_11-19-16_0000011_noise_3a61a6c7,data/experiment_dataset/spectrograms/2024-09-30_11-19-16_0000011_noise_3a61a6c7.png,Not USV,2024-09-30_11-19-16_0000011.wav
2024-09-30_11-21-28_0000041_noise_a47a5b05,data/experiment_dataset/spectrograms/2024-09-30_11-21-28_0000041_noise_a47a5b05.png,Not USV,2024-09-30_11-21-28_0000041.wav
2024-09-30_11-18-57_0000006_00001618,data/experiment_dataset/spectrograms/2024-09-30_11-18-57_0000006_00001618.png,USV,2024-09-30_11-18-57_0000006.wav
random_neg_00050,data/experiment_dataset/spectrograms/random_neg_00050.png,Not USV,2024-09-30_11-20-32_0000025.wav
2024-09-30_11-19-16_0000011_noise_95dcc5d7,data/experiment_dataset/spectrograms/2024-09-30_11-19-16_0000011_noise_95dcc5d7.png,Not USV,2024-09-30_11-19-16_0000011.wav
2024-09-30_11-18-27_0000003_noise_da00411c,data/experiment_dataset/spectrograms/2024-09-30_11-18-27_0000003_noise_da00411c.png,Not USV,2024-09-30_11-18-27_0000003.wav
2024-09-30_11-19-09_0000008_noise_bec13e21,data/experiment_dataset/spectrograms/2024-09-30_11-19-09_0000008_noise_bec13e21.png,Not USV,2024-09-30_11-19-09_0000008.wav
2024-09-30_11-19-54_0000016_00002121,data/experiment_dataset/spectrograms/2024-09-30_11-19-54_0000016_00002121.png,USV,2024-09-30_11-19-54_0000016.wav
2024-09-30_11-21-22_0000038_noise_ba619481,data/experiment_dataset/spectrograms/2024-09-30_11-21-22_0000038_noise_ba619481.png,Not USV,2024-09-30_11-21-22_0000038.wav
2024-09-30_11-21-07_0000035_00006040,data/experiment_dataset/spectrograms/2024-09-30_11-21-07_0000035_00006040.png,USV,2024-09-30_11-21-07_0000035.wav
2024-09-30_11-20-26_0000023_noise_0521dd95,data/experiment_dataset/spectrograms/2024-09-30_11-20-26_0000023_noise_0521dd95.png,Not USV,2024-09-30_11-20-26_0000023.wav
2024-09-30_11-21-14_0000036_noise_8f40d0bd,data/experiment_dataset/spectrograms/2024-09-30_11-21-14_0000036_noise_8f40d0bd.png,Not USV,2024-09-30_11-21-14_0000036.wav
2024-09-30_11-20-07_0000020_noise_209ec246,data/experiment_dataset/spectrograms/2024-09-30_11-20-07_0000020_noise_209ec246.png,Not USV,2024-09-30_11-20-07_0000020.wav
2024-09-30_11-21-14_0000036_noise_59c94578,data/experiment_dataset/spectrograms/2024-09-30_11-21-14_0000036_noise_59c94578.png,Not USV,2024-09-30_11-21-14_0000036.wav
2024-09-30_11-19-00_0000007_00006508,data/experiment_dataset/spectrograms/2024-09-30_11-19-00_0000007_00006508.png,USV,2024-09-30_11-19-00_0000007.wav
2024-09-30_11-21-01_0000034_00001350,data/experiment_dataset/spectrograms/2024-09-30_11-21-01_0000034_00001350.png,USV,2024-09-30_11-21-01_0000034.wav
2024-09-30_11-21-01_0000034_00001976,data/experiment_dataset/spectrograms/2024-09-30_11-21-01_0000034_00001976.png,USV,2024-09-30_11-21-01_0000034.wav
2024-09-30_11-21-01_0000034_00003977,data/experiment_dataset/spectrograms/2024-09-30_11-21-01_0000034_00003977.png,USV,2024-09-30_11-21-01_0000034.wav
2024-09-30_11-19-19_0000012_noise_a608cc39,data/experiment_dataset/spectrograms/2024-09-30_11-19-19_0000012_noise_a608cc39.png,Not USV,2024-09-30_11-19-19_0000012.wav
2024-09-30_11-19-19_0000012_00005840,data/experiment_dataset/spectrograms/2024-09-30_11-19-19_0000012_00005840.png,USV,2024-09-30_11-19-19_0000012.wav
2024-09-30_11-19-54_0000016_noise_a38e8134,data/experiment_dataset/spectrograms/2024-09-30_11-19-54_0000016_noise_a38e8134.png,Not USV,2024-09-30_11-19-54_0000016.wav
2024-09-30_11-19-16_0000011_00000378,data/experiment_dataset/spectrograms/2024-09-30_11-19-16_0000011_00000378.png,USV,2024-09-30_11-19-16_0000011.wav
2024-09-30_11-21-24_0000039_noise_7c6302ef,data/experiment_dataset/spectrograms/2024-09-30_11-21-24_0000039_noise_7c6302ef.png,Not USV,2024-09-30_11-21-24_0000039.wav
2024-09-30_11-21-07_0000035_00006908,data/experiment_dataset/spectrograms/2024-09-30_11-21-07_0000035_00006908.png,Not USV,2024-09-30_11-21-07_0000035.wav
2024-09-30_11-20-56_0000033_00000376,data/experiment_dataset/spectrograms/2024-09-30_11-20-56_0000033_00000376.png,USV,2024-09-30_11-20-56_0000033.wav
2024-09-30_11-18-34_0000004_00003987,data/experiment_dataset/spectrograms/2024-09-30_11-18-34_0000004_00003987.png,Not USV,2024-09-30_11-18-34_0000004.wav
2024-09-30_11-19-19_0000012_noise_882a2515,data/experiment_dataset/spectrograms/2024-09-30_11-19-19_0000012_noise_882a2515.png,Not USV,2024-09-30_11-19-19_0000012.wav
2024-09-30_11-20-26_0000023_00001586,data/experiment_dataset/spectrograms/2024-09-30_11-20-26_0000023_00001586.png,USV,2024-09-30_11-20-26_0000023.wav
2024-09-30_11-19-55_0000017_00002376,data/experiment_dataset/spectrograms/2024-09-30_11-19-55_0000017_00002376.png,USV,2024-09-30_11-19-55_0000017.wav
2024-09-30_11-19-55_0000017_00003532,data/experiment_dataset/spectrograms/2024-09-30_11-19-55_0000017_00003532.png,Not USV,2024-09-30_11-19-55_0000017.wav
